date,baseline_nav,optimized_nav,optimized_def_nav
2017-01-18,0.989694,1.000000,1.000000
2017-01-23,0.989326,1.000000,1.000000
2017-01-24,0.990238,1.000000,1.000000
2017-01-30,0.988987,1.000000,1.000000
2017-02-06,0.976257,0.999700,0.999760
2017-02-07,0.976708,0.999123,0.999299
2017-02-13,0.976708,0.998547,0.998837
2017-02-21,0.945273,0.959240,0.967377
2017-02-22,0.944412,0.958687,0.966930
2017-02-27,0.944848,0.958134,0.966484
2017-03-03,0.945168,0.957581,0.966038
2017-03-06,0.944419,0.957028,0.965592
2017-03-13,0.955020,0.967554,0.974090
2017-03-14,0.955366,0.966996,0.973640
2017-03-20,0.956084,0.966438,0.973191
2017-03-27,0.990539,1.006877,1.005774
2017-04-03,1.013962,1.031255,1.025257
2017-04-10,1.011350,1.031549,1.025549
2017-04-12,1.011565,1.031356,1.025512
2017-04-17,1.001139,1.031194,1.025504
2017-04-24,1.017282,1.031841,1.026177
2017-05-01,1.018522,1.049349,1.040107
2017-05-02,1.019147,1.048744,1.039621
2017-05-08,1.018527,1.048025,1.039045
2017-05-09,1.018527,1.047420,1.038560
2017-05-15,1.018527,1.046816,1.038075
2017-05-17,1.017814,1.046212,1.037589
2017-05-22,1.019155,1.045608,1.037105
2017-05-24,1.019155,1.044700,1.036376
2017-05-30,1.019155,1.044127,1.035921
2017-05-31,1.026619,1.043555,1.035467
2017-06-05,1.006972,1.023840,1.019815
2017-06-12,1.007584,1.023279,1.019368
2017-06-13,1.006692,1.022718,1.018921
2017-06-19,1.008576,1.022158,1.018474
2017-06-26,0.968227,1.021597,1.018027
2017-06-30,0.971468,1.021037,1.017581
2017-07-03,0.969260,1.020478,1.017135
2017-07-05,0.974730,1.019918,1.016689
2017-07-10,0.971764,1.019359,1.016243
2017-07-12,0.974426,1.018801,1.015798
2017-07-17,0.974837,1.021534,1.017977
2017-07-24,0.969213,0.924771,0.940936
2017-07-31,0.960893,0.917787,0.935284
2017-08-07,0.954679,0.906836,0.926342
2017-08-14,0.948541,0.857533,0.886017
2017-08-16,0.949555,0.857038,0.885603
2017-08-21,0.950103,0.856536,0.885182
2017-08-28,0.975581,0.873029,0.898852
2017-09-01,0.975581,0.872525,0.898432
2017-09-05,0.975823,0.872022,0.898012
2017-09-07,0.975582,0.871519,0.897592
2017-09-11,0.975582,0.871016,0.897173
2017-09-12,0.975582,0.870514,0.896753
2017-09-18,0.976263,0.870011,0.896334
2017-09-25,0.968201,0.881138,0.905525
2017-10-02,0.982975,0.898013,0.919389
2017-10-09,0.982387,0.901520,0.922262
2017-10-10,0.981357,0.901000,0.921836
2017-10-16,0.982668,0.900306,0.921268
2017-10-23,0.978623,0.921135,0.938323
2017-10-30,0.993091,0.967343,0.975986
2017-10-31,0.993195,0.966784,0.975535
2017-11-06,0.991810,0.966227,0.975085
2017-11-13,0.993739,0.961755,0.971472
2017-11-17,0.993739,0.961200,0.971018
2017-11-20,0.995288,0.960562,0.970496
2017-11-27,0.960145,0.939435,0.953463
2017-11-28,0.960179,0.938619,0.952799
2017-12-04,0.960247,0.938827,0.952967
2017-12-11,0.969339,0.938285,0.952527
2017-12-18,0.967991,0.937744,0.952087
2017-12-19,0.969251,0.969766,0.978102
2017-12-26,0.966929,0.934012,0.949247
2018-01-02,0.967426,0.968975,0.977679
2018-01-08,0.967115,0.966825,0.975944
2018-01-10,0.967115,0.965984,0.975264
2018-01-16,0.963360,0.959170,0.969759
2018-01-22,0.967208,0.958644,0.969334
2018-01-25,0.966249,0.958119,0.968909
2018-01-29,0.966249,0.957594,0.968484
2018-01-31,0.966249,0.957069,0.968059
2018-02-05,0.958443,0.945602,0.958778
2018-02-12,0.965668,0.945083,0.958358
2018-02-14,0.964207,0.944296,0.957719
2018-02-20,0.964622,0.949212,0.961707
2018-02-21,0.964622,0.948665,0.961258
2018-02-26,0.964622,0.948113,0.960804
2018-03-05,1.001213,0.909118,0.929401
2018-03-09,1.003794,0.941630,0.955991
2018-03-12,1.001709,0.912889,0.932638
2018-03-13,1.001281,0.906478,0.927391
2018-03-19,1.000820,0.899690,0.921829
2018-03-21,1.004144,0.910187,0.930430
2018-03-26,1.001902,0.880394,0.906056
2018-04-02,1.002376,0.896883,0.919596
2018-04-03,1.002376,0.896104,0.918950
2018-04-09,1.002376,0.895613,0.918547
2018-04-10,0.997589,0.895122,0.918144
2018-04-16,0.997484,0.894631,0.917742
2018-04-17,1.005209,0.894141,0.917339
2018-04-23,1.003288,0.893651,0.916937
2018-04-30,1.005387,0.893161,0.916535
2018-05-07,1.019682,0.914862,0.934354
2018-05-14,1.017932,0.914093,0.933724
2018-05-15,1.017932,0.913566,0.933288
2018-05-21,1.017881,0.912961,0.932787
2018-05-22,1.017932,0.912434,0.932351
2018-05-29,1.017932,0.911830,0.931852
2018-06-04,1.017072,0.845913,0.878153
2018-06-11,1.071243,0.974864,0.985267
2018-06-13,1.072237,0.974302,0.984812
2018-06-18,1.072237,0.973725,0.984342
2018-06-25,1.061573,0.960549,0.973688
2018-06-27,1.060315,0.959995,0.973233
2018-07-02,1.059823,0.959421,0.972761
2018-07-03,1.059823,0.958867,0.972306
2018-07-09,1.059823,0.958314,0.971852
2018-07-16,1.050304,0.924660,0.944581
2018-07-23,1.041278,0.869803,0.899962
2018-07-30,1.027548,0.839863,0.875196
2018-08-06,1.072406,0.839378,0.874793
2018-08-07,1.073758,0.838887,0.874382
2018-08-13,1.070191,0.838428,0.873999
2018-08-20,1.070768,0.837968,0.873616
2018-08-21,1.071121,0.837509,0.873233
2018-08-27,1.071121,0.837050,0.872850
2018-08-28,1.071121,0.836346,0.872368
2018-09-04,1.071050,0.836346,0.872368
2018-09-06,1.070480,0.836346,0.872368
2018-09-10,1.074815,0.836346,0.872368
2018-09-11,1.072831,0.836346,0.872368
2018-09-17,1.068027,0.836096,0.872262
2018-09-24,1.135424,0.864927,0.896329
2018-10-01,1.139540,0.760201,0.809487
2018-10-02,1.137140,0.759762,0.809109
2018-10-08,1.137140,0.759324,0.808731
2018-10-09,1.137140,0.758886,0.808353
2018-10-15,1.174697,0.758448,0.807975
2018-10-22,1.152398,0.705142,0.762625
2018-10-29,1.155091,0.778553,0.826335
2018-11-02,1.155091,0.778127,0.825958
2018-11-05,1.152672,0.777686,0.825567
2018-11-08,1.153811,0.777260,0.825191
2018-11-12,1.168733,0.776674,0.824674
2018-11-19,1.157052,0.738678,0.791717
2018-11-26,1.164614,0.761366,0.812323
2018-11-28,1.162630,0.760726,0.811762
2018-12-03,1.162760,0.761241,0.812201
2018-12-04,1.164648,0.778143,0.826631
2018-12-10,1.162238,0.754509,0.806542
2018-12-17,1.156980,0.789323,0.836284
2018-12-19,1.156980,0.788891,0.835917
2018-12-24,1.150886,0.788458,0.835551
2018-12-31,1.151809,0.791694,0.838294
2019-01-04,1.150838,0.781465,0.829628
2019-01-07,1.127157,0.788471,0.835578
2019-01-14,1.127894,0.823310,0.865207
2019-01-15,1.127894,0.822859,0.864813
2019-01-22,1.143409,0.822408,0.864419
2019-01-28,1.133531,0.853502,0.891520
2019-02-04,1.169569,0.852450,0.890639
2019-02-11,1.178076,0.835435,0.876371
2019-02-12,1.178076,0.834953,0.875967
2019-02-19,1.178019,0.834468,0.875560
2019-02-25,1.244066,0.880586,0.914171
2019-02-26,1.244066,0.880078,0.913749
2019-03-04,1.244066,0.879568,0.913326
2019-03-11,1.292181,0.944641,0.967396
2019-03-18,1.291244,0.975730,0.992871
2019-03-25,1.305307,0.969541,0.987832
2019-04-01,1.320814,0.914826,0.943226
2019-04-08,1.336705,0.914024,0.942565
2019-04-09,1.335694,0.913497,0.942130
2019-04-15,1.336555,0.936118,0.960796
2019-04-18,1.337528,0.935578,0.960352
2019-04-22,1.337528,0.934933,0.959823
2019-04-24,1.337528,0.934393,0.959380
2019-04-29,1.339924,0.933837,0.958923
2019-04-30,1.336634,0.933299,0.958481
2019-05-06,1.342142,0.932675,0.957965
2019-05-07,1.340142,0.931864,0.957292
2019-05-13,1.341862,0.947761,0.970358
2019-05-17,1.342166,0.946937,0.969676
2019-05-20,1.342166,0.946141,0.969023
2019-05-23,1.342166,0.945623,0.968581
2019-05-28,1.338433,0.945088,0.968124
2019-05-31,1.341988,0.944570,0.967683
2019-06-03,1.339116,0.943888,0.967106
2019-06-10,1.340035,1.009225,1.020609
2019-06-12,1.340035,1.008642,1.020132
2019-06-17,1.363727,1.008060,1.019655
2019-06-18,1.363908,1.007184,1.018938
2019-06-24,1.363728,1.001573,1.014397
2019-06-25,1.369903,1.001024,1.013952
2019-07-01,1.365245,1.000476,1.013507
2019-07-08,1.365405,1.003955,1.016326
2019-07-12,1.365405,1.003376,1.015857
2019-07-15,1.393301,1.002781,1.015373
2019-07-22,1.397064,1.028601,1.036466
2019-07-23,1.397739,1.027707,1.035738
2019-07-29,1.397629,1.024682,1.033297
2019-07-30,1.398379,1.037815,1.043886
2019-08-05,1.416662,1.024709,1.033336
2019-08-12,1.417889,1.024315,1.033053
2019-08-13,1.417889,1.023724,1.032570
2019-08-19,1.418292,1.030225,1.037811
2019-08-20,1.418535,1.033768,1.040661
2019-08-26,1.435008,1.045917,1.050439
2019-09-03,1.434482,0.968007,0.987956
2019-09-09,1.436680,0.911282,0.941274
2019-09-10,1.434628,0.910490,0.940612
2019-09-16,1.441434,0.911918,0.941792
2019-09-23,1.518571,0.821864,0.867707
2019-09-30,1.543676,0.847252,0.889226
2019-10-02,1.543352,0.846515,0.888601
2019-10-07,1.546700,0.845804,0.888002
2019-10-10,1.543752,0.845069,0.887378
2019-10-14,1.543752,0.844359,0.886780
2019-10-16,1.543752,0.843625,0.886157
2019-10-21,1.544923,0.851710,0.892952
2019-10-24,1.546747,0.850970,0.892324
2019-10-28,1.546747,0.850254,0.891723
2019-11-04,1.553057,0.826322,0.871639
2019-11-05,1.549959,0.825604,0.871032
2019-11-11,1.553926,0.846166,0.888389
2019-11-12,1.554135,0.848358,0.890229
2019-11-18,1.547209,0.822466,0.868487
2019-11-20,1.547209,0.821991,0.868086
2019-11-25,1.547209,0.821517,0.867686
2019-12-02,1.573747,0.875068,0.912943
2019-12-03,1.572433,0.854518,0.895788
2019-12-09,1.572433,0.853769,0.895160
2019-12-11,1.572433,0.853276,0.894747
2019-12-16,1.571203,0.877067,0.914707
2019-12-18,1.573244,0.876561,0.914285
2019-12-23,1.573911,0.875967,0.913789
2019-12-24,1.571572,0.875461,0.913367
2019-12-30,1.571572,0.874874,0.912877
2020-01-03,1.571572,0.874369,0.912456
2020-01-06,1.570298,0.873864,0.912034
2020-01-13,1.543135,0.903497,0.936781
2020-01-14,1.543135,0.902976,0.936349
2020-01-21,1.543135,0.902364,0.935839
2020-01-27,1.595919,0.912786,0.944635
2020-01-28,1.600567,0.912260,0.944194
2020-02-03,1.600567,0.911733,0.943753
2020-02-04,1.600567,0.911207,0.943312
2020-02-10,1.597765,0.910408,0.942642
2020-02-11,1.596165,0.909883,0.942207
2020-02-18,1.597627,0.941111,0.968077
2020-02-24,1.469105,0.845802,0.891625
2020-02-27,1.469105,0.845338,0.891219
2020-03-02,1.573495,0.844875,0.890813
2020-03-05,1.576731,0.844412,0.890407
2020-03-09,1.575559,0.843949,0.890001
2020-03-11,1.575559,0.843487,0.889595
2020-03-16,1.575559,0.843024,0.889190
2020-03-17,1.584225,0.842562,0.888785
2020-03-23,1.626849,0.842101,0.888380
2020-03-24,1.626849,0.841639,0.887975
2020-03-30,1.626849,0.841178,0.887570
2020-03-31,1.623600,0.840717,0.887165
2020-04-06,1.625629,0.840256,0.886761
2020-04-07,1.614615,0.839795,0.886357
2020-04-13,1.760704,0.839335,0.885953
2020-04-20,1.739565,0.829080,0.877155
2020-04-23,1.718750,0.828625,0.876755
2020-04-27,1.721625,0.828060,0.876260
2020-04-28,1.724423,0.827340,0.875644
2020-04-29,1.724423,0.826887,0.875260
2020-05-04,1.724423,0.826427,0.874870
2020-05-06,1.722639,0.802333,0.854561
2020-05-11,1.723107,0.802333,0.854559
2020-05-12,1.723107,0.802333,0.854559
2020-05-18,1.723107,0.802333,0.854559
2020-05-26,1.782763,0.802092,0.854457
2020-05-29,1.784128,0.801629,0.854063
2020-06-01,1.784633,0.801167,0.853668
2020-06-08,1.766477,0.815261,0.865685
2020-06-15,1.766564,0.789110,0.843464
2020-06-22,1.700710,0.780769,0.836328
2020-06-29,1.770466,0.793040,0.847077
2020-07-06,1.760452,0.791341,0.845853
2020-07-13,1.847729,0.895994,0.935366
2020-07-20,1.788040,0.887114,0.928544
2020-07-27,1.817462,0.895757,0.935783
2020-08-03,1.884291,0.939521,0.972366
2020-08-10,1.876439,0.950017,0.981058
2020-08-17,1.863488,1.038843,1.054455
2020-08-24,1.890246,1.194473,1.180850
2020-08-31,1.851513,1.144779,1.141827
2020-09-08,1.859933,1.145640,1.142514
2020-09-14,1.869178,1.277774,1.247954
2020-09-21,1.861684,1.181206,1.172269
2020-09-28,1.859217,1.174183,1.166896
2020-10-05,1.871356,1.198630,1.186371
2020-10-12,1.865986,1.477647,1.406165
2020-10-19,1.879161,1.397089,1.344847
2020-10-26,1.857370,1.485758,1.412877
2020-11-02,1.867250,1.467409,1.399537
2020-11-09,1.890130,1.604021,1.503758
2020-11-16,1.895762,1.598608,1.499699
2020-11-23,1.889917,1.850870,1.689241
2020-11-30,1.903684,1.850968,1.689649
2020-12-07,1.948317,1.900406,1.725748
2020-12-14,1.814413,1.745543,1.613144
2020-12-21,1.774210,1.699702,1.579246
2020-12-28,1.827852,1.749348,1.616171
2021-01-04,1.814839,1.730900,1.602529
2021-01-11,1.869420,1.795742,1.650537
2021-01-19,1.920580,1.836713,1.680716
2021-01-25,1.878827,1.801318,1.654826
2021-02-01,1.811476,2.124032,1.892409
2021-02-08,1.860488,2.647958,2.266073
2021-02-16,1.807674,2.556085,2.203191
2021-02-22,1.758965,1.993386,1.823717
2021-03-01,1.745693,1.859138,1.725489
2021-03-08,1.922191,1.988475,1.821539
2021-03-15,1.888153,1.796544,1.680858
2021-03-22,1.729439,1.781339,1.669474
2021-03-29,1.813570,1.900132,1.758277
2021-04-05,1.816548,1.959220,1.802027
2021-04-12,1.858342,2.072204,1.885180
2021-04-19,1.917275,2.045235,1.865547
2021-04-26,1.813962,1.967483,1.808800
2021-04-28,1.813584,1.954526,1.799268
2021-05-03,1.818929,2.038968,1.861468
2021-05-04,1.817553,1.995404,1.829642
2021-05-10,1.814820,1.950859,1.796961
2021-05-17,1.878562,1.949790,1.796173
2021-05-19,1.878562,1.948721,1.795385
2021-05-24,1.872878,1.862457,1.731786
2021-05-25,1.877842,1.861382,1.730987
2021-06-01,1.877842,1.860121,1.730049
2021-06-07,1.965526,1.964965,1.808076
2021-06-14,2.018903,1.958807,1.803537
2021-06-21,2.079128,2.038180,1.862086
2021-06-28,2.151452,2.263678,2.026297
2021-07-06,2.118989,2.163820,1.954772
2021-07-12,2.065797,2.245903,2.014101
2021-07-19,2.170350,2.530858,2.218779
2021-07-26,2.184932,2.562950,2.241292
2021-08-02,2.199898,2.717848,2.349681
2021-08-09,2.117991,2.568893,2.246839
2021-08-16,2.037746,2.502020,2.200037
2021-08-23,2.150298,2.559490,2.240473
2021-08-30,2.224403,2.708575,2.344895
2021-09-07,2.165991,2.761235,2.381368
2021-09-13,2.163388,2.791775,2.402473
2021-09-14,2.157395,2.789327,2.401059
2021-09-20,2.161878,2.788490,2.400767
2021-09-27,2.090994,2.435875,2.158298
2021-09-28,2.069581,2.433846,2.157052
2021-10-01,2.069581,2.433846,2.157052
2021-10-04,2.069581,2.433116,2.156790
2021-10-11,2.184542,2.690525,2.338773
2021-10-18,2.246820,2.841606,2.443532
2021-10-25,2.297719,2.972977,2.534380
2021-11-01,2.247743,3.216974,2.700256
2021-11-08,2.268121,3.280496,2.742921
2021-11-15,2.290329,3.089308,2.615723
2021-11-22,2.236115,3.011813,2.563211
2021-11-29,2.144536,2.752005,2.386938
2021-12-06,2.148549,2.726045,2.369965
2021-12-13,2.167728,2.609836,2.289118
2021-12-20,2.198424,2.696574,2.350187
2021-12-27,2.187726,2.720631,2.366964
2022-01-03,2.002717,2.482058,2.200874
2022-01-10,1.959249,2.461251,2.185613
2022-01-18,1.815685,2.276376,2.056347
2022-01-24,1.742907,2.227504,2.020359
2022-01-31,1.798730,2.248938,2.035496
2022-02-07,1.786054,2.197397,1.996592
2022-02-14,1.824419,2.143088,1.957413
2022-02-22,1.831119,2.161263,1.970168
2022-02-28,1.824212,2.154333,1.964294
2022-03-07,1.746025,2.171332,1.972786
2022-03-14,1.865707,2.133928,1.947098
2022-03-21,1.894500,2.254984,2.036610
2022-03-28,1.911775,2.229113,2.018618
2022-04-04,1.881670,2.245247,2.033228
2022-04-11,1.846258,2.237289,2.026022
2022-04-18,1.777932,2.233787,2.022850
2022-04-25,1.748192,2.226472,2.016275
2022-05-02,1.724146,2.260798,2.040804
2022-05-09,1.708037,2.259632,2.039801
2022-05-16,1.668213,2.283584,2.054656
2022-05-23,1.777016,2.423304,2.158383
2022-05-31,1.772318,2.382133,2.127523
2022-06-06,1.726291,2.363290,2.113980
2022-06-13,1.651430,2.133267,1.947300
2022-06-21,1.764236,2.099396,1.926884
2022-06-27,1.780366,2.095303,1.923086
2022-07-05,1.786849,2.103754,1.929160
2022-07-11,1.756651,2.244387,2.032632
2022-07-18,1.761387,2.218818,2.013884
2022-07-25,1.792103,2.187317,1.992608
2022-08-01,1.754532,2.100455,1.929023
2022-08-08,1.795283,2.166368,1.977392
2022-08-15,1.769916,2.177069,1.985208
2022-08-22,1.742046,2.215859,2.013505
2022-08-29,1.710438,2.119240,1.943021
2022-09-06,1.727927,2.120706,1.944420
2022-09-12,1.719885,2.140231,1.959162
2022-09-19,1.665046,1.937102,1.810150
2022-09-26,1.626375,1.924711,1.798780
2022-10-03,1.620330,1.918775,1.793276
2022-10-10,1.630589,1.878101,1.764390
2022-10-17,1.650894,2.020341,1.872326
2022-10-24,1.751065,2.121161,1.950308
2022-10-31,1.723499,2.264823,2.055882
2022-11-07,1.781089,2.266839,2.056309
2022-11-14,1.787439,2.312978,2.090290
2022-11-21,1.851454,2.449705,2.189140
2022-11-28,1.840608,2.369354,2.131685
2022-12-05,1.787789,2.220629,2.024611
2022-12-12,1.766843,2.217428,2.021959
2022-12-19,1.762773,2.263997,2.056156
2022-12-27,1.760008,2.240424,2.038900
2023-01-03,1.756186,2.289219,2.074050
2023-01-09,1.768929,2.436596,2.179850
2023-01-17,1.719245,2.296629,2.079654
2023-01-23,1.701772,2.362464,2.127356
2023-01-30,1.716656,2.396983,2.152229
2023-02-06,1.727924,2.361698,2.126878
2023-02-13,1.699022,2.382158,2.141621
2023-02-14,1.699022,2.380088,2.140129
2023-02-21,1.699017,2.377755,2.138448
2023-02-27,1.743504,2.541233,2.256101
2023-03-06,1.729553,2.429778,2.176629
2023-03-13,1.688298,2.329003,2.104804
2023-03-20,1.703786,2.512523,2.238551
2023-03-27,1.738093,2.539371,2.258787
2023-04-03,1.737136,2.517969,2.243554
2023-04-10,1.778713,2.685180,2.362768
2023-04-17,1.794409,2.867186,2.490499
2023-04-24,1.727031,2.589196,2.297744
2023-05-01,1.771597,2.809219,2.453973
2023-05-08,1.785718,2.973674,2.568975
2023-05-15,1.821377,3.238419,2.751109
2023-05-22,1.880544,3.871627,3.181493
2023-05-30,1.907992,3.810718,3.141444
2023-06-05,1.981895,4.332018,3.485308
2023-06-12,2.021863,4.282262,3.453277
2023-06-20,1.952140,3.876984,3.192642
2023-06-26,2.000728,4.317411,3.481834
2023-07-03,1.961124,4.347878,3.501495
2023-07-10,2.024100,4.821876,3.805869
2023-07-17,2.052951,4.928323,3.873096
2023-07-24,2.135022,5.563151,4.272295
2023-07-31,2.226279,5.250906,4.080001
2023-08-07,2.078632,4.454948,3.589077
2023-08-14,1.986329,4.215004,3.434492
2023-08-21,2.007844,4.378615,3.541189
2023-08-28,2.089291,4.670562,3.730273
2023-09-05,2.094247,4.389691,3.551246
2023-09-11,2.023096,4.012997,3.307436
2023-09-12,2.024187,4.009509,3.305112
2023-09-18,2.029655,4.002954,3.300784
2023-09-25,2.028287,4.400342,3.561271
2023-10-02,2.045735,4.588075,3.681730
2023-10-09,2.051122,4.461778,3.601183
2023-10-16,1.966648,4.130023,3.387826
2023-10-23,1.991963,4.135417,3.390897
2023-10-30,2.085761,4.410656,3.574214
2023-11-06,2.072836,4.576406,3.681967
2023-11-13,2.175734,4.704196,3.763393
2023-11-20,2.222672,4.648470,3.728296
2023-11-27,2.243044,5.040653,3.979094
2023-12-04,2.201257,5.293891,4.138643
2023-12-11,2.283156,5.497219,4.265834
2023-12-18,2.260403,6.064691,4.618174
2023-12-26,2.242316,5.945981,4.545843
2024-01-02,2.135958,5.211081,4.097268
2024-01-08,2.201616,5.762109,4.442472
2024-01-16,2.281197,6.535211,4.919402
2024-01-22,2.293916,6.708511,5.023781
2024-01-29,2.491158,7.591521,5.552889
2024-02-05,2.725055,8.783511,6.249407
2024-02-12,2.765785,9.207284,6.490534
2024-02-20,2.731139,9.507351,6.659905
2024-02-26,2.881128,10.277605,7.092046
2024-03-04,3.079477,11.371012,7.695424
2024-03-11,2.965672,10.920521,7.451599
2024-03-18,3.072893,10.948268,7.466824
2024-03-25,3.065077,11.195101,7.601495
2024-04-01,2.952801,10.822303,7.399021
2024-04-08,2.890092,10.575788,7.264194
2024-04-15,2.633797,9.431752,6.644374
2024-04-22,2.815485,11.073855,7.573345
2024-04-29,2.826367,10.522949,7.270940
2024-05-06,2.783197,10.380113,7.193196
2024-05-13,2.887434,10.915678,7.490163
2024-05-20,2.922395,11.758618,7.952982
2024-05-28,2.838925,10.811515,7.440422
2024-06-03,2.912655,10.622239,7.336194
2024-06-10,2.990453,11.044303,7.569437
2024-06-17,2.959512,10.820958,7.448175
2024-06-18,2.959512,10.811552,7.442984
2024-06-24,2.986742,10.798596,7.435837
2024-07-01,2.941139,11.610578,7.881725
2024-07-08,3.006171,11.787165,7.977644
2024-07-15,3.052402,11.200596,7.659982
2024-07-22,2.959949,12.950430,8.617454
2024-07-29,2.930943,12.320371,8.283209
2024-08-05,2.872919,13.074482,8.688199
2024-08-12,3.033286,16.747362,10.633528
2024-08-19,3.248923,17.477619,11.004509
2024-08-26,3.277731,16.039391,10.279915
2024-09-03,3.156811,14.809274,9.653848
2024-09-09,3.077122,13.897957,9.178290
2024-09-16,3.216325,13.166952,8.792003
2024-09-23,3.309499,13.056155,8.732805
2024-09-24,3.309905,13.044806,8.726719
2024-09-30,3.317354,13.329867,8.879304
2024-10-01,3.317354,13.318280,8.873115
2024-10-07,3.311715,13.277240,8.851225
2024-10-14,3.479140,13.724840,9.089989
2024-10-15,3.478170,13.711544,9.082930
2024-10-21,3.496189,14.114012,9.296255
2024-10-28,3.354639,13.034810,8.727452
2024-10-29,3.354639,13.023180,8.721159
2024-11-04,3.338902,12.468741,8.424045
2024-11-11,3.456823,15.265884,9.923210
2024-11-18,3.576289,16.300595,10.461370
2024-11-25,3.704480,17.538000,11.094788
2024-12-02,3.813359,18.646183,11.654125
2024-12-09,3.727362,22.692675,13.671969
2024-12-16,3.796314,25.921822,15.228555
2024-12-23,3.801346,35.306527,19.626316
2024-12-30,3.888438,36.797301,20.290224
2025-01-06,3.715334,29.238698,17.025635
2025-01-13,3.827550,30.432898,17.588736
2025-01-21,3.991729,37.354893,20.791902
2025-01-27,3.911655,36.540059,20.429054
2025-02-03,4.123267,38.270558,21.204317
2025-02-10,4.237451,38.131238,21.141037
2025-02-18,4.037320,33.862283,19.261799
2025-02-24,3.847171,30.280790,17.644296
2025-03-03,3.796622,34.453580,19.594872
2025-03-10,3.818721,34.555552,19.618232
2025-03-17,3.755105,32.267810,18.581740
2025-03-24,3.708416,30.407585,17.726398
2025-03-31,3.552150,29.060038,17.119033
2025-04-07,3.675788,32.397539,18.700178
2025-04-14,3.686559,32.801428,18.898795
2025-04-21,3.815286,37.009734,20.818961
2025-04-28,3.837087,38.597261,21.537253
2025-05-05,3.873011,37.654003,21.108397
2025-05-12,4.037432,40.535879,22.403297
2025-05-19,4.175909,39.521800,21.954820
2025-05-27,4.227968,39.188957,21.810873
2025-06-02,4.200337,38.207871,21.377392
2025-06-09,4.298081,37.706548,21.152957
2025-06-16,4.163296,39.012323,21.739093
2025-06-23,4.164107,40.579577,22.437896
2025-06-30,4.368723,44.558021,24.198099
2025-07-01,4.368723,44.519289,24.181235
2025-07-07,4.372409,44.032149,23.969474
2025-07-14,4.288111,57.517955,29.843553
2025-07-21,4.478496,52.846838,27.904272
2025-07-28,4.452140,49.240876,26.380760
2025-08-04,4.333885,53.025221,28.003068
2025-08-11,4.525479,54.196182,28.497890
2025-08-18,4.359473,50.588626,26.980035
2025-08-25,4.426835,53.601942,28.266018
2025-09-02,4.371705,53.432125,28.194365
2025-09-08,4.811373,64.610781,32.914446
2025-09-09,4.811373,64.548189,32.888887
2025-09-15,4.770947,65.536288,33.291683
2025-09-22,4.701410,67.009204,33.890382
2025-09-29,5.040153,64.323959,32.803648
2025-10-06,5.190689,68.830143,34.642341
