date,AAVE,ADA,APT,AR,ARB,AVAX,BTC,DOT,DYDX,ETH,FIL,GALA,JUP,LDO,LINK,POL,NEAR,OKB,ONDO,OP,RENDER,SOL,TAO,TIA,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,RON,XRP,GLM,BCH,ICP,ETHFI,PENDLE,ONT,BNB,FET,RAY,GT,CFG
2019-03-15,,0.06151,,,,,3992.18,,,136.09,,,,,0.4531,0.0604,,1.375,,,,,,,0.436,0.02324,,57.21,,0.10437,59.82,,0.30787,,163.56,,,,1.2174,17.1096,0.2084,,,
2019-03-22,,0.06989,,,,,4103.95,,,141.38,,,,,0.5084,0.0519,,1.8185,,,,,,,0.4615,0.02344,,58.65,,0.10824,60.48,,0.30889,,167.33,,,,1.2793,17.5376,0.1973,,,
2019-03-29,,0.0898,,,,,5170.27,,,174.21,,,,,0.5773,0.054,,2.123,,,,,,,0.4969,0.02889,,74.37,,0.13226,91.55,,0.3612,,314.68,,,,1.5346,18.9523,0.2027,,,
2019-04-05,,0.08416,,,,,5131.3,,,167.23,,,,,0.5225,0.0585,,1.5643,,,,,,,0.5427,0.02686,,69.6,,0.1172,83.28,,0.32762,,278.71,,,,1.3277,19.3866,0.1906,,,
2019-04-12,,0.0733,,,,,5256.14,,,168.59,,,,,0.4963,0.0654,,1.614,,,,,,,0.475,0.02476,,67.91,,0.11095,76.65,,0.31963,,283.37,,,,1.2082,23.9999,0.2328,,0.9149,
2019-04-19,,0.06878,,,,,5307.52,,,157.85,,,,,0.451,0.00442,,1.629,,,,,,,0.5181,0.02334,,60.6,,0.0985,69.89,,0.29946,,265.29,,,,1.1304,23.0226,0.1467,,0.804,
2019-04-26,,0.06603,,,,,5775.62,,,163.05,,,,,0.5058,0.00372,,1.5826,,,,,,,0.5649,0.02319,,59.59,,0.097,75.7,,0.30044,,294.03,,,,1.0716,22.9777,0.1219,,0.7027,
2019-05-03,,0.07022,,,,,6967.31,,,188.11,,,,,0.6586,0.0053,,1.3757,,,,,,,0.5899,0.02376,,60.67,,0.09823,84.73,,0.31016,,344.5,,,,1.1467,20.8934,0.1147,,0.5333,
2019-05-10,,0.08613,,,,,8148.48,,,259.51,,,,,0.9934,0.02018,,1.379,,,,,,,0.6327,0.02825,,77.6,,0.14264,94.58,,0.41631,,411.53,,,,1.405,29.1122,0.2059,,0.7096,
2019-05-17,,0.08514,,,,,8614.43,,,264.45,,,,,1.0828,0.02419,,1.596,,,,,,,0.6674,0.0307,,75.32,,0.1316,111.0,,0.40372,,403.02,,,,1.3295,33.0919,0.1741,,0.7901,
2019-05-24,,0.0963,,,,,8725.98,,,268.88,,,,,1.0155,0.02012,,1.514,,,,,,,0.7444,0.03822,,88.86,,0.13639,114.39,,0.44396,,439.23,,,,1.5011,33.1527,0.2,,0.7493,
2019-05-31,,0.07887,,,,,7628.13,,,230.98,,,,,1.0595,0.02537,,1.4691,,,,,,,0.7393,0.02963,,77.35,,0.11845,114.66,,0.38527,,382.61,,,,1.2955,30.095,0.2048,,0.672,
2019-06-07,,0.09189,,,,,8953.33,,,267.73,,,,,1.6621,0.0224,,1.6401,,,,,,,0.9095,0.03281,,93.51,,0.12958,136.45,,0.42703,,431.54,,,,1.4593,32.1888,0.2005,,0.6945,
2019-06-14,,0.097,,,,,10906.07,,,308.52,,,,,1.8169,0.02104,,1.6439,,,,,,,0.8783,0.03757,,110.25,,0.12817,137.5,,0.47015,,485.74,,,,1.587,37.2836,0.1766,,0.7159,
2019-06-21,,0.08226,,,,,10854.1,,,292.7,,,,,3.3885,0.02217,,1.8432,,,,,,,0.9866,0.032,,103.3,,0.10495,123.25,,0.3962,,406.52,,,,1.4821,32.114,0.1527,,0.6907,
2019-06-28,,0.0797,,,,,11406.24,,,304.72,,,,,3.275,0.01759,,1.9059,,,,,,,1.07,0.03464,,106.45,,0.10555,119.48,,0.39651,,402.88,,,,1.3586,32.9344,0.1451,,0.8071,
2019-07-05,,0.05923,,,,,10174.18,,,225.85,,,,,2.7856,0.01431,,1.8661,,,,,,,0.9574,0.02516,,82.29,,0.08547,89.66,,0.30366,,305.64,,,,0.9331,28.5447,0.1045,,0.889,
2019-07-12,,0.06107,,,,,10589.45,,,225.38,,,,,2.5319,0.01345,,2.1698,,,,,,,0.9288,0.02916,,75.37,,0.09111,99.7,,0.33075,,316.72,,,,0.9915,30.4388,0.1028,,0.943,
2019-07-19,,0.05936,,,,,9541.54,,,211.62,,,,,2.2156,0.01179,,2.6423,,,,,,,0.8148,0.02233,,68.72,,0.084,90.0,,0.31218,,305.34,,,,0.9742,27.7555,0.0902,,0.882,
2019-07-26,,0.05605,,,,,10929.23,,,221.79,,,,,2.5099,0.01022,,3.1369,,,,,,,0.7568,0.02229,,65.73,,0.08183,92.64,,0.31813,,336.89,,,,0.9688,27.3834,0.078,,0.9009,
2019-08-02,,0.05472,,,,,11549.97,,,216.42,,,,,2.415,0.01603,,3.321,,,,,,,0.7545,0.02071,,59.91,,0.0782,89.93,,0.30316,,319.66,,,,0.9016,30.2439,0.0758,,0.9683,
2019-08-09,,0.05061,,,,,10306.78,,,194.33,,,,,2.5051,0.0139,,3.1622,,,,,,,0.6993,0.01777,,52.62,,0.07072,76.25,,0.2832,,318.65,,,,0.788,27.8977,0.067,,0.8707,
2019-08-16,,0.04949,,,,,10142.69,,,186.54,,,,,2.078,0.01373,,2.9222,,,,,,,0.6461,0.01744,,50.15,,0.0694,72.1,,0.26954,,304.62,,,,0.836,26.0888,0.0626,,0.8705,
2019-08-23,,0.04425,,,,,9724.98,,,170.74,,,,,1.7686,0.01217,,2.4759,,,,,,,0.5436,0.0155,,45.21,,0.06212,65.89,,0.25593,,277.86,,,,0.7053,21.4248,0.0488,,0.728,
2019-08-30,,0.04657,,,,,10381.18,,,181.19,,,,,1.8275,0.01387,,2.6638,,,,,,,0.5104,0.01576,,48.28,,0.06105,70.36,,0.26205,,305.6,,,,0.7652,22.4111,0.0536,,0.7149,
2019-09-06,,0.04664,,,,,10302.01,,,189.03,,,,,1.6104,0.01283,,2.77,,,,,,,0.4393,0.01552,,46.63,,0.05825,70.04,,0.26022,,303.91,,,,0.7587,20.2901,0.0599,,0.721,
2019-09-13,,0.04892,,,,,10028.87,,,211.2,,,,,1.8157,0.01252,,2.7364,,,,,,,0.4402,0.01681,,46.13,,0.0683,72.23,,0.27653,,306.06,,,,0.7838,20.3602,0.0532,,0.713,
2019-09-20,,0.03715,,,,,8043.82,,,169.24,,,,,1.7002,0.01087,,2.0792,,,,,,,0.4122,0.01327,,37.74,,0.05791,53.82,,0.24024,,216.63,,,,0.5789,15.1999,0.0351,,0.5073,
2019-09-27,,0.03881,,,,,7854.25,,,170.1,,,,,2.1669,0.01016,,2.045,,,,,,,0.403,0.0145,,35.57,,0.05839,54.41,,0.25552,,222.0,,,,0.6093,15.0688,0.0376,,0.5184,
2019-10-04,,0.04127,,,,,8275.01,,,180.99,,,,,2.486,0.01494,,2.2763,,,,,,,0.3869,0.01606,,36.9,,0.06136,56.46,,0.27726,,226.43,,,,0.6374,18.256,0.0428,,0.5217,
2019-10-11,,0.03946,,,,,8223.35,,,175.22,,,,,2.4444,0.01376,,2.3162,,,,,,,0.3711,0.0155,,36.32,,0.0632,54.85,,0.29386,,219.88,,,,0.5793,18.4997,0.04,,0.522,
2019-10-18,,0.04216,,,,,9529.93,,,183.75,,,,,2.6646,0.01402,,2.8715,,,,,,,0.3414,0.0191,,37.32,,0.06514,59.78,,0.29818,,263.44,,,,0.9146,19.2888,0.03999,,0.5978,
2019-10-25,,0.04168,,,,,9194.71,,,181.54,,,,,2.6605,0.01354,,3.0912,,,,,,,0.295,0.01964,,37.03,,0.06863,58.29,,0.29024,,286.97,,,,0.8909,20.1874,0.04025,,0.599,
2019-11-01,,0.04384,,,,,9039.47,,,188.96,,,,,2.777,0.01571,,3.141,,,,,,,0.2784,0.01934,,37.58,,0.07892,63.65,,0.27894,,283.92,,,,0.8299,20.4333,0.04049,,0.5912,
2019-11-08,,0.04501,,,,,8502.4,,,183.82,,,,,2.91,0.01432,,2.8961,,,,,,,0.2698,0.01874,,35.78,,0.07157,59.22,,0.26311,,267.0,,,,0.8312,20.194,0.04569,,0.548,
2019-11-15,,0.03498,,,,,6903.28,,,139.96,,,,,2.2216,0.01515,,1.9657,,,,,,,0.2633,0.0137,,27.26,,0.05546,43.86,,0.21989,,203.21,,,,0.5693,14.9964,0.03709,,0.3564,
2019-11-22,,0.03956,,,,,7390.89,,,150.73,,,,,2.1638,0.02661,,2.415,,,,,,,0.25,0.01591,,27.93,,0.05723,47.45,,0.22477,,214.36,,,,0.6232,15.4297,0.056,,0.3852,
2019-11-29,,0.03872,,,,,7510.11,,,150.44,,,,,2.0528,0.0415,,2.6957,,,,,,,0.2313,0.01461,,29.25,,0.0558,45.56,,0.22909,,212.58,,,,0.6462,15.6121,0.06571,,0.3824,
2019-12-06,,0.03649,,,,,7118.59,,,142.46,,,,,2.0708,0.01422,,2.5754,,,,,,,0.2323,0.01395,,32.89,,0.05097,43.44,,0.21735,,206.88,,,,0.5902,14.3949,0.04795,,0.3755,
2019-12-13,,0.03436,,,,,7501.44,,,132.09,,,,,1.9181,0.01614,,2.5157,,,,,,,0.2193,0.01489,,29.09,,0.04723,41.82,,0.19649,,196.27,,,,0.5422,13.7798,0.04996,,0.3442,
2019-12-20,,0.03412,,,,,7388.24,,,134.36,,,,,1.8976,0.01474,,2.6307,,,,,,,0.2096,0.0137,,29.14,,0.04619,43.08,,0.19653,,212.34,,,,0.5424,14.104,0.04297,,0.3555,
2019-12-27,,0.0346,,,,,7358.75,,,135.37,,,,,1.7957,0.01483,,2.6841,,,,,,,0.1828,0.01353,,30.81,,0.04544,43.3,,0.19453,,222.79,,,,0.5549,14.0532,0.03847,,0.3873,
2020-01-03,50.0,0.03792,,0.2,,3.5,8184.98,3.0,,146.54,25.0,0.002,,2.0,2.2383,0.01496,1.5,2.916,,,0.05,0.8,,,0.1665,0.01503,3.0,35.52,,0.04905,51.43,,0.21539,,270.77,,,,0.6183,15.3366,0.03987,,0.4156,
2020-01-10,60.53,0.042,,0.24,,4.72,8701.7,3.23,,166.79,36.37,0.002672,,2.97,2.6212,0.01643,1.6,2.9647,,,0.0611,1.27,,,0.1615,0.01665,4.5,51.56,,0.06004,57.6,,0.23558,,339.61,,,,0.655,17.388,0.03771,,0.4073,
2020-01-17,82.72,0.04477,,0.2733,,5.93,8615.0,3.1,,167.86,51.05,0.003424,,2.71,2.5764,0.01645,2.16,2.8326,,,0.0829,1.09,,,0.1455,0.01684,6.74,53.65,,0.05841,56.24,,0.23131,,348.24,,,,0.6461,17.499,0.03889,,0.4249,
2020-01-24,127.42,0.0557,,0.3926,,7.21,9331.51,4.19,,188.44,78.5,0.003476,,3.27,2.8267,0.01903,2.8,3.3113,,,0.0935,1.81,,,0.1418,0.01909,8.66,66.36,,0.06345,69.93,,0.25093,,377.34,,,,0.7928,18.4333,0.0394,,0.4384,
2020-01-31,120.32,0.06188,,0.3955,,7.19,10151.75,3.48,,228.49,65.65,0.003386,,2.83,3.4945,0.02197,2.54,3.943,,,0.0989,1.71,,,0.134,0.02206,8.59,71.33,,0.07327,77.0,,0.28257,,449.72,,,,0.9013,24.38,0.04946,,0.5705,
2020-02-07,107.45,0.06146,,0.3667,,7.28,9917.27,3.61,,258.85,57.52,0.003327,,2.65,4.4566,0.02011,2.49,6.658,,,0.0987,1.77,,,0.1386,0.02223,7.99,60.0,,0.07437,74.67,,0.29224,,411.68,,,,0.8891,23.3193,0.0465,,0.64,
2020-02-14,107.23,0.06145,,0.3169,,7.24,9936.4,3.59,,274.48,58.89,0.002899,,2.46,4.2365,0.02229,2.33,6.365,,,0.0932,1.59,,,0.1372,0.02133,7.62,63.32,,0.07299,79.52,,0.28298,,401.57,,,,0.8739,22.8452,0.04342,,0.6205,
2020-02-21,99.06,0.04561,,0.2531,,7.04,8531.88,3.43,,217.81,58.24,0.002614,,2.06,3.859,0.01935,2.19,5.558,,,0.0788,1.35,,,0.1203,0.01643,7.28,49.1,,0.05582,57.7,,0.22696,,311.9,,,,0.6891,18.902,0.03232,,0.566,
2020-02-28,93.79,0.04291,,0.2405,,6.55,8033.31,3.64,,199.43,55.5,0.002505,,1.93,4.0537,0.02143,2.08,4.925,,,0.0786,1.27,,,0.1089,0.01465,6.93,42.83,,0.04969,51.0,,0.20385,,272.77,,,,0.648,16.894,0.02999,,0.5146,
2020-03-06,92.98,0.02693,,0.2264,,6.67,5361.3,3.31,,123.78,55.77,0.002532,,1.9,2.0884,0.00986,2.01,3.686,,,0.073,1.25,,,0.0986,0.01026,6.01,25.68,,0.03786,36.38,,0.15308,,178.2,,,,0.349,10.3898,0.01147,,0.3601,
2020-03-13,90.56,0.02703,,0.2109,,6.27,5816.19,3.43,,122.32,51.42,0.002355,,1.79,1.9898,0.01005,1.9,4.095,,,0.0708,1.06,,,0.0998,0.0103,5.73,29.49,,0.03679,35.4,,0.14776,,202.73,,,,0.3603,11.167,0.01187,,0.3682,
2020-03-20,93.68,0.02806,,0.2168,,6.82,5881.42,3.7,,124.5,53.74,0.002713,,1.95,2.0083,0.01001,2.05,4.077,,,0.0785,1.15,,,0.0958,0.01066,6.3,28.22,,0.03773,37.11,,0.16278,,205.54,,,,0.359,11.3008,0.0125,,0.3747,
2020-03-27,101.9,0.0319,,0.2242,,7.3,6772.78,4.18,,142.68,54.85,0.003052,,1.79,2.2635,0.01142,2.26,4.62,,,0.0715,1.15,,,0.1003,0.01257,6.13,32.52,,0.0435,40.31,,0.17925,,230.99,,,,0.3862,13.6888,0.01437,,0.4268,
2020-04-03,98.4,0.03347,,0.2366,,8.04,6903.79,3.97,,158.59,60.64,0.003327,,1.84,3.4189,0.01222,2.79,4.653,,,0.0715,1.32,,,0.1082,0.01266,6.28,36.38,,0.04895,42.0,,0.18939,,233.09,,,,0.4119,14.2808,0.01505,,0.4284,
2020-04-10,102.38,0.03549,,0.2508,,8.47,7120.74,4.05,,180.03,58.39,0.002866,,1.88,3.5902,0.01287,3.24,4.71,,,0.0758,1.33,,,0.1207,0.0129,6.56,46.44,,0.0488,42.23,,0.18901,,231.27,,,,0.4114,16.0683,0.01555,,0.4328,
2020-04-17,115.75,0.04593,,0.2305,,9.17,7693.1,4.41,,197.38,62.37,0.002622,,2.03,3.721,0.01563,3.54,4.849,,,0.089,1.55,,,0.1106,0.01426,7.04,44.59,,0.06188,44.52,,0.19618,,246.36,,,,0.4796,16.3588,0.01874,,0.4478,
2020-04-24,124.26,0.04898,,0.2405,,9.97,8894.16,4.32,,209.86,71.99,0.002842,,2.16,3.7092,0.01711,3.7,5.303,,,0.0827,1.5,,,0.1247,0.01599,7.36,44.78,,0.073,48.05,,0.21936,,251.65,,,,0.4863,17.1071,0.02005,,0.4578,
2020-05-01,134.24,0.04755,,0.228,,10.42,8722.77,4.59,,187.54,74.46,0.003218,,2.46,3.7582,0.01533,4.22,4.79,,,0.0876,1.61,,,0.1405,0.01426,7.9,40.9,,0.06405,42.06,,0.19702,,232.56,,,,0.4591,15.3506,0.01768,,0.444,
2020-05-08,144.07,0.05129,,0.1998,,12.01,9680.04,4.86,,207.0,72.47,0.003359,,2.22,3.7815,0.02025,4.57,5.274,,,0.0889,1.77,,,0.1257,0.015,8.21,46.25,,0.06873,43.71,,0.20131,,240.73,,,,0.4811,16.2959,0.02058,,0.476,
2020-05-15,156.05,0.05125,,0.2146,,12.62,8720.34,5.42,,199.9,72.47,0.003674,,2.44,3.7917,0.01927,4.62,5.014,,,0.0987,1.94,,,0.1367,0.01421,9.12,45.0,,0.0639,42.08,,0.19256,,223.0,,,,0.4859,15.9624,0.01999,,0.4444,
2020-05-22,168.47,0.0739,,0.2519,,12.74,9448.27,5.23,,231.57,86.42,0.004172,,2.31,4.131,0.02048,4.84,5.217,,,0.1056,2.1,,,0.118,0.01582,9.39,51.51,,0.0705,45.61,,0.20245,,238.69,,,,0.5597,17.0916,0.02233,,0.4794,
2020-05-29,188.0,0.08657,,0.2384,,13.17,9746.99,5.61,,244.56,92.65,0.004167,,2.6,4.3465,0.02031,5.39,5.342,,,0.1134,2.11,,,0.1274,0.0182,8.85,52.21,,0.0788,46.63,,0.20329,,253.56,,,,0.5598,17.4135,0.02752,,0.5417,
2020-06-05,191.57,0.07642,,0.249,,14.75,9342.1,6.49,,231.77,97.94,0.004677,,2.76,3.9371,0.02056,5.55,5.126,,,0.1124,2.31,,,0.1377,0.01616,8.95,51.1,,0.07077,44.05,,0.19022,,237.48,,,,0.5554,16.5729,0.02905,,0.5099,
2020-06-12,208.31,0.07841,,0.2165,,15.71,9294.69,6.61,,228.04,105.82,0.004945,,3.17,4.1812,0.02137,5.96,4.784,,,0.1159,2.33,,,0.1464,0.01582,9.07,50.51,,0.0685,43.0,,0.18602,,230.31,,,,0.5791,15.9775,0.03117,,0.4983,
2020-06-19,211.27,0.08028,,0.2341,,16.45,9116.35,6.94,,224.93,114.31,0.005524,,3.22,4.5668,0.02003,6.6,5.066,,,0.1321,2.64,,,0.1462,0.01577,9.87,51.81,,0.06424,41.37,,0.17693,,222.67,,,,0.6039,15.3782,0.02662,,0.4881,
2020-06-26,213.79,0.09813,,0.2353,,17.13,9069.41,6.86,,227.56,108.42,0.006488,,3.58,4.7439,0.01908,6.94,4.793,,,0.1256,2.7,,,0.1596,0.01688,10.21,51.16,,0.06717,41.58,,0.17695,,222.23,,,,0.5924,15.4885,0.02799,,0.5128,
2020-07-03,230.14,0.12685,,0.2539,,18.85,9302.75,7.51,,242.79,112.97,0.006441,,4.0,7.3345,0.02122,7.82,4.99,,,0.1334,2.89,,,0.1734,0.01818,10.79,58.65,,0.09532,44.7,,0.20128,,237.42,,,,0.665,18.2994,0.04318,,0.5388,
2020-07-10,252.33,0.12402,,0.2518,,17.61,9208.99,7.19,,239.11,114.2,0.005836,,4.17,8.0784,0.02126,8.18,5.126,,,0.1432,3.18,,,0.1926,0.01753,11.07,58.38,,0.1001,42.64,,0.19956,,227.73,,,,0.7319,18.0154,0.05423,,0.5212,
2020-07-17,298.24,0.14849,,0.2672,,18.94,9931.54,7.65,,311.0,118.47,0.006005,,4.22,7.5022,0.02072,8.93,5.644,,,0.1587,3.27,,,0.2162,0.01852,12.11,66.15,,0.09902,48.1,,0.21532,,247.45,,,,0.713,19.5557,0.05289,,0.5189,
2020-07-24,298.31,0.13375,,0.2788,,19.85,11071.35,8.58,,372.42,125.0,0.006962,,4.41,8.2814,0.02002,8.97,5.739,,,0.1446,3.69,,,0.2494,0.01907,13.11,84.31,,0.10251,56.77,,0.28803,,284.1,,,,0.6859,20.9898,0.07163,,0.5413,
2020-07-31,323.9,0.14512,,0.2922,,20.18,11681.68,9.59,,390.14,133.7,0.006962,,4.56,13.8104,0.02268,9.45,5.799,,,0.1607,3.41,,,0.2616,0.02045,14.85,92.01,,0.10505,56.96,,0.2879,,299.94,,,,0.7619,22.422,0.09382,,0.5429,
2020-08-07,346.95,0.13882,,0.339,,22.98,11911.0,8.85,,433.62,139.16,0.007319,,4.9,18.8061,0.03014,10.19,5.977,,,0.1589,3.3885,,,0.2665,0.02824,14.66,85.3,,0.11517,63.87,,0.30455,,308.23,,,,0.8875,23.529,0.1361,,0.6243,
2020-08-14,380.57,0.12141,,0.3812,,23.97,11648.13,3.9779,,390.71,148.82,0.007351,,5.31,15.1428,0.0253,10.97,5.266,,,0.1869,3.25,,,0.2825,0.02435,16.31,84.36,,0.10293,60.55,,0.2848,,284.67,,,,0.8801,21.8555,0.11671,,0.5974,
2020-08-21,379.01,0.11747,,0.3758,,23.94,11711.16,5.8912,,428.94,151.92,0.007416,,5.48,16.4788,0.02718,12.95,5.471,,,0.2047,4.4309,,,0.312,0.02696,16.68,81.11,,0.09821,62.89,,0.28302,,279.39,,,,0.8831,23.6208,0.12439,,0.5917,
2020-08-28,423.46,0.0926,,0.4038,,26.06,10256.2,4.784,,352.8,156.34,0.007387,,6.04,12.8044,0.01868,12.66,5.197,,,0.2086,3.0941,,,0.3176,0.03142,17.54,58.92,,0.07742,47.92,,0.23986,,227.67,,,,0.6307,23.142,0.08408,,0.5722,
2020-09-04,444.56,0.09507,,0.4324,,28.76,10332.83,5.3213,,366.42,160.71,0.008711,,6.86,12.067,0.01976,13.87,6.312,,,0.208,3.2603,,,0.318,0.03065,19.88,62.54,,0.08001,48.15,,0.24218,,222.1,,,,0.7336,31.1656,0.07655,,0.5972,
2020-09-11,458.59,0.08936,,0.4472,,28.57,10920.28,4.6518,,371.04,174.04,0.008595,,6.64,9.7357,0.02188,13.05,6.108,,,0.2174,2.8628,,,0.3349,0.02694,5.223,57.6,,0.07693,47.09,,0.24652,,226.24,,,,0.7309,26.316,0.06626,,0.5578,
2020-09-18,481.08,0.1013,,0.4735,,4.6484,10774.25,4.2962,,357.49,161.08,0.008411,,7.25,10.7939,0.01875,14.22,6.189,,,0.2319,3.1578,,,0.3223,0.02659,4.8458,55.55,,0.07335,46.05,,0.24334,,229.33,,,,0.6681,26.251,0.05924,,0.5275,
2020-09-25,523.37,0.09686,,0.494,,3.964,10666.63,4.177,,352.37,156.56,0.009277,,7.7,9.3922,0.01858,13.71,6.127,,,0.2664,2.5202,,,0.3197,0.02644,3.7262,63.12,,0.0729,46.69,,0.24794,,220.89,,,,0.5879,28.9668,0.05235,,0.519,
2020-10-02,476.25,0.10648,,0.5511,,4.096,11369.02,4.245,,374.16,178.99,0.009862,,8.02,10.8515,0.0178,13.64,6.102,,,0.2546,2.4227,,,0.3298,0.02656,3.3626,72.46,,0.07713,50.48,,0.25544,,238.97,,,,0.5878,28.5271,0.05378,,0.5294,
2020-10-09,40.75,0.10735,,0.4751,,4.1195,11503.14,4.1068,,378.11,32.4049,0.0108,,9.32,10.9409,0.01688,0.8692,4.664,,,0.2546,2.215,,,0.3544,0.02594,3.2811,64.42,,0.07942,47.54,,0.24221,,249.32,,,,0.5597,30.6593,0.04868,,0.496,
2020-10-16,37.895,0.10639,,0.5272,,4.1479,13028.83,4.331,,405.86,38.6663,0.009447,,8.82,12.1481,0.01727,0.8444,4.61,,,0.2697,1.7926,,,0.4229,0.02699,2.7726,62.77,0.9033,0.08304,58.84,,0.25313,,271.11,,,,0.5335,30.128,0.0511,,0.5065,
2020-10-23,30.757,0.09827,,0.5607,,3.6814,13761.5,4.2211,,396.67,31.6076,0.009731,,10.25,11.5722,0.01414,0.635,4.545,,,0.277,1.608,,,0.4369,0.02574,2.3765,58.17,0.751,0.07861,55.6,,0.23999,,268.03,,,,0.4475,28.5318,0.04523,,0.454,
2020-10-30,53.931,0.10655,,0.5611,,3.4754,15475.1,4.3736,,454.3,30.7588,0.009979,,9.35,12.71,0.0157,0.8169,4.679,,,0.2883,2.1558,,,0.4515,0.02535,2.8653,60.61,0.835,0.0815,61.02,,0.25374,,270.8,,,,0.4762,28.4101,0.04196,,0.4181,
2020-11-06,64.256,0.10046,,0.5777,,3.5453,15957.0,4.3664,,448.08,27.7306,0.0105,,9.63,12.1192,0.01641,0.8296,4.68,,,0.3238,2.0407,,,0.4749,0.02533,3.8458,61.16,1.2875,0.08009,62.28,,0.26954,,240.43,,,,0.4768,27.6786,0.04241,,0.42,
2020-11-13,68.811,0.14599,,0.5777,,3.8892,18414.43,5.524,,560.03,28.9382,0.0108,,10.36,14.5098,0.01913,1.0771,6.122,,,0.3663,2.1514,,,0.5135,0.02875,3.6763,68.79,1.3107,0.10426,82.87,,0.44611,,288.91,,,,0.5586,30.0226,0.05424,,0.4601,
2020-11-20,68.886,0.16663,,0.6144,,3.7013,18184.99,5.192,,576.3,30.0018,0.0106,,8.65,13.38,0.01888,1.0138,5.278,,,0.3884,1.9153,,,0.5044,0.03072,3.5514,75.06,1.1341,0.19423,78.91,,0.60543,,285.04,,,,0.5685,30.1045,0.04992,,0.4636,
2020-11-27,87.838,0.15873,,0.6047,,3.6055,19359.4,5.1268,,601.54,29.3247,0.0116,,8.43,13.5057,0.01956,1.0339,5.084,,,0.4004,1.8505,,,0.5616,0.03091,3.6482,74.61,1.5902,0.17593,83.55,,0.62107,,286.24,,,,0.5482,29.5026,0.05201,,0.4482,
2020-12-04,83.929,0.15406,,0.6061,,3.3405,19174.99,4.8957,,590.7,29.99,0.012,,8.96,12.9392,0.01817,0.9527,5.558,,,0.4645,1.5701,,,0.5413,0.02921,3.344,68.25,2.2697,0.1761,82.28,,0.51365,,276.02,,,,0.516,29.1571,0.05199,,0.4417,
2020-12-11,85.629,0.16201,,0.6567,,3.304,23455.52,5.1868,,638.18,28.3891,0.012,,9.09,13.0604,0.01918,1.0583,6.012,,,0.5063,1.5635,,,0.5769,0.03122,3.7617,73.69,2.9954,0.17666,114.58,,0.55586,,349.21,,,,0.5699,34.3148,0.05643,,0.4552,
2020-12-18,76.751,0.15467,,0.6328,,2.9026,26281.66,5.1455,,685.11,22.236,0.0132,,8.23,12.1541,0.01832,1.199,6.594,,,0.5431,1.3037,,,0.6535,0.02889,3.5965,66.97,4.8049,0.14527,127.88,,0.28407,,338.1,,,,0.47,33.674,0.05313,,0.4319,
2020-12-25,93.778,0.20615,,0.5851,,3.4691,33000.05,10.1307,,978.28,21.4253,0.0136,,9.45,13.6814,0.01997,1.4707,7.764,,,0.588,2.1779,,,0.6977,0.02949,5.5155,59.35,4.4294,0.13653,161.24,,0.2254,,423.61,,,,0.4822,41.2575,0.05671,,0.5023,
2021-01-01,127.007,0.30153,,0.7664,1.5,6.5416,38150.02,9.2911,8.0,1254.25,23.4251,0.0177,,13.55,16.206,0.03024,1.7421,7.604,,1.5,0.8289,3.449,,,0.9546,0.03275,5.9802,96.37,4.4075,0.2845,170.07,,0.31491,,599.98,,,,0.6182,42.4031,0.0699,,0.5024,
2021-01-08,186.323,0.38081,,1.06,1.11,13.1746,35828.61,17.0832,9.83,1232.45,24.3442,0.0238,,17.5,23.2819,0.03416,2.5013,6.32,,1.95,1.21,3.8268,,,1.26,0.0302,8.689,102.25,6.1786,0.3038,142.8,,0.27746,,479.37,,,,0.6561,45.8675,0.09487,,0.503,
2021-01-15,264.401,0.35345,,1.11,1.37,12.4801,32259.9,17.9745,15.44,1392.51,22.7027,0.0231,,18.09,24.7935,0.0331,2.5614,5.919,,1.89,1.27,3.6278,,,1.28,0.02999,12.0505,90.0,8.792,0.27138,141.01,,0.27339,,439.52,,,,0.598,41.8263,0.08779,,0.501,
2021-01-22,299.601,0.34475,,1.12,1.25,13.4704,33092.98,16.1128,17.09,1312.55,22.2488,0.0241,,18.33,22.5613,0.03831,2.1441,5.69,,1.63,1.23,4.2525,,,1.48,0.03154,17.7246,85.65,9.5066,0.30704,129.36,,0.49507,,399.3,,,,0.5717,44.3292,0.09803,,0.5863,
2021-01-29,472.907,0.66109,,1.19,1.33,23.705,38795.69,19.7345,19.82,1611.62,24.0475,0.0266,,18.49,24.7254,0.06646,3.4,6.437,,1.7,1.39,6.6976,,,1.56,0.03597,18.6592,92.3,11.4951,0.3854,150.76,,0.41849,,444.8,,,,0.6493,68.3542,0.18214,,0.7233,
2021-02-05,468.525,0.84364,,1.19,1.4,39.1711,48577.79,26.8724,19.21,1800.42,47.125,0.0286,,19.24,33.1565,0.10002,4.3099,8.848,,1.64,1.37,8.7158,,,1.68,0.05519,20.8245,156.33,14.8971,0.51591,213.49,,0.59211,,720.44,,,,1.1853,135.862,0.24813,,0.9458,
2021-02-12,436.965,1.09894,,1.19,1.28,36.1855,57408.57,39.5863,19.71,1933.53,44.6468,0.0314,,19.21,34.0915,0.16231,4.1,21.856,,1.7,1.27,11.0753,,,1.71,0.05935,28.7763,161.87,14.3568,0.49601,227.13,,0.54468,0.4254,706.28,,,,1.4329,295.26,0.29609,,2.1692,
