universe,grp,rate,yrs,start,deep,mult
B_natural25,GRAM+TRX+XLM+XRP,22.31,8.36,2018-04-27,False,5.38495448889237
B_natural25,GRAM+POL+TRX+XLM,39.58,8.28,2018-05-25,False,15.817434555176416
B_natural25,GRAM+TRX+UNI+XLM,25.3,8.28,2018-05-25,False,6.471945744229251
B_natural25,GRAM+LINK+TRX+XLM,35.51,8.28,2018-05-25,False,12.380059698643539
B_natural25,AAVE+GRAM+TRX+XLM,27.57,8.28,2018-05-25,False,7.50927553051298
B_natural25,GRAM+HYPE+TRX+XLM,22.55,8.28,2018-05-25,False,5.385601968921758
B_natural25,GRAM+RAY+TRX+XLM,34.56,8.28,2018-05-25,False,11.679501360591766
B_natural25,GLM+GRAM+TRX+XLM,23.56,8.28,2018-05-25,False,5.764332300365368
B_natural25,GRAM+RENDER+TRX+XLM,29.85,8.28,2018-05-25,False,8.695596495310674
B_natural25,FIL+GRAM+TRX+XLM,48.46,8.28,2018-05-25,False,26.358840216422788
B_natural25,GRAM+TRX+XLM+ZEC,41.12,8.28,2018-05-25,True,17.321812819652113
B_natural25,BNB+GRAM+TRX+XLM,54.39,8.84,2017-11-03,False,46.49362817759207
B_natural25,BCH+GRAM+TRX+XLM,23.13,8.28,2018-05-25,True,5.600321017446783
B_natural25,GRAM+LTC+TRX+XRP,26.54,8.74,2017-12-08,False,7.824763774168398
B_natural25,GRAM+LTC+POL+TRX,41.67,8.74,2017-12-08,False,20.99755815320367
B_natural25,GRAM+LTC+TRX+UNI,26.9,8.74,2017-12-08,False,8.021481331672017
B_natural25,GRAM+LINK+LTC+TRX,37.71,8.74,2017-12-08,False,16.38921982060103
B_natural25,AAVE+GRAM+LTC+TRX,30.01,8.74,2017-12-08,False,9.911898986873467
B_natural25,GRAM+HYPE+LTC+TRX,23.93,8.74,2017-12-08,False,6.5217203189492485
B_natural25,GRAM+LTC+RAY+TRX,31.22,8.74,2017-12-08,False,10.747817714853904
B_natural25,GLM+GRAM+LTC+TRX,22.69,8.74,2017-12-08,False,5.972994500380299
B_natural25,GRAM+LTC+RENDER+TRX,26.7,8.74,2017-12-08,False,7.911659976308656
B_natural25,FIL+GRAM+LTC+TRX,38.72,8.74,2017-12-08,False,17.470106815746828
B_natural25,GRAM+LTC+TRX+ZEC,42.07,8.74,2017-12-08,True,21.52141416260282
B_natural25,BNB+GRAM+LTC+TRX,55.28,8.84,2017-11-03,False,48.91715805438007
B_natural25,BCH+GRAM+LTC+TRX,23.54,8.74,2017-12-08,True,6.344514551440929
B_natural25,GRAM+POL+TRX+XRP,36.58,8.36,2018-04-27,False,13.54678462170299
B_natural25,GRAM+TRX+UNI+XRP,24.22,8.36,2018-04-27,False,6.129727218665957
B_natural25,GRAM+LINK+TRX+XRP,32.8,8.36,2018-04-27,False,10.713611831898028
B_natural25,AAVE+GRAM+TRX+XRP,25.88,8.36,2018-04-27,False,6.849175559133397
B_natural25,GRAM+HYPE+TRX+XRP,20.95,8.36,2018-04-27,False,4.904391101228931
B_natural25,GRAM+RAY+TRX+XRP,35.24,8.36,2018-04-27,False,12.474959808630482
B_natural25,GLM+GRAM+TRX+XRP,23.49,8.36,2018-04-27,False,5.8350122164348
B_natural25,GRAM+RENDER+TRX+XRP,30.96,8.36,2018-04-27,False,9.534090084928176
B_natural25,FIL+GRAM+TRX+XRP,50.55,8.36,2018-04-27,False,30.578146169215195
B_natural25,GRAM+TRX+XRP+ZEC,38.21,8.36,2018-04-27,True,14.959254260529912
B_natural25,BNB+GRAM+TRX+XRP,51.72,8.84,2017-11-03,False,39.84911244374634
B_natural25,BCH+GRAM+TRX+XRP,22.13,8.36,2018-04-27,True,5.319060196895677
B_natural25,GRAM+POL+TRX+UNI,43.41,8.24,2018-06-08,False,19.50808103868582
B_natural25,GRAM+LINK+POL+TRX,49.85,8.24,2018-06-08,False,28.016352794234983
B_natural25,AAVE+GRAM+POL+TRX,44.52,8.24,2018-06-08,False,20.787694793957737
B_natural25,GRAM+HYPE+POL+TRX,41.27,8.24,2018-06-08,False,17.235010333756463
B_natural25,GRAM+POL+RAY+TRX,65.88,8.24,2018-06-08,False,64.72957863605839
B_natural25,GLM+GRAM+POL+TRX,44.4,8.24,2018-06-08,False,20.64589300103263
B_natural25,GRAM+POL+RENDER+TRX,54.11,8.24,2018-06-08,False,35.296038173374356
B_natural25,FIL+GRAM+POL+TRX,80.19,8.24,2018-06-08,False,128.0032058495007
B_natural25,GRAM+POL+TRX+ZEC,58.01,8.24,2018-06-08,True,43.367150001018985
B_natural25,BNB+GRAM+POL+TRX,66.75,8.84,2017-11-03,False,91.84638097908386
B_natural25,BCH+GRAM+POL+TRX,42.2,8.24,2018-06-08,True,18.192512176985513
B_natural25,GRAM+LINK+TRX+UNI,31.84,8.24,2018-06-08,False,9.754137681980882
B_natural25,AAVE+GRAM+TRX+UNI,23.71,8.24,2018-06-08,False,5.773186785129819
B_natural25,GRAM+HYPE+TRX+UNI,21.95,8.24,2018-06-08,False,5.130244581092615
B_natural25,GRAM+RAY+TRX+UNI,38.62,8.24,2018-06-08,False,14.74502016331704
B_natural25,GLM+GRAM+TRX+UNI,22.33,8.24,2018-06-08,False,5.263464765583642
B_natural25,GRAM+RENDER+TRX+UNI,30.11,8.24,2018-06-08,False,8.748225665709528
B_natural25,FIL+GRAM+TRX+UNI,50.07,8.24,2018-06-08,False,28.357085465385875
B_natural25,GRAM+TRX+UNI+ZEC,38.38,8.24,2018-06-08,True,14.53597637475341
B_natural25,BNB+GRAM+TRX+UNI,48.95,8.84,2017-11-03,False,33.85930868501358
B_natural25,BCH+GRAM+TRX+UNI,22.55,8.24,2018-06-08,True,5.341973391335205
B_natural25,AAVE+GRAM+LINK+TRX,32.38,8.24,2018-06-08,False,10.088262737790266
B_natural25,GRAM+HYPE+LINK+TRX,28.4,8.24,2018-06-08,False,7.844690169580457
B_natural25,GRAM+LINK+RAY+TRX,51.2,8.24,2018-06-08,False,30.16523820875014
B_natural25,GLM+GRAM+LINK+TRX,31.45,8.24,2018-06-08,False,9.518910977569758
B_natural25,GRAM+LINK+RENDER+TRX,40.76,8.24,2018-06-08,False,16.728965567150798
B_natural25,FIL+GRAM+LINK+TRX,65.18,8.24,2018-06-08,False,62.51287676306585
B_natural25,GRAM+LINK+TRX+ZEC,43.32,8.24,2018-06-08,True,19.407429974747046
B_natural25,BNB+GRAM+LINK+TRX,55.49,8.84,2017-11-03,False,49.50508127634413
B_natural25,BCH+GRAM+LINK+TRX,29.13,8.24,2018-06-08,True,8.219846821600457
B_natural25,AAVE+GRAM+HYPE+TRX,22.82,8.24,2018-06-08,False,5.439729781982528
B_natural25,AAVE+GRAM+RAY+TRX,43.08,8.24,2018-06-08,False,19.14125440040504
B_natural25,AAVE+GLM+GRAM+TRX,24.94,8.24,2018-06-08,False,6.2635474710904955
B_natural25,AAVE+GRAM+RENDER+TRX,33.65,8.24,2018-06-08,False,10.914007700854475
B_natural25,AAVE+FIL+GRAM+TRX,56.23,8.24,2018-06-08,False,39.50198556651184
B_natural25,AAVE+GRAM+TRX+ZEC,38.62,8.24,2018-06-08,True,14.74502016331704
B_natural25,AAVE+BNB+GRAM+TRX,49.44,8.84,2017-11-03,False,34.85676131417546
B_natural25,AAVE+BCH+GRAM+TRX,23.75,8.24,2018-06-08,True,5.788586276687566
B_natural25,GRAM+HYPE+RAY+TRX,36.92,8.24,2018-06-08,False,13.319477159244505
B_natural25,GLM+GRAM+HYPE+TRX,17.82,8.24,2018-06-08,False,3.8622885055069704
B_natural25,GRAM+HYPE+RENDER+TRX,27.12,8.24,2018-06-08,False,7.223079681339105
B_natural25,FIL+GRAM+HYPE+TRX,49.22,8.24,2018-06-08,False,27.060435007956332
B_natural25,GRAM+HYPE+TRX+ZEC,32.78,8.24,2018-06-08,True,10.342205284553357
B_natural25,BNB+GRAM+HYPE+TRX,44.2,8.84,2017-11-03,False,25.424528157367266
B_natural25,BCH+GRAM+HYPE+TRX,18.89,8.24,2018-06-08,True,4.160997883840181
B_natural25,GLM+GRAM+RAY+TRX,32.42,8.24,2018-06-08,False,10.113408007010255
B_natural25,GRAM+RAY+RENDER+TRX,35.64,8.24,2018-06-08,False,12.32750866060522
B_natural25,FIL+GRAM+RAY+TRX,49.23,8.24,2018-06-08,False,27.075381535587468
B_natural25,GRAM+RAY+TRX+ZEC,58.29,8.24,2018-06-08,True,44.00445714450931
B_natural25,BNB+GRAM+RAY+TRX,66.83,8.84,2017-11-03,False,92.23664215006261
B_natural25,BCH+GRAM+RAY+TRX,37.18,8.24,2018-06-08,True,13.529326568342091
B_natural25,GLM+GRAM+RENDER+TRX,24.08,8.24,2018-06-08,False,5.917015498052871
B_natural25,FIL+GLM+GRAM+TRX,42.43,8.24,2018-06-08,False,18.436401105334944
B_natural25,GLM+GRAM+TRX+ZEC,36.39,8.24,2018-06-08,True,12.90054452753675
B_natural25,BNB+GLM+GRAM+TRX,48.0,8.84,2017-11-03,False,31.99731701297192
B_natural25,BCH+GLM+GRAM+TRX,19.79,8.24,2018-06-08,True,4.4277740931704574
B_natural25,FIL+GRAM+RENDER+TRX,43.63,8.24,2018-06-08,False,19.75605025846056
B_natural25,GRAM+RENDER+TRX+ZEC,47.63,8.24,2018-06-08,True,24.77415593164218
B_natural25,BNB+GRAM+RENDER+TRX,58.21,8.84,2017-11-03,False,57.706926734479595
B_natural25,BCH+GRAM+RENDER+TRX,28.0,8.24,2018-06-08,True,7.64557494683147
B_natural25,FIL+GRAM+TRX+ZEC,71.53,8.24,2018-06-08,True,85.30261048911532
B_natural25,BNB+FIL+GRAM+TRX,83.12,8.84,2017-11-03,False,210.1765661331753
B_natural25,BCH+FIL+GRAM+TRX,47.58,8.24,2018-06-08,True,24.70510189829087
B_natural25,BNB+GRAM+TRX+ZEC,56.68,8.84,2017-11-03,True,52.956575823422476
B_natural25,BCH+GRAM+TRX+ZEC,33.19,8.24,2018-06-08,True,10.60830847419073
B_natural25,BCH+BNB+GRAM+TRX,44.96,8.84,2017-11-03,True,26.633847831608662
B_natural25,GRAM+LTC+XLM+XRP,20.32,8.74,2017-12-08,False,5.036775283599383
B_natural25,GRAM+LTC+POL+XLM,37.65,8.74,2017-12-08,False,16.32691476356076
B_natural25,GRAM+LTC+UNI+XLM,22.06,8.74,2017-12-08,False,5.71019863033306
B_natural25,GRAM+LINK+LTC+XLM,33.02,8.74,2017-12-08,False,12.106931526661857
B_natural25,AAVE+GRAM+LTC+XLM,25.23,8.74,2017-12-08,False,7.144490223550898
B_natural25,GRAM+HYPE+LTC+XLM,21.4,8.74,2017-12-08,False,5.4459208124599
B_natural25,GRAM+LTC+RAY+XLM,26.42,8.74,2017-12-08,False,7.760147382693997
B_natural25,GLM+GRAM+LTC+XLM,19.0,8.74,2017-12-08,False,4.573834463798381
B_natural25,GRAM+LTC+RENDER+XLM,21.92,8.74,2017-12-08,False,5.653209731954194
B_natural25,FIL+GRAM+LTC+XLM,34.23,8.74,2017-12-08,False,13.10404628025676
B_natural25,GRAM+LTC+XLM+ZEC,38.54,8.74,2017-12-08,True,17.27297331372799
B_natural25,BNB+GRAM+LTC+XLM,55.54,8.84,2017-11-03,False,49.64598325170934
B_natural25,BCH+GRAM+LTC+XLM,19.74,8.74,2017-12-08,True,4.828487131508533
B_natural25,GRAM+POL+XLM+XRP,35.06,8.36,2018-04-27,False,12.33683031704009
B_natural25,GRAM+UNI+XLM+XRP,20.55,8.36,2018-04-27,False,4.770434256346422
B_natural25,GRAM+LINK+XLM+XRP,30.65,8.36,2018-04-27,False,9.347052920808084
B_natural25,AAVE+GRAM+XLM+XRP,22.86,8.36,2018-04-27,False,5.590773163453289
B_natural25,GRAM+HYPE+XLM+XRP,19.73,8.36,2018-04-27,False,4.505852114343711
B_natural25,GRAM+RAY+XLM+XRP,29.02,8.36,2018-04-27,False,8.415750159384604
B_natural25,GLM+GRAM+XLM+XRP,19.55,8.36,2018-04-27,False,4.449533619948359
B_natural25,GRAM+RENDER+XLM+XRP,24.93,8.36,2018-04-27,False,6.4288596724675005
B_natural25,FIL+GRAM+XLM+XRP,43.05,8.36,2018-04-27,False,19.947043166126353
B_natural25,GRAM+XLM+XRP+ZEC,37.13,8.36,2018-04-27,True,14.009656899987425
B_natural25,BNB+GRAM+XLM+XRP,52.06,8.84,2017-11-03,False,40.64550067231121
B_natural25,BCH+GRAM+XLM+XRP,19.11,8.36,2018-04-27,True,4.314467064256194
B_natural25,GRAM+POL+UNI+XLM,35.86,8.28,2018-05-25,False,12.647320750701038
B_natural25,GRAM+LINK+POL+XLM,46.64,8.28,2018-05-25,False,23.799635305435707
B_natural25,AAVE+GRAM+POL+XLM,39.71,8.28,2018-05-25,False,15.939828307058916
B_natural25,GRAM+HYPE+POL+XLM,36.58,8.28,2018-05-25,False,13.213116293929149
B_natural25,GRAM+POL+RAY+XLM,48.01,8.28,2018-05-25,False,25.704547643217417
B_natural25,GLM+GRAM+POL+XLM,36.79,8.28,2018-05-25,False,13.382276974632468
B_natural25,GRAM+POL+RENDER+XLM,42.65,8.28,2018-05-25,False,18.939578310924222
B_natural25,FIL+GRAM+POL+XLM,65.48,8.28,2018-05-25,False,64.74598483653628
B_natural25,GRAM+POL+XLM+ZEC,55.9,8.28,2018-05-25,True,39.51535007162775
B_natural25,BNB+GRAM+POL+XLM,72.72,8.84,2017-11-03,False,125.3455277581077
B_natural25,BCH+GRAM+POL+XLM,36.27,8.28,2018-05-25,True,12.966839013606336
B_natural25,GRAM+LINK+UNI+XLM,32.23,8.28,2018-05-25,False,10.106770008080364
B_natural25,AAVE+GRAM+UNI+XLM,21.66,8.28,2018-05-25,False,5.070185914457343
B_natural25,GRAM+HYPE+UNI+XLM,20.81,8.28,2018-05-25,False,4.784228151581741
B_natural25,GRAM+RAY+UNI+XLM,29.28,8.28,2018-05-25,False,8.38454545696027
B_natural25,GLM+GRAM+UNI+XLM,19.73,8.28,2018-05-25,False,4.441408251927447
B_natural25,GRAM+RENDER+UNI+XLM,24.98,8.28,2018-05-25,False,6.336355107105879
B_natural25,FIL+GRAM+UNI+XLM,44.05,8.28,2018-05-25,False,20.534768655696148
B_natural25,GRAM+UNI+XLM+ZEC,39.53,8.28,2018-05-25,True,15.77058052346228
B_natural25,BNB+GRAM+UNI+XLM,52.34,8.84,2017-11-03,False,41.31191519942702
B_natural25,BCH+GRAM+UNI+XLM,20.02,8.28,2018-05-25,True,4.531270552191966
B_natural25,AAVE+GRAM+LINK+XLM,34.43,8.28,2018-05-25,False,11.586400186933936
B_natural25,GRAM+HYPE+LINK+XLM,31.85,8.28,2018-05-25,False,9.868780977807722
B_natural25,GRAM+LINK+RAY+XLM,41.65,8.28,2018-05-25,False,17.86789011389545
B_natural25,GLM+GRAM+LINK+XLM,32.45,8.28,2018-05-25,False,10.246846975997387
B_natural25,GRAM+LINK+RENDER+XLM,38.12,8.28,2018-05-25,False,14.498544201637264
B_natural25,FIL+GRAM+LINK+XLM,60.7,8.28,2018-05-25,False,50.793888302179354
B_natural25,GRAM+LINK+XLM+ZEC,50.39,8.28,2018-05-25,True,29.33411452973419
B_natural25,BNB+GRAM+LINK+XLM,62.49,8.84,2017-11-03,False,73.06467989157251
B_natural25,BCH+GRAM+LINK+XLM,31.32,8.28,2018-05-25,True,9.545081417721363
B_natural25,AAVE+GRAM+HYPE+XLM,23.0,8.28,2018-05-25,False,5.551550857469141
B_natural25,AAVE+GRAM+RAY+XLM,31.69,8.28,2018-05-25,False,9.770058512149669
B_natural25,AAVE+GLM+GRAM+XLM,23.24,8.28,2018-05-25,False,5.641881891103334
B_natural25,AAVE+GRAM+RENDER+XLM,28.0,8.28,2018-05-25,False,7.72144440225068
B_natural25,AAVE+FIL+GRAM+XLM,49.23,8.28,2018-05-25,False,27.512422412030606
B_natural25,AAVE+GRAM+XLM+ZEC,41.89,8.28,2018-05-25,True,18.120109195488478
B_natural25,AAVE+BNB+GRAM+XLM,54.49,8.84,2017-11-03,False,46.76051642427554
B_natural25,AAVE+BCH+GRAM+XLM,22.71,8.28,2018-05-25,True,5.444099280813054
B_natural25,GRAM+HYPE+RAY+XLM,28.55,8.28,2018-05-25,False,8.000494491068258
B_natural25,GLM+GRAM+HYPE+XLM,18.16,8.28,2018-05-25,False,3.981581350005774
B_natural25,GRAM+HYPE+RENDER+XLM,24.27,8.28,2018-05-25,False,6.044396566741721
B_natural25,FIL+GRAM+HYPE+XLM,44.46,8.28,2018-05-25,False,21.023751527902334
B_natural25,GRAM+HYPE+XLM+ZEC,37.17,8.28,2018-05-25,True,13.693222590949357
B_natural25,BNB+GRAM+HYPE+XLM,51.62,8.84,2017-11-03,False,39.61752968078294
B_natural25,BCH+GRAM+HYPE+XLM,19.27,8.28,2018-05-25,True,4.302080131790312
B_natural25,GLM+GRAM+RAY+XLM,26.53,8.28,2018-05-25,False,7.017174016278693
B_natural25,GRAM+RAY+RENDER+XLM,28.09,8.28,2018-05-25,False,7.766512908191483
B_natural25,FIL+GRAM+RAY+XLM,44.58,8.28,2018-05-25,False,21.168791480885133
B_natural25,GRAM+RAY+XLM+ZEC,50.06,8.28,2018-05-25,True,28.805387422015816
B_natural25,BNB+GRAM+RAY+XLM,66.39,8.84,2017-11-03,False,90.10826761555998
B_natural25,BCH+GRAM+RAY+XLM,27.6,8.28,2018-05-25,True,7.523909860915699
B_natural25,GLM+GRAM+RENDER+XLM,21.46,8.28,2018-05-25,False,5.001583594080968
B_natural25,FIL+GLM+GRAM+XLM,37.91,8.28,2018-05-25,False,14.317028191725978
B_natural25,GLM+GRAM+XLM+ZEC,38.21,8.28,2018-05-25,True,14.576954108566545
B_natural25,BNB+GLM+GRAM+XLM,50.65,8.84,2017-11-03,False,37.43235597986068
B_natural25,BCH+GLM+GRAM+XLM,18.3,8.28,2018-05-25,True,4.02081124201875
B_natural25,FIL+GRAM+RENDER+XLM,38.86,8.28,2018-05-25,False,15.154405100346413
B_natural25,GRAM+RENDER+XLM+ZEC,45.38,8.28,2018-05-25,True,22.158411444816974
B_natural25,BNB+GRAM+RENDER+XLM,58.56,8.84,2017-11-03,False,58.84529607804884
B_natural25,BCH+GRAM+RENDER+XLM,23.6,8.28,2018-05-25,True,5.7798016923513265
B_natural25,FIL+GRAM+XLM+ZEC,66.87,8.28,2018-05-25,True,69.38922581329588
B_natural25,BNB+FIL+GRAM+XLM,80.13,8.84,2017-11-03,False,181.71077193003876
B_natural25,BCH+FIL+GRAM+XLM,42.67,8.28,2018-05-25,True,18.961576174685376
B_natural25,BNB+GRAM+XLM+ZEC,64.7,8.84,2017-11-03,True,82.33252158075844
B_natural25,BCH+GRAM+XLM+ZEC,36.82,8.28,2018-05-25,True,13.406597557331215
B_natural25,BCH+BNB+GRAM+XLM,50.05,8.84,2017-11-03,True,36.13484847202163
B_natural25,GRAM+LTC+POL+XRP,39.3,8.74,2017-12-08,False,18.11893877740944
B_natural25,GRAM+LTC+UNI+XRP,24.16,8.74,2017-12-08,False,6.628268493395711
B_natural25,GRAM+LINK+LTC+XRP,34.92,8.74,2017-12-08,False,13.70462467726946
B_natural25,AAVE+GRAM+LTC+XRP,27.33,8.74,2017-12-08,False,8.262180137898788
B_natural25,GRAM+HYPE+LTC+XRP,23.36,8.74,2017-12-08,False,6.264175441805467
B_natural25,GRAM+LTC+RAY+XRP,28.9,8.74,2017-12-08,False,9.196244253451692
B_natural25,GLM+GRAM+LTC+XRP,21.15,8.74,2017-12-08,False,5.348680759754818
B_natural25,GRAM+LTC+RENDER+XRP,24.59,8.74,2017-12-08,False,6.831609663013517
B_natural25,FIL+GRAM+LTC+XRP,37.04,8.74,2017-12-08,False,15.705285607007218
B_natural25,GRAM+LTC+XRP+ZEC,40.4,8.74,2017-12-08,True,19.40834582984572
B_natural25,BNB+GRAM+LTC+XRP,58.22,8.84,2017-11-03,False,57.739178529325834
B_natural25,BCH+GRAM+LTC+XRP,21.68,8.74,2017-12-08,True,5.556685500806633
B_natural25,GRAM+LTC+POL+UNI,37.14,8.74,2017-12-08,False,15.805732531623908
B_natural25,GRAM+LINK+LTC+POL,48.68,8.74,2017-12-08,False,32.02486503832585
B_natural25,AAVE+GRAM+LTC+POL,41.74,8.74,2017-12-08,False,21.088409412809078
B_natural25,GRAM+HYPE+LTC+POL,37.5,8.74,2017-12-08,False,16.172068863716074
B_natural25,GRAM+LTC+POL+RAY,43.62,8.74,2017-12-08,False,23.66237984617205
B_natural25,GLM+GRAM+LTC+POL,35.23,8.74,2017-12-08,False,13.982294328330003
B_natural25,GRAM+LTC+POL+RENDER,38.59,8.74,2017-12-08,False,17.327534022917426
B_natural25,FIL+GRAM+LTC+POL,53.84,8.74,2017-12-08,False,43.150460073207995
B_natural25,GRAM+LTC+POL+ZEC,56.48,8.74,2017-12-08,True,50.0691523754644
B_natural25,BNB+GRAM+LTC+POL,77.05,8.84,2017-11-03,False,156.0156018826949
B_natural25,BCH+GRAM+LTC+POL,36.31,8.74,2017-12-08,True,14.988985985724318
B_natural25,GRAM+LINK+LTC+UNI,33.66,8.74,2017-12-08,False,12.625620532830549
B_natural25,AAVE+GRAM+LTC+UNI,23.43,8.74,2017-12-08,False,6.295310731347748
B_natural25,GRAM+HYPE+LTC+UNI,21.72,8.74,2017-12-08,False,5.572670793822353
B_natural25,GRAM+LTC+RAY+UNI,26.37,8.74,2017-12-08,False,7.733363658382516
B_natural25,GLM+GRAM+LTC+UNI,18.98,8.74,2017-12-08,False,4.567120291986795
B_natural25,GRAM+LTC+RENDER+UNI,22.28,8.74,2017-12-08,False,5.800780853717683
B_natural25,FIL+GRAM+LTC+UNI,35.25,8.74,2017-12-08,False,14.000378366021982
B_natural25,GRAM+LTC+UNI+ZEC,39.81,8.74,2017-12-08,True,18.70700145942632
B_natural25,BNB+GRAM+LTC+UNI,53.66,8.84,2017-11-03,False,44.585919446857176
B_natural25,BCH+GRAM+LTC+UNI,20.28,8.74,2017-12-08,True,5.02215931895028
B_natural25,AAVE+GRAM+LINK+LTC,36.78,8.74,2017-12-08,False,15.446764263391389
B_natural25,GRAM+HYPE+LINK+LTC,33.06,8.74,2017-12-08,False,12.138787730203966
B_natural25,GRAM+LINK+LTC+RAY,37.86,8.74,2017-12-08,False,16.545904607202424
B_natural25,GLM+GRAM+LINK+LTC,31.18,8.74,2017-12-08,False,10.719216834914207
B_natural25,GRAM+LINK+LTC+RENDER,34.43,8.74,2017-12-08,False,13.275680015888039
B_natural25,FIL+GRAM+LINK+LTC,49.55,8.74,2017-12-08,False,33.70026281619135
B_natural25,GRAM+LINK+LTC+ZEC,51.23,8.74,2017-12-08,True,37.15657729890501
B_natural25,BNB+GRAM+LINK+LTC,65.59,8.84,2017-11-03,False,86.34983227197289
B_natural25,BCH+GRAM+LINK+LTC,31.54,8.74,2017-12-08,True,10.979068632395094
B_natural25,AAVE+GRAM+HYPE+LTC,24.55,8.74,2017-12-08,False,6.812463941562188
B_natural25,AAVE+GRAM+LTC+RAY,28.94,8.74,2017-12-08,False,9.221216097403893
B_natural25,AAVE+GLM+GRAM+LTC,22.76,8.74,2017-12-08,False,6.002844993872715
B_natural25,AAVE+GRAM+LTC+RENDER,25.46,8.74,2017-12-08,False,7.25999255233947
B_natural25,AAVE+FIL+GRAM+LTC,39.96,8.74,2017-12-08,False,18.883147325932555
B_natural25,AAVE+GRAM+LTC+ZEC,43.02,8.74,2017-12-08,True,22.812233180682895
B_natural25,AAVE+BNB+GRAM+LTC,57.74,8.84,2017-11-03,False,56.20899684620964
B_natural25,AAVE+BCH+GRAM+LTC,23.5,8.74,2017-12-08,True,6.32658299063183
B_natural25,GRAM+HYPE+LTC+RAY,24.85,8.74,2017-12-08,False,6.957222583772661
B_natural25,GLM+GRAM+HYPE+LTC,16.87,8.74,2017-12-08,False,3.9059313408161924
B_natural25,GRAM+HYPE+LTC+RENDER,20.97,8.74,2017-12-08,False,5.279623203283585
B_natural25,FIL+GRAM+HYPE+LTC,34.75,8.74,2017-12-08,False,13.554437005719192
B_natural25,GRAM+HYPE+LTC+ZEC,37.07,8.74,2017-12-08,True,15.73536015677874
B_natural25,BNB+GRAM+HYPE+LTC,51.99,8.84,2017-11-03,False,40.48039415924331
B_natural25,BCH+GRAM+HYPE+LTC,18.94,8.74,2017-12-08,True,4.553718128037678
B_natural25,GLM+GRAM+LTC+RAY,22.43,8.74,2017-12-08,False,5.863268797460901
B_natural25,GRAM+LTC+RAY+RENDER,23.05,8.74,2017-12-08,False,6.127923594009221
B_natural25,FIL+GRAM+LTC+RAY,34.81,8.74,2017-12-08,False,13.607277134677238
B_natural25,GRAM+LTC+RAY+ZEC,44.42,8.74,2017-12-08,True,24.839506164349885
B_natural25,BNB+GRAM+LTC+RAY,59.81,8.84,2017-11-03,False,63.07524285030519
B_natural25,BCH+GRAM+LTC+RAY,23.53,8.74,2017-12-08,True,6.340027446875361
B_natural25,GLM+GRAM+LTC+RENDER,17.85,8.74,2017-12-08,False,4.201656932644059
B_natural25,FIL+GLM+GRAM+LTC,29.23,8.74,2017-12-08,False,9.404065154527967
B_natural25,GLM+GRAM+LTC+ZEC,35.62,8.74,2017-12-08,True,14.338690412086095
B_natural25,BNB+GLM+GRAM+LTC,48.62,8.84,2017-11-03,False,33.201901102034014
B_natural25,BCH+GLM+GRAM+LTC,16.44,8.74,2017-12-08,True,3.782101673691413
B_natural25,FIL+GRAM+LTC+RENDER,29.92,8.74,2017-12-08,False,9.852089398031167
B_natural25,GRAM+LTC+RENDER+ZEC,40.08,8.74,2017-12-08,True,19.025119927138974
B_natural25,BNB+GRAM+LTC+RENDER,53.84,8.84,2017-11-03,False,45.04974714095037
B_natural25,BCH+GRAM+LTC+RENDER,19.87,8.74,2017-12-08,True,4.874497102456832
B_natural25,FIL+GRAM+LTC+ZEC,53.98,8.74,2017-12-08,True,43.49487786415566
B_natural25,BNB+FIL+GRAM+LTC,68.28,8.84,2017-11-03,False,99.5697300233395
B_natural25,BCH+FIL+GRAM+LTC,32.79,8.74,2017-12-08,True,11.925190946169684
B_natural25,BNB+GRAM+LTC+ZEC,67.27,8.84,2017-11-03,True,94.40948379625789
B_natural25,BCH+GRAM+LTC+ZEC,35.71,8.74,2017-12-08,True,14.422069142475447
B_natural25,BCH+BNB+GRAM+LTC,49.48,8.84,2017-11-03,True,34.93932482513005
B_natural25,GRAM+POL+UNI+XRP,34.2,8.36,2018-04-27,False,11.69529100138904
B_natural25,GRAM+LINK+POL+XRP,43.21,8.36,2018-04-27,False,20.134329056150868
B_natural25,AAVE+GRAM+POL+XRP,37.28,8.36,2018-04-27,False,14.138286610905155
B_natural25,GRAM+HYPE+POL+XRP,34.21,8.36,2018-04-27,False,11.7025785906575
B_natural25,GRAM+POL+RAY+XRP,48.26,8.36,2018-04-27,False,26.900515637124943
B_natural25,GLM+GRAM+POL+XRP,36.21,8.36,2018-04-27,False,13.243024451289408
B_natural25,GRAM+POL+RENDER+XRP,43.36,8.36,2018-04-27,False,20.311313796502592
B_natural25,FIL+GRAM+POL+XRP,67.25,8.36,2018-04-27,False,73.67850703008084
B_natural25,GRAM+POL+XRP+ZEC,52.09,8.36,2018-04-27,True,33.29365820422855
B_natural25,BNB+GRAM+POL+XRP,70.96,8.84,2017-11-03,False,114.4952476853568
B_natural25,BCH+GRAM+POL+XRP,34.65,8.36,2018-04-27,True,12.027217111014489
B_natural25,GRAM+LINK+UNI+XRP,30.91,8.36,2018-04-27,False,9.503701761218453
B_natural25,AAVE+GRAM+UNI+XRP,21.11,8.36,2018-04-27,False,4.958894108469987
B_natural25,GRAM+HYPE+UNI+XRP,20.27,8.36,2018-04-27,False,4.678591416453395
B_natural25,GRAM+RAY+UNI+XRP,30.54,8.36,2018-04-27,False,9.281465739109441
