,BTC,ETH,OKB,AAVE,ADA,APT,AVAX,DOT,FIL,LINK,POL,RENDER,SOL,GRAM,TRX,UNI,ZEC,BNB,XLM,LTC,XRP,GLM,BCH,RAY,PENDLE,ETHFI,HYPE
2024-12-06,104463.99,3959.09,54.33,368.48,1.0996,13.65,50.76,9.028,6.737,29.26,0.6168,9.326,224.27,6.391,0.2856,17.073,59.06,718.87,0.4304,121.11,2.4469,0.4267,546.2,5.427,6.167,2.767,
2024-12-13,95186.27,3281.83,45.08,318.97,0.8834,9.23,36.57,6.842,4.832,22.08,0.4736,7.035,180.52,5.381,0.2442,13.9,58.58,649.77,0.3564,99.78,2.2031,0.3525,445.8,4.329,4.947,1.951,
2024-12-20,93738.2,3356.48,50.05,332.74,0.859,8.88,35.84,6.865,4.957,20.96,0.4661,6.84,189.94,5.634,0.2578,13.006,60.65,694.71,0.3382,98.51,2.0942,0.3607,439.1,4.902,5.274,1.98,
2024-12-27,98363.61,3635.99,50.14,341.7,1.0911,10.09,43.11,7.671,5.912,23.58,0.5167,8.278,213.41,5.724,0.2627,15.159,58.45,709.29,0.4407,115.72,2.3994,0.4309,470.9,5.728,5.381,2.376,
2025-01-03,94545.06,3267.3,47.97,287.92,0.9677,8.83,36.56,6.632,5.087,19.84,0.4504,7.121,188.51,5.307,0.2336,13.631,48.02,693.34,0.4224,102.34,2.5046,0.4019,447.9,4.666,3.955,1.862,
2025-01-10,101331.57,3215.12,58.78,309.41,0.993,8.5,35.68,6.247,4.98,24.34,0.4454,6.697,252.42,4.864,0.2287,13.287,46.93,683.19,0.4332,115.57,2.9587,0.3427,427.7,6.437,3.669,1.79,
2025-01-17,102620,3232.61,54.68,316.56,0.953,7.83,35.75,6.177,4.862,24.88,0.4346,6.731,240.5,4.93,0.2462,11.432,44.81,667.37,0.4063,117.11,3.0223,0.331,425.2,7.151,3.668,1.669,
2025-01-24,97700.59,2869.68,50.05,258.44,0.8052,6.16,27.63,5.153,3.601,20.46,0.3336,4.703,203.51,4.061,0.2255,9.184,33.24,617.8,0.354,109.12,2.58,0.2678,360.4,5.641,2.675,1.177,
2025-01-31,96462.75,2627.18,47.25,241.25,0.6814,5.91,24.87,4.762,3.311,18.26,0.3037,4.243,200.47,3.811,0.2322,9.13,32.47,615.81,0.314,107.2,2.3928,0.2505,324.5,4.723,3.181,1.115,
2025-02-07,96118.12,2661.41,51.72,253.95,0.7714,5.81,24.85,4.88,3.398,18.69,0.3261,4.469,188.27,3.779,0.2424,9.585,34.16,673.1,0.3426,125.71,2.7283,0.3971,326.3,4.936,3.547,1.097,
2025-02-14,96258,2819.69,48.44,247.7,0.7697,6.11,24.85,4.953,3.413,17.62,0.2961,4.164,167.94,3.767,0.246,9.019,35.9,658.42,0.3331,129.85,2.5763,0.3639,327.8,4.198,3.415,1.152,
2025-02-21,94270,2518.11,46.44,223.52,1.135,6.75,24.95,5.205,3.566,17.42,0.3033,4.423,178.71,3.507,0.2441,8.268,41.27,623.94,0.3511,127.89,2.9396,0.3506,334.2,2.858,3.081,1.056,
2025-02-28,80734.37,2020.41,41.73,178.6,0.7215,5.614,17.97,4.019,2.787,13.81,0.2209,3.027,126.51,2.648,0.2321,6.397,29.84,554.65,0.263,94.62,2.1387,0.2686,357.5,1.678,2.062,0.673,
2025-03-07,82574.53,1887,47.13,164.72,0.7049,5.145,18.25,4.298,2.834,13.37,0.21,3.107,126.13,3.44,0.2119,6.139,32.8,602.2,0.2625,90.22,2.2938,0.2808,332.9,1.557,2.064,0.662,
2025-03-14,86082.5,2005.99,50.55,185.05,0.7107,5.714,19.82,4.502,3.028,14.47,0.213,3.471,132.84,3.683,0.23,6.688,31.04,623.79,0.2831,91.48,2.4393,0.28,325.4,1.776,2.676,0.656,
2025-03-21,82389.99,1807.74,48.52,163.67,0.6612,5.298,18.86,4.042,2.755,13.41,0.2037,3.414,124.82,3.894,0.2319,5.871,37.44,602.2,0.2669,86.1,2.1369,0.2578,299.2,1.715,2.526,0.588,
2025-03-28,78430,1580.76,54.22,129,0.5737,4.348,16.04,3.683,2.376,11.28,0.1712,2.784,105.91,2.917,0.2301,5.101,35.79,555.54,0.2263,70.62,1.9218,0.2185,272.2,1.563,2.639,0.448,
2025-04-04,83760,1597.76,53.43,139.18,0.6383,4.825,19.59,3.668,2.494,12.62,0.1827,3.778,128.38,2.815,0.2547,5.332,31.04,584.28,0.238,77.85,2.1196,0.2643,342.8,1.905,3.221,0.472,
2025-04-11,85179.24,1587.36,50.26,140.94,0.6202,5.07,19.51,3.878,2.648,13.28,0.1908,4.349,137.86,2.998,0.2438,5.252,31,592.77,0.2436,77.79,2.0787,0.2647,336.1,2.158,3.114,0.475,
2025-04-18,93749.3,1791.29,51.76,166.62,0.7032,5.37,21.71,4.09,2.706,14.56,0.2403,4.258,147.98,3.269,0.2454,5.5,32.55,603.46,0.2841,85.39,2.252,0.2769,345.5,2.931,3.299,0.558,
2025-04-25,94277.62,1808.86,51.52,171.11,0.6762,5.098,19.91,3.92,2.631,13.86,0.2291,4.301,143.95,3.015,0.2471,4.985,35.63,586.03,0.2654,85.05,2.156,0.2611,356.2,2.614,3.212,0.52,
2025-05-02,104118,2514.57,55.01,221.15,0.8053,5.889,24.78,5.097,3.141,17.1,0.2551,5.208,173.19,3.411,0.2651,6.929,45.23,651.15,0.3064,100.12,2.367,0.2899,408.4,3.1,3.906,1.077,
2025-05-09,106454.26,2497.78,53.67,232.12,0.7596,5.188,23.06,4.793,2.911,15.88,0.242,4.679,173.3,3.138,0.2679,6.128,41.41,651.53,0.2925,100.94,2.428,0.2731,406.5,3.404,4.181,1.359,
2025-05-16,109004.19,2551.22,52.03,269.28,0.7598,5.267,23.45,4.523,2.815,15.54,0.2359,4.782,175.74,2.994,0.2723,6.161,54.58,669.44,0.2878,95.6,2.3417,0.2641,422.7,3.218,4.416,1.238,
2025-05-23,105642.93,2539.21,50.61,246.13,0.6855,4.811,20.88,4.066,2.57,14.06,0.2151,3.928,157.68,3.188,0.2708,6.312,53.1,660.77,0.2674,88.39,2.1792,0.2352,403.4,2.538,4.122,1.17,
2025-05-30,105734,2509.83,51.49,253.8,0.6703,4.711,21.04,4.025,2.487,13.73,0.2102,3.857,152.45,3.17,0.2817,6.326,48.73,652,0.2677,87.18,2.267,0.2322,410.8,2.262,4.054,1.155,
2025-06-06,105594.01,2547.61,51.84,274.97,0.6334,4.538,19.1,3.821,2.421,13.3,0.1987,3.466,152.97,2.973,0.2739,7.18,43.45,648.19,0.2587,86.3,2.1655,0.2292,460.4,2.143,3.695,1.072,
2025-06-13,100963.87,2227.7,48.91,227.9,0.5419,3.93,16.53,3.153,2.069,11.65,0.1726,2.8,131.71,2.732,0.2635,6.259,38.19,615.81,0.2289,80.21,2.0172,0.2051,454.9,1.849,3.269,0.838,
2025-06-20,108356.93,2500.09,50.03,278.61,0.5773,4.953,18.73,3.541,2.387,13.7,0.1845,3.376,153.32,2.913,0.2769,7.394,40.1,654.9,0.2403,87.96,2.2061,0.2283,504.5,2.186,3.709,1.042,
2025-06-27,109203.84,2570.35,48.72,287.35,0.5858,4.467,18.29,3.395,2.291,13.48,0.1837,3.228,151.86,2.838,0.287,7.422,39.33,663.13,0.2505,87.35,2.2709,0.2269,491.5,2.162,3.424,0.955,
2025-07-04,119086.64,2972.03,48.89,305.8,0.7367,4.94,21.2,3.984,2.559,15.66,0.233,3.763,161.15,2.969,0.3028,8.511,42.37,692,0.4706,94.62,2.8361,0.2609,508,2.776,3.921,1.149,
2025-07-11,117265.12,3756.69,49.47,324.31,0.858,5.31,25.04,4.48,2.887,19.27,0.2521,4.351,181.43,3.275,0.314,10.657,44.99,756.82,0.4625,116.59,3.454,0.2886,548,2.911,4.619,1.323,
2025-07-18,119415.55,3872.1,48.23,304.93,0.832,4.902,26.06,4.24,2.758,19.24,0.2401,4.332,188.64,3.375,0.3199,10.985,41.9,844,0.4442,114.78,3.2389,0.311,590,3.111,4.427,1.277,
2025-07-25,114208.8,3496.74,46.67,260.06,0.727,4.226,21.37,3.602,2.344,16.3,0.2021,3.57,161.97,3.559,0.3275,9.148,36.15,751.21,0.3994,110.39,2.948,0.2358,544.2,2.572,3.975,1.001,
2025-08-01,119294.01,4250.57,46.51,306.19,0.8014,4.698,23.83,4.046,2.622,22.06,0.2409,3.949,182.66,3.348,0.3383,10.948,39.53,807.22,0.4446,123.75,3.187,0.2681,570.5,3.421,5.46,1.234,
2025-08-08,117405.01,4472.33,120.3,303.2,0.9609,4.788,25.06,4.051,2.559,25.64,0.2466,3.949,190.99,3.517,0.3534,11.017,37.03,855.38,0.4245,120.71,3.0877,0.2557,582,3.565,5.539,1.212,
2025-08-15,113493.59,4780.15,200.15,348.67,0.909,4.624,25.83,4.11,2.425,25.82,0.253,3.758,205.98,3.299,0.3614,10.925,42.57,876.51,0.4079,118.19,3.0258,0.248,583.2,3.607,5.894,1.277,
2025-08-22,108246.35,4391.83,173.57,315.69,0.8113,4.255,23.4,3.742,2.27,23.2,0.2779,3.421,200.62,3.165,0.341,9.619,40.43,857.65,0.3528,108.89,2.7757,0.2345,544.2,3.455,4.612,1.068,
2025-08-29,111137.34,4306.19,198.5,301.56,0.8351,4.273,24.68,3.995,2.394,22.47,0.2772,3.477,206.35,3.094,0.3312,9.396,48.4,880.05,0.3616,114.9,2.877,0.2344,603.2,3.219,4.635,1.172,
2025-09-05,115268.01,4604.49,198.32,306.18,0.8879,4.525,29.44,4.316,2.515,24.09,0.2717,3.895,239.76,3.18,0.3485,9.414,50.47,926.51,0.3896,115.1,3.0279,0.2438,601.6,3.407,5.057,1.469,
2025-09-12,115232.29,4444.97,198.45,294.02,0.884,4.611,33.04,4.262,2.396,22.96,0.2453,3.914,236.16,3.065,0.3426,9.043,51.84,1047.8,0.3797,114,2.9701,0.2371,593.6,3.014,5.009,1.462,
2025-09-19,112163.95,4142.16,191.1,275.1,0.8086,4.229,30.01,3.997,2.215,21.68,0.2284,3.452,210.83,2.723,0.3357,7.751,61.08,993.01,0.3676,106.88,2.8674,0.2217,556.4,2.701,4.824,1.602,
2025-09-26,123482.31,4514.32,220.6,285.67,0.8371,5.462,30.07,4.134,2.331,22,0.2377,3.482,228.56,2.796,0.3413,8.059,165.35,1167.38,0.3962,118.85,2.9697,0.2223,594.2,2.862,4.695,1.811,
2025-10-03,114958.8,4152.29,184.8,250.99,0.7,3.921,22.51,3.241,1.659,19,0.1997,2.73,197,2.274,0.3227,6.619,260.42,1302.65,0.3415,98.98,2.5282,0.1872,540.7,2.085,3.876,1.246,
2025-10-10,108642.78,3982.58,171.33,222.44,0.6528,3.196,20.59,3.009,1.532,17.29,0.1952,2.534,187.86,2.21,0.3205,6.259,235.77,1109.88,0.3179,93.33,2.3908,0.179,472.7,1.858,3.203,1.075,
2025-10-17,114559.4,4158.46,169.07,240.76,0.6812,3.588,20.82,3.195,1.653,18.55,0.2021,2.577,200.03,2.228,0.3003,6.665,325.24,1138.19,0.3304,100.02,2.6461,0.1866,559.4,1.894,3.451,1.042,
2025-10-24,110540.68,3906.58,138.51,231.37,0.6106,3.375,18.8,2.985,1.666,17.58,0.1927,2.292,187.71,2.31,0.2981,5.859,418.52,1083.25,0.3047,99.42,2.5267,0.1854,536.9,1.658,3.053,0.997,
2025-10-31,104722.96,3583.46,123.6,212.32,0.579,3.238,17.77,3.232,2.782,15.93,0.1802,2.406,164.53,2.11,0.2906,6.574,615.8,996.63,0.2858,110.31,2.3662,0.2112,503.5,1.501,2.802,0.995,40.934
2025-11-07,94261.44,3095.29,111.98,172.9,0.4845,2.831,15.15,2.784,1.96,13.73,0.15,2.014,137.17,1.823,0.2924,7.178,699,926.56,0.254,95.79,2.2149,0.2187,483.4,1.266,2.432,0.891,38.195
2025-11-14,86830,2802.16,105.28,167.46,0.4085,2.34,13.27,2.258,1.611,12.53,0.1333,1.715,130.58,1.47,0.275,6.136,572.91,843.6,0.2473,83.09,2.0491,0.1958,539.3,1.057,2.229,0.677,31.218
2025-11-21,90360,2991.26,106.51,177.46,0.4143,1.986,13.71,2.21,1.571,12.95,0.1329,1.711,133.48,1.593,0.2815,6.042,427.94,875.31,0.248,82.38,2.155,0.2497,540.8,1.072,2.656,0.806,33.044
2025-11-28,90395.31,3059.85,107.59,187.53,0.4173,1.709,13.49,2.094,1.455,13.65,0.1205,1.577,132.24,1.616,0.2868,5.461,342.78,894.37,0.2373,81.43,2.0442,0.228,598.5,1.119,2.365,0.785,29.069
2025-12-05,88172.17,3063.5,111.95,188.59,0.3963,1.615,12.88,1.952,1.315,13.28,0.1171,1.477,129.4,1.546,0.2773,5.31,404.31,877.27,0.2291,78.96,1.9784,0.2081,558.3,1.029,2.1,0.787,28.838
2025-12-12,88658.86,3002.02,105.96,165.15,0.3662,1.575,12.14,1.802,1.278,12.44,0.1075,1.272,126.03,1.459,0.2883,6.117,441.32,858.64,0.2165,76.79,1.9223,0.2027,591.1,0.904,1.888,0.718,24.179
2025-12-19,87952.71,2950.91,108.29,153.64,0.3688,1.726,12.64,1.851,1.335,12.5,0.1074,1.322,125.27,1.653,0.285,6.23,530.05,859.32,0.2203,78.73,1.8654,0.2032,622.4,0.935,1.885,0.711,25.2
2025-12-26,91529.73,3144.7,114.27,164.23,0.4007,1.942,14.25,2.142,1.494,13.43,0.1217,1.99,134.12,1.867,0.2939,5.85,502.21,895.43,0.233,82.26,2.0909,0.2373,639.1,1.127,2.205,0.776,26.181
2026-01-02,91013.65,3123.45,112.1,167.95,0.391,1.77,13.7,2.07,1.457,13.21,0.1642,2.583,139.7,1.75,0.2995,5.456,381.62,904.32,0.2244,78.79,2.0745,0.3028,649.1,1.197,2.2,0.741,24.449
2026-01-09,93673.14,3284.03,113.82,168.84,0.3758,1.724,12.98,2.065,1.45,13.32,0.138,2.075,137.87,1.666,0.3178,5.095,376.62,932.51,0.2182,72.29,1.9914,0.2396,591.4,1.063,1.978,0.694,25.835
2026-01-16,86670.36,2816.89,102.93,147.96,0.3391,1.488,11.49,1.823,1.251,11.52,0.1186,1.872,118.85,1.506,0.2957,4.637,329.39,866.02,0.2033,67.3,1.8356,0.2185,572.2,0.945,1.847,0.568,22.485
2026-01-23,76968.21,2270.15,86.8,124.23,0.2858,1.236,9.91,1.495,1.035,9.41,0.1027,1.497,100.79,1.337,0.2847,3.837,305.98,758.54,0.1751,58.49,1.5908,0.2096,516.2,0.703,1.562,0.485,29.009
2026-01-30,70330.38,2089.74,76.03,112.52,0.2701,1.068,9.08,1.337,0.934,8.83,0.0954,1.349,86.99,1.4,0.2778,3.468,239.91,639.93,0.1615,54.53,1.4308,0.1923,527,0.61,1.166,0.457,31.635
2026-02-06,68832.58,1966.58,79.19,125.81,0.2818,0.934,9.29,1.357,0.963,8.79,0.1081,1.433,86.16,1.471,0.2805,3.471,297.77,615.16,0.1702,55.08,1.4753,0.1875,553.5,0.624,1.255,0.472,30.981
2026-02-13,67643.4,1957.82,77.94,117.95,0.2717,0.841,8.87,1.313,0.93,8.69,0.1068,1.417,82.79,1.344,0.2906,3.491,244.64,614.8,0.155,53.48,1.3932,0.1632,570.7,0.619,1.199,0.446,29.213
2026-02-20,65776.47,1939.71,76.71,113.68,0.2735,0.928,9.04,1.534,0.964,8.67,0.1051,1.339,83.6,1.201,0.2807,3.748,213.38,617.96,0.1541,53.24,1.3524,0.1338,441.7,0.588,1.259,0.501,31.387
2026-02-27,65971.2,1937.1,97.14,105.53,0.2493,0.929,8.82,1.452,0.934,8.52,0.0953,1.352,81.59,1.312,0.2891,3.661,197.9,611.98,0.1482,52.59,1.34,0.1224,443.1,0.563,1.18,0.517,30.541
2026-03-06,72815.24,2178.3,95.96,116.36,0.2702,0.935,9.95,1.441,0.895,9.5,0.0974,1.897,92.3,1.306,0.2987,4.069,229.66,673.77,0.1693,56.27,1.4487,0.1334,469.7,0.628,1.292,0.553,37.3
2026-03-13,67859,2053.89,84.7,106.32,0.2506,0.929,9.03,1.413,0.848,8.68,0.0921,1.61,86.2,1.25,0.3104,3.471,217.37,626.41,0.156,53.51,1.3848,0.1269,467.4,0.582,1.163,0.538,38.086
2026-03-20,66010.93,1984.64,84.43,95.43,0.2398,0.922,8.6,1.261,0.802,8.42,0.091,1.653,81.44,1.219,0.322,3.355,215.04,606.09,0.1645,53.32,1.3278,0.1268,452.7,0.561,1.111,0.459,39.006
2026-03-27,69034.18,2110.17,82.34,94.14,0.2508,0.85,9.06,1.245,0.845,8.82,0.0907,1.903,81.89,1.251,0.3189,3.148,245.08,601.5,0.1627,54.11,1.3263,0.1263,428.6,0.618,1.016,0.451,35.556
2026-04-03,70740.98,2191.65,83.2,89.84,0.2361,0.812,9.03,1.225,0.858,8.73,0.0818,1.884,81.53,1.45,0.3213,3.018,362.27,592.19,0.1502,53.48,1.3247,0.1238,421.3,0.623,1.036,0.41,40.815
2026-04-10,73801.79,2263.27,83.9,90.28,0.2424,0.91,9,1.24,0.907,9.06,0.0876,1.728,83.47,1.288,0.3291,3.231,301.41,616.06,0.1666,54.06,1.3942,0.1265,435.1,0.633,1.236,0.454,43.358
2026-04-17,78657.55,2369.44,84.69,96.53,0.2522,0.983,9.45,1.26,0.943,9.48,0.0923,1.823,86.93,1.316,0.3234,3.283,355.09,635.76,0.1708,56.28,1.4307,0.1368,454.9,0.751,1.336,0.445,41.361
2026-04-24,78568.57,2322.65,85.69,92.43,0.2495,0.986,9.08,1.209,0.924,9.13,0.0954,1.826,83.91,1.353,0.3385,3.234,413.2,617.27,0.1579,55.29,1.388,0.1389,443.2,0.811,1.586,0.413,40.754
2026-05-01,82210.07,2371.27,88.67,102.15,0.2824,1.153,10.23,1.383,1.147,10.72,0.1045,2.015,96.47,2.483,0.3506,3.994,592.8,663.55,0.1696,60.43,1.4734,0.1494,464.3,0.878,1.978,0.463,43.266
2026-05-08,77457.67,2131,83.5,89.19,0.2521,0.93,9.2,1.25,0.942,9.57,0.0908,1.792,85.24,1.916,0.3553,3.47,535.95,649.48,0.1494,54.57,1.4016,0.1328,404.8,0.7,1.838,0.378,43.61
2026-05-15,77064.96,2099.85,82.39,85.59,0.2423,0.946,9.212,1.246,0.956,9.431,0.09039,2.019,85.27,1.765,0.3657,3.386,662.87,656.57,0.1475,52.76,1.351,0.139,347,0.755,1.82,0.369,63.784
2026-05-22,73674.39,2007.01,91.9,82.16,0.2357,0.946,8.983,1.188,0.937,9.148,0.09302,2.09,82.44,1.895,0.3514,3.024,569.01,710.55,0.2599,52.07,1.333,0.1349,302.9,0.716,1.372,0.376,68.642
2026-05-29,63332.01,1690.51,71.33,63.72,0.1653,0.672,6.819,0.974,0.773,7.918,0.07966,1.682,66.5,1.7,0.3268,2.573,440.6,604.44,0.2059,42.83,1.1556,0.1126,230.3,0.588,1.269,0.3,58.474
2026-06-05,65746.45,1725.62,73.77,68.36,0.183,0.681,6.79,0.998,0.794,8.181,0.07701,1.807,71.28,1.754,0.3218,2.592,472.64,616.79,0.191,45.41,1.1861,0.1129,210.7,0.624,1.38,0.331,60.274
2026-06-12,63311.99,1706.94,76.31,73.97,0.1566,0.648,6.113,0.941,0.782,7.783,0.07927,1.654,72.46,1.643,0.3278,2.984,434.39,584.23,0.2098,44.47,1.1248,0.1049,194.9,0.621,1.398,0.334,68.714
2026-06-19,59577.01,1571.96,77.83,91.7,0.1438,0.574,6.448,0.81,0.717,7.268,0.07106,1.544,71.38,1.589,0.3222,2.926,376.41,551.07,0.173,42.53,1.0485,0.0971,191,0.6138,1.26,0.336,63.133
2026-06-26,63650,1785.65,79.84,89.12,0.1895,0.633,6.924,0.881,0.8,8.063,0.07416,1.617,81.59,1.6,0.3292,3.176,462.23,589.87,0.2034,45.82,1.1572,0.1023,244.4,0.7254,1.421,0.427,69.547
2026-07-03,63780,1806.8,80.77,96.91,0.1621,0.611,6.407,0.844,0.772,7.997,0.08106,1.527,76.92,1.6191,0.3316,3.593,533.53,573.91,0.1865,44.01,1.0858,0.0994,240.3,0.6834,1.536,0.422,67.56
2026-07-10,64722.54,1872.23,80.32,89.56,0.1663,0.596,6.465,0.82,0.72,8.385,0.08122,1.482,76.38,1.4459,0.327,3.518,548.21,571.06,0.1882,47.07,1.0978,0.099,215.3,0.6781,1.578,0.445,60.935
2026-07-17,65399.99,1954.72,84.8,101.47,0.166,0.628,6.746,0.828,0.7451,8.825,0.07769,1.488,76.76,1.5175,0.3324,3.893,508.31,575.32,0.1826,47.84,1.1131,0.1011,217.1,0.6402,1.556,0.4284,59.032
2026-07-24,64786.04,1922.5,85.77,99.44,0.1707,0.577,6.458,0.775,0.7255,8.471,0.07295,1.422,74.55,1.4281,0.3291,4.399,473.12,588.46,0.1742,44.69,1.0869,0.0919,212.9,0.6127,1.386,0.4,51.414
2026-07-31,64901.59,1910.65,94.46,90.65,0.1945,0.59,6.421,0.799,0.7007,8.187,0.07762,1.298,76.27,1.4255874,0.3299,3.989,509.89,602.23,0.1627,45.46,1.0299,0.0919,214.8,0.6319,1.36,0.3822,54.862
2026-08-07,63944.7,1873.92,93.61,89.47,0.1952,0.592,6.468,0.803,0.6992,8.258,0.0749,1.289,75.93,1.333,0.3311,3.928,496.09,600.88,0.159,44.84,1.0134,0.0892,204,0.6136,1.255,0.5022,57.479
2026-08-14,77734,2463.41,109.81,141.51,0.227,0.638,7.609,0.928,0.7739,11.543,0.10925,1.513,95.43,1.492,0.3439,4.523,853.98,702.37,0.1997,52.28,1.5204,0.1096,274.2,0.7724,1.863,0.6151,79.668
2026-08-21,77682,2416.88,114.51,122.43,0.1927,0.518,7.113,0.819,0.66,11.144,0.09711,1.399,101.75,1.336,0.3361,5.131,835.29,684.74,0.1746,47.94,1.3575,0.1068,243.4,0.7705,1.717,0.5229,83.141
2026-08-28,78024,2446.41,111.17,123.08,0.1947,0.52,7.167,0.824,0.6702,11.216,0.08836,1.405,102.64,1.329,0.3322,5.081,823.32,686.4,0.1752,48.29,1.3656,0.106,244.8,0.778,1.736,0.5384,83.602
2026-09-04,79752.7,2492.39,113.6,133.25,0.2183,0.6176,7.63,0.9608,0.7923,12.304,0.09697,1.513,106.16,1.42,0.3352,7.171,1208.09,747.6,0.18403,54.47,1.41,0.11168,256.3,1.3975,2.056,0.5653,87.729
