,US,CN,JP,KR,EU,UK,IN,BR,AU,CA,HK,TW,DE,FR
2014-05-30,1923.5699462890625,2039.2120361328125,14632.3798828125,1994.9599609375,3244.60009765625,6844.5,7229.9501953125,51239.0,5492.5,14604.2001953125,23081.650390625,9075.91015625,9943.26953125,4519.56982421875
2014-06-06,1949.43994140625,2029.9560546875,15077.240234375,1995.47998046875,3294.280029296875,6858.2001953125,7583.39990234375,53129.0,5464.0,14838.900390625,22951.0,9134.4599609375,9987.1904296875,4581.1201171875
2014-06-13,1936.1600341796875,2070.715087890625,15097.83984375,1990.8499755859373,3282.840087890625,6777.89990234375,7542.10009765625,54807.0,5405.10009765625,15001.599609375,23319.169921875,9196.3896484375,9912.8701171875,4543.27978515625
2014-06-20,1962.8699951171875,2026.6739501953125,15349.419921875,1968.0699462890625,3302.360107421875,6825.2001953125,7511.4501953125,54638.0,5419.5,15109.0,23194.060546875,9273.7900390625,9987.240234375,4541.33984375
2014-06-27,1960.9599609375,2036.510009765625,15095.0,1988.510009765625,3227.85009765625,6757.7998046875,7508.7998046875,53157.0,5445.10009765625,15094.2998046875,23221.51953125,9306.830078125,9815.169921875,4436.990234375
2014-07-04,1985.43994140625,2059.375,15437.1298828125,2009.6600341796875,3270.469970703125,6866.10009765625,7751.60009765625,54055.0,5525.0,15215.0,23546.359375,9510.0498046875,10009.080078125,4468.97998046875
2014-07-11,1967.5699462890625,2046.9610595703125,15164.0400390625,1988.739990234375,3157.050048828125,6690.2001953125,7459.60009765625,54786.0,5486.7998046875,15125.5,23233.44921875,9495.83984375,9666.33984375,4316.5
2014-07-18,1978.219970703125,2059.06689453125,15215.7099609375,2019.4200439453125,3164.2099609375,6749.5,7663.89990234375,57013.0,5531.7001953125,15266.599609375,23454.7890625,9400.9697265625,9720.01953125,4335.31005859375
2014-07-25,1978.3399658203125,2126.614013671875,15457.8701171875,2033.8499755859373,3174.989990234375,6791.60009765625,7790.4501953125,57821.0,5583.5,15455.0,24216.009765625,9439.2900390625,9644.009765625,4330.5498046875
2014-08-01,1925.1500244140625,2185.302978515625,15523.1103515625,2073.10009765625,3072.570068359375,6679.2001953125,7602.60009765625,55903.0,5556.39990234375,15215.2998046875,24532.4296875,9266.509765625,9210.080078125,4202.77978515625
2014-08-08,1931.5899658203125,2194.425048828125,14778.3701171875,2031.0999755859373,3006.830078125,6567.39990234375,7568.5498046875,55573.0,5435.2998046875,15196.2998046875,24331.41015625,9085.9599609375,9009.3203125,4147.81005859375
2014-08-15,1955.06005859375,2226.73388671875,15318.33984375,2063.219970703125,3033.52001953125,6689.10009765625,7791.7001953125,56964.0,5566.5,15304.2001953125,24954.939453125,9206.8095703125,9092.599609375,4174.35986328125
2014-08-22,1988.4000244140625,2240.81201171875,15539.1904296875,2056.699951171875,3098.5,6775.2998046875,7913.2001953125,58407.0,5645.60009765625,15535.599609375,25112.23046875,9380.099609375,9339.169921875,4252.7998046875
2014-08-29,2003.3699951171875,2217.199951171875,15424.58984375,2068.5400390625,3172.6298828125,6819.7998046875,7954.35009765625,61288.0,5625.89990234375,15625.7001953125,24742.060546875,9436.26953125,9470.169921875,4381.0400390625
2014-09-05,2007.7099609375,2326.431884765625,15668.6796875,2049.409912109375,3275.25,6855.10009765625,8086.85009765625,60681.0,5598.7001953125,15569.900390625,25240.150390625,9407.9404296875,9747.01953125,4486.490234375
2014-09-12,1985.5400390625,2331.949951171875,15948.2900390625,2041.8599853515625,3235.070068359375,6807.0,8105.5,56928.0,5531.10009765625,15531.599609375,24595.3203125,9223.1796875,9651.1298828125,4441.7001953125
2014-09-19,2010.4000244140625,2329.450927734375,16321.169921875,2053.820068359375,3273.25,6837.89990234375,8121.4501953125,57789.0,5433.10009765625,15265.400390625,24306.16015625,9240.4501953125,9799.259765625,4461.22021484375
2014-09-26,1982.8499755859373,2347.718017578125,16229.8603515625,2031.6400146484373,3219.580078125,6649.39990234375,7968.85009765625,57212.0,5313.39990234375,15026.7998046875,23678.41015625,8989.8203125,9490.5498046875,4394.75
2014-10-03,1967.9000244140625,2363.8701171875,15708.650390625,1976.1600341796875,3133.3701171875,6527.89990234375,7945.5498046875,54540.0,5318.2001953125,14789.7998046875,23064.560546875,9106.2802734375,9195.6796875,4281.740234375
2014-10-10,1906.1300048828125,2374.5400390625,15300.5498046875,1940.9200439453125,2991.5,6340.0,7859.9501953125,55312.0,5188.2998046875,14227.400390625,23088.5390625,8966.4404296875,8788.8095703125,4073.7099609375
2014-10-17,1886.760009765625,2341.18408203125,14532.509765625,1900.6600341796875,2962.239990234375,6310.2998046875,7779.7001953125,55724.0,5271.7001953125,14227.7001953125,23023.2109375,8512.8798828125,8850.26953125,4033.179931640625
2014-10-24,1964.5799560546875,2302.280029296875,15291.6396484375,1925.68994140625,3030.3701171875,6388.7001953125,8014.5498046875,51941.0,5412.2001953125,14543.7998046875,23302.19921875,8646.009765625,8987.7998046875,4128.89990234375
2014-10-31,2018.050048828125,2420.177978515625,16413.759765625,1964.4300537109373,3113.320068359375,6546.5,8322.2001953125,54629.0,5526.60009765625,14613.2998046875,23998.060546875,8974.759765625,9326.8701171875,4233.08984375
2014-11-07,2031.9200439453125,2419.14599609375,16880.380859375,1939.8699951171875,3064.919921875,6567.2001953125,8337.0,53223.0,5549.10009765625,14690.7998046875,23550.240234375,8912.6201171875,9291.830078125,4189.89013671875
2014-11-14,2039.8199462890625,2479.18505859375,17490.830078125,1945.1400146484373,3059.989990234375,6654.39990234375,8389.900390625,51772.0,5454.2998046875,14843.099609375,24087.380859375,8982.8798828125,9252.9404296875,4202.4599609375
2014-11-21,2063.5,2487.111083984375,17357.509765625,1964.8399658203125,3194.219970703125,6750.7998046875,8477.349609375,56084.0,5304.2998046875,15111.099609375,23437.119140625,9091.5302734375,9732.5498046875,4347.22998046875
2014-11-28,2067.56005859375,2682.9189453125,17459.849609375,1980.780029296875,3250.929931640625,6722.60009765625,8588.25,54664.0,5313.0,14744.7001953125,23987.44921875,9187.150390625,9980.849609375,4390.18017578125
2014-12-05,2075.3701171875,2938.781005859375,17920.44921875,1986.6199951171875,3277.3798828125,6742.7998046875,8538.2998046875,51992.0,5335.2998046875,14473.7001953125,24002.640625,9206.5703125,10087.1201171875,4419.47998046875
2014-12-12,2002.3299560546875,2938.173095703125,17371.580078125,1921.7099609375,3067.320068359375,6300.60009765625,8224.099609375,48002.0,5219.60009765625,13731.099609375,23249.19921875,9027.330078125,9594.73046875,4108.93017578125
2014-12-19,2070.64990234375,3108.595947265625,17621.400390625,1929.97998046875,3141.280029296875,6545.2998046875,8225.2001953125,49651.0,5338.60009765625,14468.2998046875,23116.630859375,8999.51953125,9786.9599609375,4241.64990234375
2014-12-26,2088.77001953125,3157.60302734375,17818.9609375,1948.1600341796875,3184.659912109375,6609.89990234375,8200.7001953125,50145.0,5394.5,14609.2998046875,23349.33984375,9214.0703125,9922.1103515625,4295.85009765625
2015-01-02,2058.199951171875,3234.677001953125,17450.76953125,1926.43994140625,3139.43994140625,6547.7998046875,8395.4501953125,48512.0,5435.89990234375,14753.7001953125,23721.30078125,9307.259765625,9764.73046875,4252.2900390625
2015-01-09,2044.81005859375,3285.412109375,17197.73046875,1924.699951171875,3042.89990234375,6501.10009765625,8284.5,48840.0,5465.60009765625,14384.900390625,23919.94921875,9215.580078125,9648.5,4179.06982421875
2015-01-16,2019.4200439453125,3376.4951171875,16864.16015625,1888.1300048828125,3202.239990234375,6550.2998046875,8513.7998046875,49017.0,5299.2001953125,14309.400390625,24103.51953125,9138.2900390625,10167.76953125,4379.6201171875
2015-01-23,2051.820068359375,3351.763916015625,17511.75,1936.0899658203125,3382.550048828125,6832.7998046875,8835.599609375,48775.0,5501.7998046875,14779.400390625,24850.44921875,9470.9404296875,10649.580078125,4640.68994140625
2015-01-30,1994.989990234375,3210.363037109375,17674.390625,1949.260009765625,3351.43994140625,6749.39990234375,8808.900390625,46908.0,5588.2998046875,14673.5,24507.05078125,9361.91015625,10694.3203125,4604.25
2015-02-06,2055.469970703125,3075.906982421875,17648.5,1955.52001953125,3398.159912109375,6853.39990234375,8661.0498046875,48792.0,5820.2001953125,15083.900390625,24679.390625,9456.1796875,10846.3896484375,4691.02978515625
2015-02-13,2096.989990234375,3203.826904296875,17913.359375,1957.5,3447.590087890625,6873.5,8805.5,50636.0,5877.5,15264.7998046875,24682.5390625,9529.509765625,10963.400390625,4759.35986328125
2015-02-20,2110.300048828125,3246.906005859375,18332.30078125,1961.449951171875,3490.530029296875,6915.2001953125,8833.599609375,51238.0,5881.5,15172.2001953125,24832.080078125,9529.509765625,11050.6396484375,4830.89990234375
2015-02-27,2104.5,3310.302978515625,18797.939453125,1985.800048828125,3599.0,6946.7001953125,8844.599609375,51583.0,5928.7998046875,15234.2998046875,24823.2890625,9622.099609375,11401.66015625,4951.47998046875
2015-03-06,2071.260009765625,3241.18701171875,18971.0,2012.93994140625,3617.6201171875,6911.7998046875,8937.75,49981.0,5898.89990234375,14952.5,24164.0,9645.76953125,11550.9697265625,4964.35009765625
2015-03-13,2053.39990234375,3372.910888671875,19254.25,1985.7900390625,3656.2099609375,6740.60009765625,8647.75,48596.0,5814.5,14731.5,23823.2109375,9579.349609375,11901.6103515625,5010.4599609375
2015-03-20,2108.10009765625,3617.318115234375,19560.220703125,2037.239990234375,3726.070068359375,7022.5,8570.900390625,51967.0,5975.5,14942.400390625,24375.240234375,9749.6904296875,12039.3701171875,5087.490234375
2015-03-27,2061.02001953125,3691.095947265625,19285.630859375,2019.800048828125,3679.030029296875,6855.0,8341.400390625,50095.0,5919.89990234375,14812.400390625,24486.19921875,9503.7197265625,11868.330078125,5034.06005859375
2015-04-03,2066.9599609375,3863.928955078125,19435.080078125,2045.4200439453125,3715.27001953125,6833.5,8586.25,53123.0,5898.60009765625,15026.599609375,25275.640625,9600.3203125,11967.3896484375,5074.14013671875
2015-04-10,2102.06005859375,4034.31005859375,19907.630859375,2087.760009765625,3816.760009765625,7089.7998046875,8780.349609375,54214.0,5968.39990234375,15388.400390625,27272.390625,9617.7001953125,12374.73046875,5240.4599609375
2015-04-17,2081.179931640625,4287.2958984375,19652.880859375,2143.5,3674.050048828125,6994.60009765625,8606.0,53955.0,5877.89990234375,15360.599609375,27653.119140625,9570.9296875,11688.7001953125,5143.259765625
2015-04-24,2117.68994140625,4393.68603515625,20020.0390625,2159.800048828125,3713.9599609375,7070.7001953125,8305.25,56594.0,5933.2998046875,15408.2998046875,28060.98046875,9913.2802734375,11810.849609375,5201.4501953125
2015-05-01,2108.2900390625,4441.65478515625,19531.630859375,2127.169921875,3615.590087890625,6986.0,8181.5,56229.0,5814.39990234375,15339.7998046875,28133.0,9820.0498046875,11454.3798828125,5046.490234375
2015-05-08,2116.10009765625,4205.9169921875,19379.189453125,2085.52001953125,3649.47998046875,7046.7998046875,8191.5,57149.0,5634.60009765625,15170.0,27577.33984375,9692.0,11709.73046875,5090.39013671875
2015-05-15,2122.72998046875,4308.69091796875,19732.919921875,2106.5,3573.070068359375,6960.5,8262.349609375,57249.0,5735.5,15108.099609375,27822.279296875,9579.48046875,11447.0302734375,4993.81982421875
2015-05-22,2126.06005859375,4657.59619140625,20264.41015625,2146.10009765625,3679.139892578125,7031.7001953125,8458.9501953125,54377.0,5664.7001953125,15200.7998046875,27992.830078125,9638.7998046875,11815.009765625,5142.89013671875
2015-05-29,2107.389892578125,4611.744140625,20563.150390625,2114.800048828125,3570.780029296875,6984.39990234375,8433.650390625,52760.0,5777.2001953125,15014.099609375,27424.189453125,9701.0703125,11413.8203125,5007.89013671875
2015-06-05,2092.830078125,5023.09619140625,20460.900390625,2068.10009765625,3510.010009765625,6804.60009765625,8114.7001953125,52973.0,5498.5,14957.2001953125,27260.16015625,9340.1298828125,11197.150390625,4920.740234375
2015-06-12,2094.110107421875,5166.35009765625,20407.080078125,2052.169921875,3502.77001953125,6784.89990234375,7982.89990234375,53348.0,5545.2998046875,14741.2001953125,27280.5390625,9301.9296875,11196.490234375,4901.18994140625
2015-06-19,2109.989990234375,4478.36376953125,20174.240234375,2046.9599609375,3455.800048828125,6710.5,8224.9501953125,53749.0,5597.0,14653.099609375,26760.529296875,9218.3701171875,11040.099609375,4815.3701171875
2015-06-26,2101.489990234375,4192.873046875,20706.150390625,2090.260009765625,3621.3701171875,6753.7001953125,8381.099609375,54017.0,5545.89990234375,14808.099609375,26663.869140625,9462.5703125,11492.4296875,5059.169921875
2015-07-03,2076.780029296875,3686.9150390625,20539.7890625,2104.409912109375,3441.760009765625,6585.7998046875,8484.900390625,52519.0,5538.2998046875,14682.400390625,26064.109375,9358.23046875,11058.3896484375,4808.22021484375
2015-07-10,2076.6201171875,3877.802978515625,19779.830078125,2031.1700439453125,3528.81005859375,6673.39990234375,8360.5498046875,52591.0,5492.0,14411.099609375,24901.279296875,8914.1298828125,11315.6298828125,4903.06982421875
2015-07-17,2126.639892578125,3957.35205078125,20650.919921875,2076.7900390625,3670.340087890625,6775.10009765625,8609.849609375,52342.0,5670.10009765625,14642.7998046875,25415.26953125,9045.98046875,11673.419921875,5124.39013671875
2015-07-24,2079.64990234375,4070.907958984375,20544.529296875,2045.9599609375,3600.0,6579.7998046875,8521.5498046875,49246.0,5566.10009765625,14186.2001953125,25128.509765625,8767.8603515625,11347.4501953125,5057.35986328125
2015-07-31,2103.840087890625,3663.72607421875,20585.240234375,2030.1600341796875,3600.68994140625,6696.2998046875,8532.849609375,50865.0,5699.2001953125,14468.400390625,24636.279296875,8665.33984375,11308.990234375,5082.60986328125
2015-08-07,2077.570068359375,3744.205078125,20724.560546875,2010.22998046875,3637.800048828125,6718.5,8564.599609375,48577.0,5474.7998046875,14302.7001953125,24552.470703125,8442.2900390625,11490.830078125,5154.75
2015-08-14,2091.5400390625,3965.3349609375,20519.44921875,1983.4599609375,3491.030029296875,6550.7001953125,8518.5498046875,47508.0,5356.5,14277.900390625,23991.029296875,8305.6396484375,10985.1396484375,4956.47021484375
2015-08-21,1970.8900146484373,3507.743896484375,19435.830078125,1876.0699462890625,3247.260009765625,6187.7001953125,8299.9501953125,45720.0,5214.60009765625,13473.7001953125,22409.619140625,7786.919921875,10124.51953125,4630.990234375
2015-08-28,1988.8699951171875,3232.35009765625,19136.3203125,1937.6700439453125,3286.590087890625,6247.89990234375,8001.9501953125,47154.0,5263.60009765625,13865.099609375,21612.390625,8019.18017578125,10298.5302734375,4675.1298828125
2015-09-04,1921.219970703125,3160.1669921875,17792.16015625,1886.0400390625,3180.25,6042.89990234375,7655.0498046875,46498.0,5040.60009765625,13478.2998046875,20840.609375,8000.60009765625,10038.0400390625,4523.080078125
2015-09-11,1961.050048828125,3200.23388671875,18264.220703125,1941.3699951171875,3187.93994140625,6117.7998046875,7789.2998046875,46401.0,5071.10009765625,13461.5,21504.369140625,8305.8203125,10123.5595703125,4548.72021484375
2015-09-18,1958.030029296875,3097.9169921875,18070.2109375,1995.949951171875,3157.300048828125,6104.10009765625,7981.89990234375,47264.0,5170.5,13646.900390625,21920.830078125,8462.1396484375,9916.16015625,4535.85009765625
2015-09-25,1931.3399658203125,3092.346923828125,17880.509765625,1942.8499755859373,3113.159912109375,6109.0,7868.5,44831.0,5042.10009765625,13378.599609375,21186.3203125,8132.35009765625,9688.5302734375,4480.66015625
2015-10-02,1951.3599853515625,3052.781005859375,17725.130859375,1969.6800537109373,3088.179931640625,6130.0,7950.89990234375,47033.0,5052.0,13339.7001953125,21506.08984375,8305.0302734375,9553.0703125,4458.8798828125
2015-10-09,2014.8900146484373,3183.152099609375,18438.669921875,2019.530029296875,3250.31005859375,6416.2001953125,8189.7001953125,49338.0,5279.7001953125,13964.400390625,22458.80078125,8445.9599609375,10096.599609375,4701.39013671875
2015-10-16,2033.1099853515625,3391.35205078125,18291.80078125,2030.260009765625,3264.929931640625,6378.0,8238.150390625,47236.0,5268.2001953125,13838.099609375,23067.369140625,8604.9501953125,10104.4296875,4702.7900390625
2015-10-23,2075.14990234375,3412.43408203125,18825.30078125,2040.4000244140625,3425.81005859375,6444.10009765625,8295.4501953125,47597.0,5351.60009765625,13953.7001953125,23151.939453125,8673.8095703125,10794.5400390625,4923.64013671875
2015-10-30,2079.360107421875,3382.56103515625,19083.099609375,2029.469970703125,3418.22998046875,6361.10009765625,8065.7998046875,45869.0,5239.39990234375,13529.2001953125,22640.0390625,8554.3095703125,10850.1396484375,4897.66015625
2015-11-06,2099.199951171875,3590.031982421875,19265.599609375,2041.0699462890625,3468.2099609375,6353.7998046875,7954.2998046875,46919.0,5215.0,13553.2998046875,22867.330078125,8693.5703125,10988.0302734375,4984.14990234375
2015-11-13,2023.0400390625,3580.839111328125,19596.91015625,1973.2900390625,3360.64990234375,6118.2998046875,7762.25,46517.0,5051.2998046875,13075.400390625,22396.140625,8329.5,10708.400390625,4807.9501953125
2015-11-20,2089.169921875,3630.5,19879.810546875,1989.8599853515625,3452.449951171875,6334.60009765625,7856.5498046875,48139.0,5256.10009765625,13433.5,22754.720703125,8465.4501953125,11119.830078125,4910.97021484375
2015-11-27,2090.110107421875,3436.302978515625,19883.939453125,2028.989990234375,3488.989990234375,6375.2001953125,7942.7001953125,45873.0,5202.60009765625,13368.2001953125,22068.3203125,8398.400390625,11293.759765625,4930.14013671875
2015-12-04,2091.68994140625,3524.991943359375,19504.48046875,1974.4000244140625,3330.75,6238.2998046875,7781.89990234375,45361.0,5151.60009765625,13358.7998046875,22235.890625,8398.599609375,10752.099609375,4714.7900390625
2015-12-11,2012.3699951171875,3434.5810546875,19230.48046875,1948.6199951171875,3203.2099609375,5952.7998046875,7610.4501953125,45263.0,5029.5,12790.0,21464.05078125,8115.89013671875,10340.0595703125,4549.56005859375
2015-12-18,2005.550048828125,3578.964111328125,18986.80078125,1975.3199462890625,3260.719970703125,6052.39990234375,7761.9501953125,43911.0,5106.7001953125,13024.2998046875,21755.560546875,8257.3203125,10608.1904296875,4625.259765625
2015-12-25,2060.989990234375,3628.0009765625,18769.060546875,1990.6500244140625,3284.469970703125,6254.60009765625,7861.0498046875,44015.0,5207.60009765625,13309.7998046875,22138.130859375,8363.2802734375,10727.6396484375,4663.18017578125
2016-01-01,2043.93994140625,3539.181884765625,19033.7109375,1961.31005859375,3267.52001953125,6242.2998046875,7946.35009765625,43350.0,5295.89990234375,13010.0,21914.400390625,8338.0595703125,10743.009765625,4637.06005859375
2016-01-08,1922.030029296875,3186.412109375,17697.9609375,1917.6199951171875,3033.469970703125,5912.39990234375,7601.35009765625,40612.0,4990.7998046875,12445.5,20453.7109375,7893.97021484375,9849.33984375,4333.759765625
2016-01-15,1880.3299560546875,2900.969970703125,17147.109375,1878.8699951171875,2952.47998046875,5804.10009765625,7437.7998046875,38569.0,4892.7998046875,12073.5,19520.76953125,7762.009765625,9545.26953125,4210.16015625
2016-01-22,1906.9000244140625,2916.56201171875,16958.529296875,1879.4300537109373,3023.2099609375,5900.0,7422.4501953125,38031.0,4916.0,12389.599609375,19080.509765625,7756.18017578125,9764.8798828125,4336.68994140625
2016-01-29,1940.239990234375,2737.60009765625,17518.30078125,1912.06005859375,3045.090087890625,6083.7998046875,7563.5498046875,40406.0,5005.5,12822.099609375,19683.109375,8080.60009765625,9798.1103515625,4417.02001953125
2016-02-05,1880.050048828125,2763.491943359375,16819.58984375,1917.7900390625,2879.389892578125,5848.10009765625,7489.10009765625,40592.0,4976.2001953125,12764.0,19288.169921875,8063.0,9286.23046875,4200.669921875
2016-02-12,1864.780029296875,2763.491943359375,14952.6103515625,1835.280029296875,2756.159912109375,5707.60009765625,6980.9501953125,39808.0,4765.2998046875,12381.2001953125,18319.580078125,8063.0,8967.509765625,3995.06005859375
2016-02-19,1917.780029296875,2860.02099609375,15967.169921875,1916.239990234375,2871.050048828125,5950.2001953125,7210.75,41543.0,4952.7998046875,12813.400390625,19285.5,8325.0400390625,9388.0498046875,4223.0400390625
2016-02-26,1948.050048828125,2767.2099609375,16188.41015625,1920.1600341796875,2929.159912109375,6096.0,7029.75,41593.0,4880.0,12797.7998046875,19364.150390625,8411.16015625,9513.2998046875,4314.56982421875
2016-03-04,1999.989990234375,2874.14697265625,17014.779296875,1955.6300048828125,3037.35009765625,6199.39990234375,7485.35009765625,49085.0,5090.0,13212.5,20176.69921875,8643.5498046875,9824.169921875,4456.6201171875
2016-03-11,2022.18994140625,2810.306884765625,16938.869140625,1971.4100341796875,3073.800048828125,6139.7998046875,7510.2001953125,49639.0,5166.39990234375,13522.0,20199.599609375,8706.1396484375,9831.1298828125,4492.7900390625
2016-03-18,2049.580078125,2955.14990234375,16724.810546875,1992.1199951171875,3059.77001953125,6189.60009765625,7604.35009765625,50815.0,5183.10009765625,13497.099609375,20671.630859375,8810.7099609375,9950.7998046875,4462.509765625
2016-03-25,2035.93994140625,2979.1259765625,17002.75,1983.81005859375,2986.72998046875,6106.5,7716.5,49657.0,5084.2001953125,13358.099609375,20345.609375,8704.9697265625,9851.349609375,4329.68017578125
2016-04-01,2072.780029296875,3009.530029296875,16164.16015625,1973.5699462890625,2953.280029296875,6146.10009765625,7713.0498046875,50562.0,4999.39990234375,13440.400390625,20498.919921875,8657.5498046875,9794.6396484375,4322.240234375
2016-04-08,2047.5999755859373,2984.9580078125,15821.51953125,1972.050048828125,2911.97998046875,6204.39990234375,7555.2001953125,50293.0,4937.60009765625,13396.7001953125,20370.400390625,8541.5,9622.259765625,4303.1201171875
2016-04-15,2080.72998046875,3078.116943359375,16848.029296875,2014.7099609375,3054.340087890625,6343.7998046875,7850.4501953125,53228.0,5157.5,13637.2001953125,21316.470703125,8700.3896484375,10051.5703125,4495.169921875
2016-04-22,2091.580078125,2959.239990234375,17572.490234375,2015.489990234375,3141.1201171875,6310.39990234375,7899.2998046875,52908.0,5236.39990234375,13874.0,21467.0390625,8535.75,10373.490234375,4569.66015625
2016-04-29,2065.300048828125,2938.323974609375,16666.05078125,1994.1500244140625,3028.2099609375,6241.89990234375,7849.7998046875,53911.0,5252.2001953125,13951.5,21067.05078125,8377.900390625,10038.9697265625,4428.9599609375
2016-05-06,2057.139892578125,2913.248046875,16106.7197265625,1976.7099609375,2936.840087890625,6125.7001953125,7733.4501953125,51718.0,5292.0,13701.5,20109.869140625,8146.43017578125,9869.9501953125,4301.240234375
2016-05-13,2046.6099853515625,2827.10888671875,16412.2109375,1966.989990234375,2956.6298828125,6138.5,7814.89990234375,51804.0,5329.0,13748.599609375,19719.2890625,8053.68994140625,9952.900390625,4319.990234375
2016-05-20,2052.320068359375,2825.48291015625,16736.349609375,1947.6700439453125,2962.159912109375,6156.2998046875,7749.7001953125,49723.0,5351.2998046875,13919.599609375,19852.19921875,8131.259765625,9916.01953125,4353.89990234375
2016-05-27,2099.06005859375,2821.0458984375,16834.83984375,1969.1700439453125,3078.47998046875,6270.7998046875,8156.64990234375,49051.0,5405.89990234375,14105.2001953125,20576.76953125,8463.6103515625,10286.3095703125,4514.740234375
2016-06-03,2099.1298828125,2938.681884765625,16642.23046875,1985.8399658203125,2997.550048828125,6209.60009765625,8220.7998046875,50619.0,5318.89990234375,14226.7998046875,20947.240234375,8587.3603515625,10103.259765625,4421.77978515625
2016-06-10,2096.070068359375,2927.158935546875,16601.359375,2017.6300048828125,2911.110107421875,6115.7998046875,8170.0498046875,49422.0,5312.60009765625,14037.5,21042.640625,8715.48046875,9834.6201171875,4306.72021484375
2016-06-17,2071.219970703125,2885.10498046875,15599.66015625,1953.4000244140625,2849.169921875,6021.10009765625,8170.2001953125,49534.0,5162.7001953125,13901.7998046875,20169.98046875,8568.080078125,9631.3603515625,4193.830078125
2016-06-24,2037.4100341796875,2854.285888671875,14952.01953125,1925.239990234375,2776.090087890625,6138.7001953125,8088.60009765625,50105.0,5113.2001953125,13891.900390625,20259.130859375,8476.990234375,9557.16015625,4106.72998046875
2016-07-01,2102.949951171875,2932.47607421875,15682.48046875,1987.3199462890625,2883.06005859375,6577.7998046875,8328.349609375,52233.0,5246.60009765625,14064.5,20794.369140625,8738.240234375,9776.1201171875,4273.9599609375
2016-07-08,2129.89990234375,2988.093994140625,15106.98046875,1963.0999755859373,2838.010009765625,6590.60009765625,8323.2001953125,53141.0,5230.5,14259.7998046875,20564.169921875,8640.91015625,9629.66015625,4190.68017578125
2016-07-15,2161.739990234375,3054.2958984375,16497.849609375,2017.260009765625,2958.64990234375,6669.2001953125,8541.400390625,55578.0,5429.60009765625,14482.400390625,21659.25,8949.849609375,10066.900390625,4372.509765625
2016-07-22,2175.030029296875,3012.81591796875,16627.25,2010.3399658203125,2972.22998046875,6730.5,8541.2001953125,57002.0,5498.2001953125,14600.7001953125,21964.26953125,9013.1396484375,10147.4599609375,4381.10009765625
2016-07-29,2173.60009765625,2979.339111328125,16569.26953125,2016.18994140625,2990.760009765625,6724.39990234375,8638.5,57308.0,5562.2998046875,14582.7001953125,21891.369140625,8984.41015625,10337.5,4439.81005859375
2016-08-05,2182.8701171875,2976.696044921875,16254.4501953125,2017.93994140625,2973.7099609375,6793.5,8683.150390625,57661.0,5497.39990234375,14648.7998046875,22146.08984375,9092.1201171875,10367.2099609375,4410.5498046875
2016-08-12,2184.050048828125,3050.6669921875,16919.919921875,2050.469970703125,3044.93994140625,6916.0,8592.150390625,58298.0,5530.89990234375,14747.5,22766.91015625,9150.3896484375,10713.4296875,4500.18994140625
2016-08-19,2183.8701171875,3108.10205078125,16545.8203125,2056.239990234375,2968.199951171875,6859.0,8666.900390625,59099.0,5526.7001953125,14687.5,22937.220703125,9034.26953125,10544.3603515625,4400.52001953125
2016-08-26,2169.0400390625,3070.30908203125,16360.7099609375,2037.5,3010.360107421875,6838.10009765625,8572.5498046875,57716.0,5515.5,14639.900390625,22909.5390625,9131.7197265625,10587.76953125,4441.8701171875
2016-09-02,2179.97998046875,3067.35205078125,16925.6796875,2038.31005859375,3079.739990234375,6894.60009765625,8809.650390625,59616.0,5372.7998046875,14795.7001953125,23266.69921875,8987.5498046875,10683.8203125,4542.169921875
2016-09-09,2127.81005859375,3078.85498046875,16965.759765625,2037.8699951171875,3053.199951171875,6777.0,8866.7001953125,58000.0,5339.2001953125,14540.0,24099.69921875,9164.8798828125,10573.4404296875,4491.39990234375
2016-09-16,2139.159912109375,3002.84912109375,16519.2890625,1999.3599853515625,2935.25,6710.2998046875,8779.849609375,57080.0,5296.7001953125,14450.7001953125,23335.58984375,8902.2998046875,10276.169921875,4332.4501953125
2016-09-23,2164.68994140625,3033.89599609375,16754.01953125,2054.070068359375,3032.31005859375,6909.39990234375,8831.5498046875,58697.0,5431.2998046875,14697.900390625,23686.48046875,9284.6201171875,10626.9697265625,4488.68994140625
2016-09-30,2168.27001953125,3004.702880859375,16449.83984375,2043.6300048828125,3002.239990234375,6899.2998046875,8611.150390625,58367.0,5435.89990234375,14725.900390625,23297.150390625,9166.849609375,10511.01953125,4448.259765625
2016-10-07,2153.739990234375,3004.702880859375,16860.08984375,2053.800048828125,3000.570068359375,7044.39990234375,8697.599609375,61109.0,5467.39990234375,14566.2998046875,23851.8203125,9265.8095703125,10490.8603515625,4449.91015625
2016-10-14,2132.97998046875,3063.80908203125,16856.369140625,2022.6600341796875,3025.18994140625,7013.60009765625,8583.400390625,61767.0,5434.0,14585.0,23233.310546875,9165.169921875,10580.3798828125,4470.919921875
2016-10-21,2141.159912109375,3090.94091796875,17184.58984375,2033.0,3077.64990234375,7020.5,8693.0498046875,64108.0,5430.2998046875,14939.0,23374.400390625,9306.5703125,10710.73046875,4536.06982421875
2016-10-28,2126.409912109375,3104.27001953125,17446.41015625,2019.4200439453125,3079.239990234375,6996.2998046875,8638.0,64308.0,5283.7998046875,14785.2998046875,22954.810546875,9306.919921875,10696.1904296875,4548.580078125
