组合,γ*预测%,实际超额pp,再平衡x,死拿x,平均相关性,平均波动%,赢家集中度,MDD,年数
"['COP', 'MARA', 'WULF', '2_HK']",24.871539418276146,-14.122229790668882,1.6734767069489014,10.439652316633843,0.1749803087799826,65.50106748680582,1.3513642578032965,-0.6770790302152359,14.333333333333334
"['ON', 'MCHP', 'ENPH', 'PLUG']",23.136959389994246,-14.62492597639866,4.713565850806775,28.241375448986656,0.29635743893975725,72.23951723958855,1.7093494534488183,-0.8271722585026249,14.5
"['NTES', 'CCJ', 'PLUG', 'MARA']",32.51007562858323,-14.815329992210113,4.096834410501547,25.21764662250279,0.17157721033882414,81.26898053930292,3.172878537076417,-0.8299432066718511,14.416666666666666
"['FDX', 'PSX', 'PLUG', 'MARA']",31.992136412642985,-14.928646718153438,3.7055426403853704,23.387902205132267,0.1927206444259667,79.55777097360391,2.8028250900734686,-0.8772841844588221,14.416666666666666
"['XLI', 'BA', 'PLUG', 'MARA']",31.610290810809698,-15.510077427682646,2.3621651386374665,16.87442655093713,0.29111716853098474,77.44414027388922,2.1149903593057555,-0.8879532157717727,14.416666666666666
"['CCL', 'GOLD', 'CLF', 'PLUG']",22.51937420454116,-15.518108410730648,0.6891640695815016,8.024545994965974,0.1262788109751086,72.0168591896737,2.5113122251073072,-0.8759198743638502,16.666666666666668
"['JNJ', 'PLUG', 'MSTR', 'MARA']",35.225181065016585,-15.583151061005363,3.7460458903889453,25.466493063308015,0.1613525962331195,86.71434697796388,3.026633559537682,-0.8307395976231204,14.416666666666666
"['ADBE', 'ENPH', 'PLUG', '1211_HK']",23.20579979611478,-15.767131658196586,6.51872014708253,42.782156279663376,0.15686822205178924,70.66544816548,1.807600323219962,-0.74846503520664,14.5
"['ABT', 'OXY', 'PLUG', 'WULF']",22.472710918336062,-15.917241548195694,2.1689439136089126,16.240269243552692,0.09603525343703101,68.41596568203288,1.7156760524624646,-0.8962460918927927,14.333333333333334
"['PNC', 'PLUG', 'T', 'MARA']",31.02102570890301,-16.074687260048126,1.654551315539224,13.24790578541253,0.13455379520395058,74.96166519400667,2.6614584986066676,-0.9158404552417219,14.416666666666666
"['MCHI', 'PLUG', 'CMCSA', 'MARA']",31.07404423830287,-16.760041998009466,1.2470299324407146,11.281401158159264,0.16376763926692714,74.826443884808,1.2811266709170672,-0.9212705320049012,14.416666666666666
"['WEAT', 'PLUG', 'MARA', '291_HK']",31.34469205756328,-16.963971960166326,0.9014057197840494,8.761191976374228,0.03224079903990832,76.90625570304402,2.0281895101714422,-0.9498130254585698,14.416666666666666
"['DBA', 'PLUG', 'MARA', '2601_HK']",30.874493377004146,-17.211412358507626,1.172503338842037,11.306522035233378,0.07744895709453249,73.152349401452,1.2497897203844377,-0.9399807026362836,14.416666666666666
"['OXY', 'PLUG', 'MARA', '2_HK']",32.06989293599014,-17.46273008817043,1.037091424356162,10.50012374421566,0.15826982402767628,77.26859660008752,1.5461981090815302,-0.9480003272058458,14.416666666666666
"['SQM', 'PLUG', 'MARA', '1929_HK']",32.403621826806535,-17.745885441910513,1.2257486177264205,12.530224018327262,0.1563254453174231,81.19799611728244,1.1621854992305445,-0.9469978806482027,14.416666666666666
"['EWG', 'UEC', 'PLUG', 'WULF']",25.449929723664,-18.9832743163755,3.040063076439689,30.92238606141305,0.14210924563165425,74.62112693271912,2.4278455747395684,-0.9100052826949658,14.333333333333334
