N,波动档,权重,触发,信号,净CAGR,超额,波动,回撤,夏普,过20占比
4,55,RP,月历,NONE,23.048979300029238,2.303872523288042,25.780508845374506,-37.027766887845544,0.8874456521841891,66.66666666666666
6,45,RP,月历,ADAPT,23.039135541994305,1.1851321208285137,24.50037921603152,-35.06664869337679,0.9270713677992546,66.66666666666666
6,55,IV,月历,ADAPT,22.965492626722515,2.3775643106626942,23.160934329186667,-30.21606269636284,0.9779253709103164,89.28571428571429
4,55,RP,BAND10,NONE,22.91379458440863,2.2262690492486525,25.997194718877886,-37.79579553039926,0.8741114283659186,66.66666666666666
8,45,IV,BAND10,NONE,22.899776886254067,0.23025416435487056,21.60525926102828,-33.76876280643283,1.0491215337735402,70.0
6,45,EW,BAND10,ADAPT,22.892026017798173,1.0263577138454716,24.262460860727426,-35.28223807413745,0.9135666272197973,63.33333333333333
4,55,IV,月历,ADAPT,22.837962832971947,2.433200697932014,25.138841213008693,-34.153439329179506,0.9114724744884193,76.66666666666667
4,55,IV,BAND10,ADAPT,22.676317235830723,2.6319449497828273,25.346475203912462,-35.14634865351756,0.8945836494191758,73.33333333333333
8,45,EW,BAND10,NONE,22.656250584046735,0.8074799025927337,22.15150658893421,-32.34627791256574,1.0441596250457663,73.33333333333333
8,45,RP,月历,NONE,22.53138491151504,1.1419104943542036,22.35926700073437,-32.04163788833375,1.0909466398085952,83.33333333333334
6,45,IV,BAND10,NONE,22.5270337749793,0.8083720121953686,22.958164094412453,-34.78525413797799,0.9105441920292066,56.666666666666664
6,45,EW,BAND10,NONE,22.516323093202118,1.4943669953413452,23.42420484927033,-34.74284173276402,0.8682829975140299,56.666666666666664
6,55,RP,月历,ADAPT,22.485685220842335,1.5833045763494757,23.23192115559929,-29.74366962452244,0.9531785942559394,78.57142857142857
6,45,EW,月历,NONE,22.435524030960906,2.091553603513341,23.641236819025977,-33.59274133997513,0.9233718370039345,56.666666666666664
6,45,RP,BAND10,ADAPT,22.32509420120473,0.38044486685334666,24.646102272854932,-36.50111667177583,0.8971276460377042,63.33333333333333
4,55,RP,月历,ADAPT,22.22853217105687,1.8579371128760735,25.549872279657656,-35.18247334279272,0.8655020288746713,63.33333333333333
6,45,IV,月历,ADAPT,22.179737187976976,1.5928021555299154,23.302574650647756,-32.97319890656642,0.9416636603062054,66.66666666666666
6,45,IV,BAND10,ADAPT,22.11532679732585,1.32712745450132,23.314507481353775,-34.78525413797799,0.9053280650251978,56.666666666666664
8,45,IV,月历,NONE,21.824049450831673,0.5206819059241252,21.153849779866775,-30.658176766361112,1.0836055901297303,70.0
6,45,IV,月历,NONE,21.769776596415756,1.2571306350949718,22.928756865570485,-32.97319890656642,0.9213410799231077,60.0
4,55,RP,BAND10,ADAPT,21.278894412727002,1.4317070482581018,25.674219913399728,-36.630098741829556,0.8458466890083327,60.0
6,55,RP,BAND10,ADAPT,21.233574995734095,1.0359513857646219,23.270101365631323,-31.086466430031273,0.9235467612971369,71.42857142857143
4,45,EW,月历,ADAPT,20.79098757407222,1.4132133082372933,27.125122690348018,-35.2283791536418,0.7838568666859964,56.666666666666664
4,45,EW,BAND10,NONE,20.701284078242608,2.272343668818777,25.576670965332248,-36.67243418904124,0.8251969158090731,53.333333333333336
8,35,RP,月历,NONE,20.64494026283653,1.776007162327764,19.461123885980683,-29.274631570803816,1.0715160267884851,53.333333333333336
8,35,EW,月历,NONE,20.64494026283653,1.7518520276926242,19.481327931915814,-29.274631570803816,1.07883050579501,53.333333333333336
4,45,EW,月历,NONE,20.327023818151027,2.4694102143925534,25.810239511175283,-36.174998229081595,0.8332184618863666,53.333333333333336
6,35,EW,BAND10,NONE,20.31741976321738,2.255175494174888,20.947830972562574,-29.83941952260408,0.9306507164544336,53.333333333333336
4,45,IV,BAND10,ADAPT,20.14707174875616,1.92606943103788,25.344821829509122,-34.054149639964514,0.8305180472112234,53.333333333333336
4,45,IV,月历,ADAPT,20.133099687327203,1.5459202778326797,25.608743703175634,-35.46449321243858,0.8337599036689034,53.333333333333336
4,45,EW,BAND10,ADAPT,20.040321428761263,1.7323246651489432,26.924396135892948,-36.127637954927536,0.7690496169982859,50.0
4,45,IV,BAND10,NONE,20.0001081427004,2.023503972513885,24.58287707796342,-37.9737902278521,0.7872625320118403,50.0
8,35,RP,BAND10,NONE,19.946790186711084,1.5073266993325007,19.558095841288377,-29.2721236829404,1.0303856459678522,46.666666666666664
8,35,EW,月历,ADAPT,19.93286512798035,2.4965295967367185,20.39203523258321,-29.753340808432945,1.0578708353515318,50.0
8,35,RP,月历,ADAPT,19.905817522533752,1.964725141768764,20.39203523258321,-29.753340808432945,1.053613858922211,50.0
4,45,IV,月历,NONE,19.900514212119546,2.0251087891863473,24.25322347400173,-35.94797024372063,0.8044072018635491,43.333333333333336
8,35,IV,月历,ADAPT,19.892945340924218,0.8708875807914795,18.49202603460116,-27.23730741984876,1.0619126449055067,50.0
8,35,RP,BAND10,ADAPT,19.748559656194765,1.8931766419028384,20.317736868229403,-29.91665995023115,1.0171784166309785,50.0
8,35,EW,BAND10,NONE,19.716668534395644,1.564651410876161,19.558095841288377,-29.13375936365462,1.0303856459678522,43.333333333333336
4,45,RP,月历,ADAPT,19.6900871744257,0.6423411399692047,25.385318483063237,-38.34378824313947,0.7634235330412193,43.333333333333336
6,35,EW,BAND10,ADAPT,19.48976360435475,1.461256275928069,21.19920271402792,-33.02145862295505,0.8805406758139278,40.0
8,35,EW,BAND10,ADAPT,19.37574689624455,1.886777199299483,20.367031887742982,-29.84507936995977,1.0311696012117313,46.666666666666664
4,45,RP,月历,NONE,19.11687888134589,-0.21693772538704525,25.08804544759139,-38.632012936032936,0.7639080689103093,40.0
4,45,RP,BAND10,ADAPT,19.08282764582845,0.12764057880836344,25.381105758106294,-37.71035766892289,0.7596146148684735,40.0
8,35,IV,月历,NONE,19.01577227170911,1.3480406960175384,17.919879204250968,-27.471726009597944,1.0757710738858584,40.0
6,35,EW,月历,NONE,18.99063182663223,2.3501412083550055,20.833130471223704,-31.31849341188432,0.9141228554836516,46.666666666666664
6,35,EW,月历,ADAPT,18.90261641021248,1.872510395174054,20.930748195092892,-32.52529142806941,0.8746942015028432,46.666666666666664
4,45,RP,BAND10,NONE,18.84875635737545,0.5551348558974434,25.180312324191977,-38.373835320582174,0.7729401848827508,36.666666666666664
6,35,RP,BAND10,NONE,18.830356769787137,1.3459465854009922,20.897387497167486,-30.011064921872673,0.878725195354285,43.333333333333336
8,35,IV,BAND10,ADAPT,18.73387606043493,0.7995159548828901,18.83904731641492,-27.229325528467605,1.0333979417634107,30.0
4,35,EW,月历,ADAPT,18.521731750640782,1.8213580284963338,24.551237725465995,-35.990443465520514,0.7722807511841572,43.333333333333336
4,35,EW,月历,NONE,18.491983684045856,2.4982179461098486,24.085884162654303,-34.78636811522561,0.7964895927711333,36.666666666666664
6,35,RP,月历,ADAPT,18.49050245694438,1.212345973574691,21.26212685304499,-31.40143995006721,0.8204230834490946,50.0
4,35,EW,BAND10,NONE,18.454135374341405,2.0783468978842867,24.261118299552876,-34.630786333280525,0.7820370467612631,36.666666666666664
4,35,EW,BAND10,ADAPT,18.409469707705163,2.3095727028622504,24.587068764561995,-36.63084574441553,0.7803863653736016,46.666666666666664
8,35,IV,BAND10,NONE,18.311236032272028,1.0175386105976791,18.217184896892256,-28.06683215071267,1.057416271428953,40.0
6,35,RP,月历,NONE,18.269846422395343,1.24659589921996,20.910749658050705,-30.815086554341914,0.8851834471904756,46.666666666666664
4,35,IV,BAND10,NONE,18.129478237767472,0.6741219509546204,21.883852004836836,-33.571278774624375,0.7746696126957562,36.666666666666664
4,35,RP,月历,ADAPT,18.126098193517816,0.7554178442097048,23.910199979318044,-37.799044575522075,0.687298304836831,33.33333333333333
4,35,IV,月历,ADAPT,18.02815292245541,1.2254455902451,21.91225811828607,-33.013052916809414,0.8100666856930976,33.33333333333333
6,35,RP,BAND10,ADAPT,17.963329401972274,0.7487875248901488,21.37403830880865,-32.14692201242371,0.8522590882562203,43.333333333333336
6,35,IV,BAND10,ADAPT,17.95989800114536,0.3934254560133965,19.362518262097325,-30.41624696385203,0.9088072962961387,33.33333333333333
6,35,IV,BAND10,NONE,17.800572964179075,0.7004780751353468,19.23159467958125,-29.12108171423958,0.9274795853500222,36.666666666666664
4,35,IV,BAND10,ADAPT,17.775057028975404,1.3717838336528065,22.301354447626935,-34.954177702167904,0.782612103287528,33.33333333333333
6,35,IV,月历,ADAPT,17.393953313556885,0.27594536063169084,19.31478012181793,-30.799802634258167,0.8762251068419729,33.33333333333333
4,35,IV,月历,NONE,17.36909277001434,1.4593384260124909,21.834737029364707,-32.844567356107774,0.8147824776124726,36.666666666666664
4,35,RP,BAND10,ADAPT,17.024448611724473,-0.03097071094378956,23.97483284286475,-38.88374425551984,0.6911013632909837,30.0
6,35,IV,月历,NONE,16.983564784314986,0.9320322487910815,19.05154486243108,-29.00435347041122,0.9190428335129878,30.0
4,35,RP,月历,NONE,16.96061033335419,1.1276070344541367,23.436877385861465,-39.11046039032367,0.7580831580024243,33.33333333333333
4,35,RP,BAND10,NONE,16.72136805727755,0.23958306675191388,23.44895228221758,-39.24683487304486,0.7359812419062545,26.666666666666668
