,sh688981,sz002049,sh603501,sz300782,sh688012,sh688008,sz300661,sh603986,sz002185,sh600584,sz002156,sz300223,sh688521,sz300373,sh688036,sz002415,sz002236,sh600745,sz002475,sz002241,sh603160,sz300750,sz002594,sz300124,sh688599,sz002459,sh601012,sz300274,sh688223,sz002460,sh603799,sz002466,sh600438,sz300316,sh688390,sz300827,sh605117,sz002812,sh688567,sh600276,sz300760,sh600196,sz300347,sh603259,sz300759,sh688180,sz300142,sh600521,sz002422,sh688185,sz300601,sh603087,sz300529,sh688399,sh600893,sz000768,sh600760,sz002179,sh600038,sz300699,sh600967,sz002013,sh600519,sz000858,sh600887,sh603288,sz000651,sz000333,sh600690,sz002714,sh600298,sh600809,sz000568,sh600132,sh603833,sz002572,sh600111,sh601899,sh600362,sh601600,sz000933,sh600188,sh601088,sh600028,sh601857,sz000983,sh600585,sz002001,sh600309,sz000792,sh603993,sz000630,sh601168,sz002128,sz000001,sh600036,sh601318,sh600030,sh601166,sz000776,sh600837,sh600000,sz300059,sh600570,sz002230,sh601688,sh601788,sz002736,sh601633,sh600104,sh601127,sh600066,sh600031,sz002008,sh601766,sz300450,sh600150,sz002050,sh601100,sz002472,sz002027,sh600637,sz300413,sh603000,sz002739,sh600845,sz300454,sh688111,sz300496,sh600588,sz002410,sh600346,sz002648,sh603260,sz002064,sh600426,sh688065,sz002497,sh600900,sh601985,sz003035,sh600025
2017-12-29,,197.057,41.77,,,,94.2,,77.301,101.069,36.216,74.898,,151.296,,723.1,938.072,76.611,351.648,382.82,97.34,,65.645,435.815,,15.844,198.033,122.992,,433.075,80.33,340.859,116.242,140.362,,,,103.636,,1820.259,,461.624,285.44,,,,257.787,362.357,153.814,,47.31,,32.08,,85.903,147.464,174.387,227.365,122.234,65.54,59.5,197.417,4125.855,1176.748,2068.143,200.488,4653.024,219.113,533.783,215.205,223.294,186.498,1534.211,91.171,118.05,606.4,278.514,7.995,29.102,,106.297,35.785,31.89,14.076,10.535,60.119,98.84,491.198,,120.185,21.35,93.028,9.28,27.598,2061.13,121.945,147.876,87.422,62.796,90.336,275.658,129.545,341.784,610.301,513.924,19.36,16.214,11.85,38.83,223.333,20.41,706.053,384.387,557.693,13.062,343.9,,130.985,42.108,47.968,142.32,38.11,30.067,45.21,,75.451,,,127.089,457.31,232.368,79.583,69.164,56.74,53.478,125.174,,83.19,34.028,7.55,,5.3
2018-01-05,,197.907,43.9,,,,91.0,,75.338,99.86,35.919,74.814,,144.146,,737.14,974.472,72.928,357.75,381.74,97.43,,64.975,425.48,,16.078,207.375,118.91,,433.975,91.05,366.784,123.326,134.62,,,,92.606,,1855.36,,445.713,288.0,,,,282.217,356.921,157.654,,46.78,,32.15,,84.814,149.523,180.116,228.049,123.784,66.88,59.693,196.334,4355.862,1215.609,2143.285,202.864,5037.828,228.6,537.466,219.085,228.904,190.993,1575.506,96.37,124.51,640.0,279.251,8.055,29.078,,110.499,38.465,32.38,15.623,11.035,61.417,108.8,532.659,,125.165,22.19,92.405,9.34,28.389,2061.13,126.139,149.696,90.581,63.475,93.098,282.896,130.403,344.658,631.747,538.108,20.67,16.594,12.04,41.59,222.648,20.57,714.186,404.288,581.203,13.632,376.96,,140.855,49.593,48.248,139.47,38.973,32.077,46.53,,78.708,,,128.574,466.363,246.631,87.645,75.924,56.87,56.182,136.705,,84.27,34.763,7.62,,5.22
2018-01-12,,187.377,43.21,,,,82.27,,73.91,97.442,36.703,72.422,,129.696,,791.86,982.472,72.833,349.415,368.348,97.01,,67.675,406.963,,15.623,199.383,111.069,,421.375,91.72,349.959,118.542,127.624,,,,89.516,,1967.736,,471.112,276.0,,,,289.237,349.404,164.014,,45.58,,29.9,,83.569,147.207,175.046,219.494,115.397,62.69,56.605,195.071,4637.588,1336.217,2227.517,212.404,5536.784,239.25,603.764,239.605,228.64,193.611,1635.334,96.714,129.26,626.24,282.935,8.07,29.017,,106.583,39.705,33.08,15.773,11.195,61.816,105.53,558.84,,133.814,23.63,91.781,9.66,27.679,2098.764,131.614,156.736,92.403,65.837,94.709,282.339,132.289,349.1,671.814,562.808,21.86,16.484,12.14,41.08,234.005,20.34,698.683,394.72,611.712,13.102,363.04,,142.883,49.563,45.44,137.111,38.951,30.007,47.09,,80.203,,,118.372,493.718,242.983,91.2,76.244,59.37,54.934,133.746,,79.71,35.236,7.55,,4.82
2018-01-19,,162.996,38.6,,,,83.2,,69.716,88.738,31.565,69.822,,125.046,,746.5,1020.472,64.827,347.331,358.196,92.59,,63.795,406.533,,15.545,191.715,111.522,,358.795,86.09,325.802,110.63,133.3,,,,93.426,,1961.187,,450.358,275.28,,,,259.893,334.023,159.394,,46.63,,29.93,,79.149,137.168,154.209,212.934,109.908,54.17,57.377,184.966,4422.382,1250.168,2154.193,211.0,5366.476,229.388,594.556,243.565,239.662,212.456,1572.283,96.523,136.98,609.76,271.883,7.875,28.309,,103.336,39.905,32.88,15.59,11.445,60.019,108.47,537.753,,126.672,25.01,89.599,9.54,27.212,2286.934,135.303,163.096,100.341,66.873,100.922,297.559,135.12,360.073,637.012,535.612,22.92,17.264,14.71,40.54,227.841,19.97,674.031,400.078,587.436,13.112,320.08,,140.314,47.688,44.738,133.671,38.649,28.617,46.09,,77.635,,,110.907,452.981,217.331,98.818,79.764,61.07,55.766,143.684,,70.17,34.921,7.75,,5.0
2018-01-26,,171.339,36.28,,,,82.29,,72.75,94.251,32.16,66.016,,123.296,,760.54,1070.472,64.755,330.215,348.476,92.25,,66.095,426.198,,15.584,206.889,113.985,,344.575,97.05,321.219,116.794,136.402,,,,91.416,,2034.271,,447.492,295.2,,,,279.97,333.214,155.014,,46.76,,30.2,,83.662,143.432,155.324,218.239,113.999,53.4,59.885,188.935,4574.557,1273.346,2216.609,213.772,5914.224,243.75,610.604,248.885,225.934,,1594.441,99.772,141.51,639.04,271.699,8.43,29.053,,104.005,41.265,34.02,16.156,11.755,60.668,115.22,514.179,,129.424,24.05,92.093,9.78,28.206,2174.032,139.225,160.116,104.594,68.297,104.972,304.426,136.578,431.662,674.254,523.133,23.05,17.784,14.44,41.92,240.111,20.21,674.285,414.622,598.262,13.272,333.22,,144.235,51.528,45.113,150.182,40.117,33.117,47.57,,80.931,,,120.17,497.85,227.724,101.23,77.524,68.33,55.142,152.559,,70.29,34.851,7.81,,4.83
2018-02-02,,150.968,30.68,,,,79.95,,65.968,87.432,26.914,53.91,,113.996,,744.52,1115.672,54.397,341.675,321.26,80.45,,62.495,426.915,,15.558,205.161,104.524,,355.255,100.73,333.985,109.25,116.338,,,,89.996,,1959.092,,423.476,294.32,,,,258.91,314.595,151.654,,45.47,,27.88,,79.709,136.997,140.418,199.245,104.901,45.77,56.846,181.718,4367.343,1210.057,2219.033,209.74,5738.392,235.875,595.082,225.205,217.354,,1481.836,93.503,139.88,602.4,254.2,9.18,30.749,,91.112,45.245,37.37,16.422,11.745,65.46,121.58,500.201,,107.54,24.26,93.963,9.0,29.808,2174.032,143.224,159.936,101.273,68.523,99.265,290.877,134.262,399.264,644.46,458.93,21.52,17.304,12.59,41.47,238.513,18.0,663.611,392.424,564.691,12.422,314.38,,145.114,48.183,41.837,149.691,37.117,31.667,45.29,,78.938,,,110.398,516.546,225.734,99.643,72.564,66.28,52.438,142.546,,64.29,35.061,7.79,,4.62
2018-02-09,,141.086,30.71,,,,79.11,,61.239,80.904,25.022,50.749,,115.746,,693.58,991.272,54.373,341.229,289.292,76.29,,57.245,398.207,,15.415,168.927,90.916,,326.515,87.11,338.764,86.25,105.514,,,,89.256,,1783.062,,366.451,277.28,,,,237.429,307.771,144.214,,38.28,,27.14,,73.608,112.544,113.395,194.055,89.501,41.05,53.952,153.026,4046.729,1056.278,2011.18,192.46,5182.36,206.175,533.783,198.965,199.27,178.368,1321.691,85.093,127.03,570.08,227.307,7.665,25.845,,78.6,37.045,33.01,14.492,10.395,55.676,103.1,462.648,,102.102,19.31,84.922,7.97,25.306,1818.767,128.508,136.776,84.384,65.384,87.943,257.469,131.174,341.0,572.16,413.059,18.98,15.504,11.26,41.32,223.162,17.31,675.81,354.151,520.186,11.292,326.44,,126.524,44.058,39.731,132.197,33.535,31.167,40.05,,80.165,,,99.063,519.301,209.923,88.153,59.964,51.24,51.086,128.815,,57.63,34.693,7.34,,3.96
2018-02-14,,143.637,29.75,,,,78.71,,64.808,82.596,26.968,50.894,,115.446,,731.2,1059.272,57.105,362.066,292.1,76.7,,61.095,441.269,,15.701,179.241,98.303,,400.855,100.09,376.604,98.67,110.926,,,,105.676,,1897.534,,416.261,281.84,,,,256.804,321.533,153.574,,42.96,,28.04,,72.986,116.233,126.121,199.017,93.541,40.99,59.21,163.673,4243.813,1131.225,2071.779,200.704,5623.319,224.7,559.302,208.965,210.886,191.055,1399.246,90.33,146.29,611.2,233.938,7.995,26.699,,80.988,39.245,33.41,14.375,10.465,55.426,109.64,492.619,,108.981,20.93,86.481,8.13,25.975,1865.433,131.07,145.696,85.518,65.158,88.127,260.624,128.43,338.388,585.259,434.833,18.89,15.694,11.45,40.03,230.01,17.85,703.003,356.065,568.628,11.072,351.88,,133.96,48.603,41.509,142.123,34.269,33.587,40.73,,87.906,,,101.135,576.766,224.297,97.358,64.484,53.81,52.334,133.67,,66.81,34.728,7.3,,4.0
2018-02-23,,168.504,31.82,,,,81.96,,66.593,85.594,27.077,54.514,,121.296,,758.74,1074.872,56.44,362.959,303.98,79.83,,63.395,438.112,,16.338,178.539,98.303,,443.575,114.02,391.792,96.002,111.85,,,,101.976,,1932.897,,418.732,301.36,,,,264.105,326.853,155.374,,44.1,,28.15,,75.04,118.721,130.227,201.926,95.625,44.25,58.438,161.688,4379.048,1173.417,2177.22,205.996,5606.749,227.063,578.507,215.365,217.42,189.392,1450.814,91.668,149.9,625.44,246.095,8.34,27.443,,87.578,41.005,34.34,14.824,10.635,56.824,111.92,523.064,,112.52,24.77,88.975,8.33,27.111,1957.26,132.662,149.196,87.786,66.582,89.922,262.294,130.66,351.451,602.467,463.664,19.29,15.764,11.62,40.96,234.918,18.01,686.484,365.633,580.656,11.372,349.48,,139.165,48.753,41.041,141.435,34.83,36.167,41.77,,87.255,,,106.451,626.949,225.955,101.484,67.644,55.94,53.374,143.835,,77.25,35.183,7.41,,4.23
2018-03-02,,180.249,33.91,,,,85.81,303.89,70.43,97.201,32.998,56.552,,127.396,,791.5,1148.072,65.064,373.229,335.3,86.7,,63.465,476.293,,16.689,194.415,110.291,,429.175,123.16,392.643,98.67,127.756,,,,106.936,,1945.732,,419.226,316.0,,,,277.724,335.18,154.954,,50.38,,30.56,,83.725,133.05,143.207,213.619,105.613,48.06,62.635,177.206,4344.888,1087.089,2072.991,208.372,5461.296,222.075,564.564,198.285,210.424,182.094,1407.102,94.382,139.73,604.8,254.937,8.025,26.674,5.721,83.949,36.885,32.08,14.408,10.405,54.478,107.66,481.839,,113.895,25.79,87.417,8.32,25.813,1857.906,125.867,143.276,86.328,65.708,89.232,259.696,128.001,360.073,647.157,483.2,19.26,15.714,11.77,42.19,240.339,18.65,690.296,347.645,630.52,11.202,400.6,,141.666,51.303,43.943,147.234,37.268,38.957,49.65,,103.619,,,116.887,773.563,253.929,98.437,67.804,56.7,55.766,136.629,,87.99,36.059,7.35,,4.24
2018-03-09,,196.895,38.46,,,,94.94,351.09,72.839,102.52,33.701,61.294,,139.046,,808.24,1186.472,66.11,379.034,345.236,89.34,,66.145,494.81,,16.728,199.167,116.188,,433.855,119.8,386.489,100.326,138.91,,,,111.536,,2092.948,,451.049,365.6,,,,274.775,362.473,184.834,,51.58,,32.04,,87.086,136.653,156.49,230.16,109.349,52.23,67.7,196.334,4298.684,1138.164,2001.484,219.136,5512.849,235.913,578.771,202.285,227.716,187.822,1409.721,94.42,142.73,596.64,258.437,8.265,26.748,5.661,89.679,36.145,31.93,14.508,10.475,55.426,105.83,517.022,,113.437,26.0,87.728,8.51,26.138,1878.981,130.216,149.696,90.5,66.323,91.671,265.264,128.601,395.084,682.729,505.146,20.03,15.994,12.21,41.44,247.473,18.68,708.849,362.571,663.653,11.642,451.42,,145.722,50.718,44.504,147.922,37.873,42.457,47.89,,106.263,,,122.867,840.08,279.912,96.342,68.004,61.78,55.246,137.16,,86.91,36.426,7.46,,4.28
2018-03-16,,194.789,36.53,,,,95.5,380.55,69.181,97.587,33.62,58.902,,134.946,,770.98,1101.672,61.738,384.094,333.788,88.69,,64.825,497.537,,16.793,196.143,113.207,,476.575,128.95,397.095,97.29,145.51,,,,124.286,,2160.007,,442.945,359.04,,,,266.351,344.2,191.314,,53.96,,33.57,,81.981,130.562,151.319,219.494,103.885,51.94,63.793,196.695,4364.247,1134.972,1994.819,220.612,5547.831,235.088,572.983,202.645,224.548,190.778,1429.059,91.897,145.72,576.64,258.621,8.19,26.43,5.611,87.673,35.105,31.94,14.558,10.355,54.827,113.51,474.494,,119.465,28.4,87.105,8.33,25.59,1811.24,126.255,148.936,88.394,64.252,88.864,259.696,127.058,409.977,692.489,534.235,19.43,15.584,11.79,41.2,250.669,20.37,692.584,353.769,639.705,11.232,444.88,,141.801,47.478,51.618,143.696,38.693,38.217,47.73,,99.403,,,122.711,742.863,278.585,100.595,71.124,59.92,54.83,140.725,,88.77,35.884,7.33,,4.11
2018-03-23,,189.767,40.05,,,,102.0,354.77,62.845,89.366,28.483,51.747,,125.446,,791.32,1022.872,55.988,357.899,297.5,82.5,,60.075,481.604,,16.208,185.019,106.792,,414.595,116.27,342.692,99.498,134.554,,,,116.736,,2229.947,,462.514,378.64,,,,271.687,338.418,176.614,,57.39,,34.08,,80.363,142.145,149.037,221.775,113.059,52.81,68.279,192.544,4202.224,1058.637,1832.415,215.608,5129.886,222.15,528.784,191.725,208.114,183.264,1351.907,88.266,133.43,561.76,232.096,7.92,25.82,5.331,78.887,31.625,30.9,15.24,10.275,47.689,105.56,419.409,,107.343,25.67,83.364,7.74,,1766.079,126.954,148.516,85.802,63.54,87.161,244.291,121.997,382.282,646.13,471.582,18.4,14.784,11.48,38.23,243.364,19.03,664.373,349.176,588.857,11.222,405.16,60.8,129.701,44.973,44.27,137.111,36.297,36.367,44.29,,93.655,,,112.626,694.647,268.192,96.088,64.204,61.08,51.814,122.139,,75.15,35.604,6.91,,3.76
2018-03-30,,213.176,41.01,,,,118.5,394.13,69.895,103.052,33.999,62.522,,148.046,,764.5,1039.272,63.472,362.662,297.932,92.36,,56.895,526.819,,16.611,186.315,125.649,,466.855,118.64,378.11,102.534,159.832,,,,124.566,,2292.553,,461.525,433.68,,,,303.557,393.235,195.214,,62.26,,38.9,,90.106,149.952,172.308,249.724,126.859,60.28,71.367,211.311,4047.798,989.104,1843.928,211.144,4947.611,215.738,501.686,184.885,216.628,180.277,1347.879,93.962,140.66,565.92,249.411,7.635,25.589,5.111,80.988,34.285,29.57,14.658,10.085,48.637,107.36,435.994,,113.633,26.15,83.987,7.86,,1699.844,122.217,138.536,89.366,61.825,89.416,250.045,121.483,445.771,782.126,528.469,19.34,15.104,11.87,38.5,234.575,19.21,662.594,338.077,615.648,11.002,461.8,64.062,127.065,46.653,46.236,130.625,37.463,40.587,47.37,,110.517,,,142.372,792.652,296.166,94.184,65.284,65.74,53.686,125.174,,83.61,34.781,6.92,,3.78
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,199.892,39.31,,,,125.98,400.23,67.931,100.296,32.62,72.526,,147.596,,760.9,968.872,64.447,359.238,304.196,92.43,,55.415,512.178,,16.325,177.081,116.577,,420.655,111.89,351.399,103.73,153.628,,,,120.916,,2216.588,,465.775,411.2,,,,304.821,407.113,187.534,,65.34,,39.98,,91.257,161.021,182.905,244.59,125.69,57.44,71.801,213.476,4106.271,1038.235,1920.282,220.576,4938.405,210.038,502.738,202.605,220.654,189.977,1427.649,96.293,136.12,550.88,244.437,7.635,25.137,4.811,79.556,32.985,28.88,14.575,9.905,47.988,107.96,425.332,,120.972,24.59,82.74,7.67,23.663,1695.327,120.936,137.016,91.107,60.66,88.679,252.086,120.453,418.337,807.938,496.195,19.66,15.164,11.83,38.35,233.948,,650.904,345.349,597.605,10.732,428.08,68.26,125.51,45.708,47.546,121.681,39.577,40.037,45.73,,106.378,,,136.04,717.869,289.753,93.676,61.844,66.34,52.646,126.615,,75.39,34.501,6.86,,3.63
2018-04-13,,191.832,39.6,,,,112.53,374.39,67.396,102.762,32.052,66.037,,144.946,,768.82,1022.472,63.924,355.964,304.844,90.75,,56.195,486.772,,16.598,176.001,114.568,,422.635,111.6,349.304,102.074,153.166,,,,126.736,,2137.217,,425.057,412.64,,,,294.151,393.235,177.634,,63.35,,40.2,,88.207,160.849,180.826,235.521,124.114,57.1,68.906,212.935,4066.032,1011.588,1836.656,224.284,4998.243,203.7,501.16,209.285,229.63,184.712,1421.606,101.454,136.39,554.56,250.516,7.665,25.284,5.001,82.134,34.285,29.31,15.24,10.065,48.238,110.99,441.443,,114.092,25.49,82.74,8.08,23.886,1800.703,123.964,140.276,90.743,61.113,88.173,250.973,121.826,420.166,836.319,494.991,19.7,15.194,11.79,38.02,228.583,18.46,662.594,362.954,619.257,10.712,406.3,65.028,127.808,45.093,45.347,121.583,40.009,38.567,47.61,,113.008,,,147.961,714.327,281.239,96.977,61.044,68.13,51.918,131.47,,80.67,34.641,6.84,,3.76
2018-04-16,,,,,,,,,,,,,,,,,,68.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.587,,,,,,,,,,,,,,,,,,,
2018-04-20,,238.205,40.02,,,,135.27,411.27,73.464,106.485,35.919,70.134,,149.646,,711.04,926.472,,335.424,270.5,103.39,,52.855,464.379,,16.494,185.073,117.03,,385.255,102.49,330.908,112.378,157.522,,,,108.936,,2214.492,,404.007,445.36,,,,282.497,406.997,182.794,,64.37,,42.51,,91.039,167.627,203.489,243.45,134.864,57.72,70.112,229.897,3972.611,1034.488,1803.327,223.312,5035.066,204.0,487.479,199.765,228.97,176.582,1423.217,102.906,135.51,539.04,248.121,7.425,25.54,5.511,79.842,34.505,29.27,15.24,10.085,47.289,108.14,415.382,,113.371,23.72,82.117,8.06,23.481,1767.585,118.8,136.216,88.151,60.11,85.412,242.621,121.14,425.34,774.035,488.364,19.38,14.734,11.3,35.92,222.477,18.0,635.147,354.917,590.826,10.402,372.28,58.142,120.169,42.033,42.586,106.939,39.707,,45.29,,119.063,,,149.29,725.741,278.917,94.819,56.876,62.43,51.606,127.45,,77.91,34.833,6.55,,3.5
2018-04-27,,217.955,37.49,,,,120.56,349.71,64.719,106.195,34.567,66.349,,145.646,,714.1,914.472,,314.141,252.356,95.83,,53.555,490.36,,16.481,187.125,119.104,,376.855,109.09,336.866,113.206,159.7,,,,109.696,,2200.085,,401.931,485.84,,,,308.191,417.405,203.014,,74.56,,45.39,,85.623,161.021,193.197,224.057,124.546,56.71,65.144,215.643,3929.109,1011.588,1710.006,232.96,4688.006,205.05,489.058,194.805,237.088,174.796,1417.98,104.282,136.59,539.84,240.938,7.29,25.43,5.071,74.016,35.605,29.66,15.374,10.095,48.288,112.67,428.412,,108.916,23.45,82.117,8.17,23.846,1692.317,123.149,129.696,91.026,59.948,85.458,248.56,121.14,453.244,796.252,459.189,20.42,15.354,11.75,37.12,222.705,17.65,614.815,370.991,528.168,10.622,378.82,48.599,112.801,46.173,43.709,114.31,38.455,37.067,45.81,,115.959,,,140.574,764.707,294.949,95.136,51.196,69.04,51.294,134.049,,74.49,34.938,6.87,,3.4
2018-05-04,,229.983,38.7,,,,121.88,346.89,64.898,94.928,33.81,63.874,,140.996,,727.24,966.472,,325.601,252.572,78.18,,49.845,480.025,,16.403,188.799,114.957,,385.015,99.92,345.638,117.438,168.28,,,,109.836,,2172.842,,433.655,464.8,,,,332.901,442.732,219.214,,75.14,,49.1,,83.102,159.562,184.527,232.555,121.522,54.03,67.363,223.221,3931.022,1079.872,1622.138,238.504,4853.711,207.375,503.791,201.125,241.51,183.08,1425.836,115.711,136.47,576.8,242.964,7.05,25.345,4.921,72.488,33.645,29.03,15.54,10.145,47.19,115.13,466.676,,108.654,23.21,82.428,8.22,23.744,1666.726,120.858,129.336,92.565,59.592,86.24,251.344,114.45,469.861,806.782,471.409,21.04,15.644,11.68,37.39,226.928,18.05,621.423,363.719,549.929,10.582,392.62,48.266,120.913,47.358,45.581,112.541,39.361,38.267,44.37,,116.956,,,142.137,774.704,311.977,100.088,51.916,71.07,51.19,142.015,,72.93,34.903,6.71,,3.34
2018-05-11,,215.727,36.84,,,,112.65,330.67,62.934,91.688,32.971,65.122,,134.396,,740.74,982.472,,346.587,258.188,74.46,,53.545,501.843,,17.43,206.133,122.15,,431.035,110.6,387.144,122.406,167.488,,,,119.316,,2357.254,,434.94,424.4,41.39,,,342.167,427.929,205.714,,90.01,,45.41,,81.764,154.671,179.457,224.798,116.871,53.81,63.793,223.221,4241.393,1137.609,1687.584,254.272,5002.846,217.313,510.368,205.765,249.43,196.628,1512.052,118.387,141.9,588.48,248.306,7.29,26.077,4.941,74.589,37.405,30.14,15.939,10.425,49.735,114.86,465.017,,113.764,25.16,83.052,8.38,24.758,1716.402,126.061,134.116,93.051,60.627,86.01,252.086,115.479,458.574,784.823,481.737,20.86,15.564,11.78,38.17,237.999,18.27,647.346,363.719,584.155,10.602,437.5,48.297,129.093,46.233,47.593,117.16,40.332,38.937,45.41,,114.043,,,132.913,785.961,308.881,106.118,55.116,73.88,52.542,145.277,,84.15,34.973,6.75,,3.34
2018-05-14,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,207.749,,,,,112.82,335.65,62.845,93.767,33.864,60.712,,132.396,,762.7,1019.272,,344.057,257.324,73.96,,54.595,484.332,,17.443,200.247,110.615,,420.775,115.31,394.345,115.69,158.776,,,,110.636,,2430.076,,446.306,428.0,66.66,,,341.325,418.33,207.394,,88.11,,45.06,,82.293,150.21,193.095,230.844,114.686,54.8,64.999,219.161,4361.265,1144.965,1782.724,257.224,5073.731,217.838,521.681,218.085,252.4,194.226,1533.203,125.764,147.84,575.2,244.253,7.065,26.223,4.861,72.966,37.925,31.04,16.239,10.935,51.882,117.86,465.254,,114.682,25.31,82.74,8.4,25.022,1708.876,127.537,133.996,94.023,60.595,85.596,249.673,115.05,466.725,776.218,485.524,20.36,15.454,11.73,37.45,239.94,18.4,631.334,370.991,607.994,10.512,420.28,46.303,126.929,48.978,47.687,119.814,41.152,40.767,44.73,,111.897,52.39,,135.453,743.492,316.952,111.704,56.916,74.91,54.102,157.869,,80.91,36.111,6.79,,3.48
2018-05-25,,201.147,,,,,114.2,339.136,58.384,92.34,34.161,62.147,,130.846,,724.9,992.472,,343.61,260.78,71.88,,54.815,473.279,,17.144,191.499,103.098,,416.575,106.74,366.326,109.986,148.79,,,,109.516,,2563.932,,484.553,442.4,107.36,,,359.577,440.72,211.834,,94.2,,44.8,,79.429,146.778,182.398,230.445,113.542,56.18,62.828,215.101,4234.865,1099.303,1693.038,259.6,4840.823,205.463,520.365,224.765,255.964,192.872,1535.218,129.013,145.75,578.4,233.57,6.93,25.454,4.771,66.185,33.545,29.24,15.457,10.575,48.288,112.97,492.738,,111.013,23.3,82.117,8.18,23.623,1653.177,122.683,130.976,91.31,59.754,82.742,241.693,113.42,448.541,825.788,475.842,19.44,14.964,11.44,37.12,238.057,19.49,642.517,353.769,608.212,10.492,395.24,47.723,121.995,50.448,47.312,117.553,41.908,43.677,44.17,,100.591,84.37,,134.672,707.675,320.822,106.88,60.476,78.54,52.75,156.732,,76.17,36.269,6.74,,3.49
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,,188.997,,,,,104.64,293.02,54.904,86.779,30.916,56.698,,124.796,,726.88,970.472,,339.145,254.3,72.01,,51.505,480.456,,16.832,171.195,91.823,,385.405,104.08,,102.718,132.831,,,,97.856,,2537.03,,451.346,432.32,132.87,,,319.282,391.315,194.614,,85.02,,42.83,,76.472,133.822,170.382,225.312,108.459,47.02,57.57,201.026,4393.849,1159.26,1948.158,276.34,4918.152,211.313,555.093,211.005,249.496,202.325,1568.053,130.734,138.4,596.0,232.096,6.63,24.552,4.561,61.983,34.525,29.39,15.523,10.445,48.288,113.63,442.332,,109.375,22.22,79.934,8.01,23.866,1592.963,120.314,131.196,89.325,59.139,79.244,233.155,113.163,417.815,759.139,491.849,18.97,15.094,11.16,37.81,244.049,19.22,655.732,348.028,608.54,10.052,372.596,44.068,121.589,46.023,44.832,124.63,39.577,42.167,42.21,,100.553,110.9,,114.776,677.486,316.399,99.707,57.556,74.33,51.398,146.642,,71.73,36.111,6.26,,3.31
2018-06-08,,192.278,,,,,107.5,294.476,54.725,87.94,31.322,59.61,,131.016,,733.0,982.472,,371.741,273.74,72.78,,50.725,497.824,,16.676,132.412,66.291,,381.625,101.41,,78.706,111.725,,,,102.096,,2780.171,,461.031,468.0,118.46,,,336.13,411.577,202.354,,97.06,,44.53,,76.067,136.482,188.482,235.065,109.044,47.2,59.258,212.124,4578.665,1183.826,1977.851,299.236,5062.684,220.725,582.77,205.965,259.66,210.516,1580.34,132.224,143.26,615.84,225.465,6.96,25.381,4.521,62.078,35.345,29.62,15.357,10.355,47.739,116.96,418.367,1321.247,108.392,22.01,79.623,8.21,23.805,1582.426,118.761,135.096,89.406,58.945,78.554,228.329,110.933,401.825,748.48,476.616,18.86,14.584,11.0,37.0,246.16,18.95,660.561,349.559,674.697,9.732,402.908,42.74,128.89,47.598,45.16,125.416,39.34,39.517,40.97,,101.664,123.2,,116.848,706.908,326.793,101.928,55.676,73.49,51.71,149.98,,70.71,36.479,5.99,,3.38
2018-06-15,,198.393,,,,,114.87,294.952,55.439,85.183,30.673,56.876,,138.066,,714.46,925.272,,370.252,250.412,69.61,53.0,48.775,492.944,,16.572,123.416,61.236,,360.295,98.22,,70.886,113.612,,,,100.956,,2603.093,,448.579,477.52,100.53,,,311.42,395.34,192.574,,87.406,,42.75,,74.632,127.902,169.875,230.16,103.199,46.8,55.689,206.981,4614.565,1223.52,1955.43,289.984,5141.854,226.8,589.873,199.005,252.928,208.175,1558.988,119.572,142.0,617.44,234.122,7.05,25.198,4.481,60.837,37.145,29.91,15.34,10.195,49.636,122.09,404.874,1334.29,107.606,21.2,78.376,7.94,25.184,1589.952,121.635,139.576,88.758,59.818,77.587,219.791,109.904,416.247,699.552,464.223,18.63,14.334,10.87,35.74,248.957,19.09,636.163,367.547,630.082,9.612,364.928,38.693,130.242,46.743,42.211,125.318,36.082,41.567,40.33,,93.808,123.65,,110.907,661.88,306.67,101.548,51.956,69.39,49.11,148.69,,67.35,37.669,6.2,,3.28
