,sh688981,sz002049,sh603501,sz300782,sh688012,sh688008,sz300661,sh603986,sz002185,sh600584,sz002156,sz300223,sh688521,sz300373,sh688036,sz002415,sz002236,sh600745,sz002475,sz002241,sh603160,sz300750,sz002594,sz300124,sh688599,sz002459,sh601012,sz300274,sh688223,sz002460,sh603799,sz002466,sh600438,sz300316,sh688390,sz300827,sh605117,sz002812,sh688567,sh600276,sz300760,sh600196,sz300347,sh603259,sz300759,sh688180,sz300142,sh600521,sz002422,sh688185,sz300601,sh603087,sz300529,sh688399,sh600893,sz000768,sh600760,sz002179,sh600038,sz300699,sh600967,sz002013,sh600519,sz000858,sh600887,sh603288,sz000651,sz000333,sh600690,sz002714,sh600298,sh600809,sz000568,sh600132,sh603833,sz002572,sh600111,sh601899,sh600362,sh601600,sz000933,sh600188,sh601088,sh600028,sh601857,sz000983,sh600585,sz002001,sh600309,sz000792,sh603993,sz000630,sh601168,sz002128,sz000001,sh600036,sh601318,sh600030,sh601166,sz000776,sh600837,sh600000,sz300059,sh600570,sz002230,sh601688,sh601788,sz002736,sh601633,sh600104,sh601127,sh600066,sh600031,sz002008,sh601766,sz300450,sh600150,sz002050,sh601100,sz002472,sz002027,sh600637,sz300413,sh603000,sz002739,sh600845,sz300454,sh688111,sz300496,sh600588,sz002410,sh600346,sz002648,sh603260,sz002064,sh600426,sh688065,sz002497,sh600900,sh601985,sz003035,sh600025
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-22,,50.787,,,,,,,27.431,46.037,19.236,,,,,77.22,162.825,20.161,55.6,139.4,,,,134.48,,27.36,,,,45.24,,51.72,41.906,,,,,,,343.447,,123.231,,,,,102.65,104.645,134.5,,,,,,52.463,95.941,78.919,78.925,68.661,,21.46,105.331,771.53,,350.175,,1084.382,,194.177,,99.953,106.622,950.437,236.539,,79.1,368.588,8.48,48.866,11.54,170.113,74.385,30.92,12.54,12.743,138.483,82.66,260.63,455.778,269.051,,169.471,18.81,46.681,941.624,48.138,53.89,61.535,33.241,91.418,,69.486,42.2,204.111,101.65,13.93,16.46,,,105.887,,196.042,747.669,155.358,7.262,,116.989,45.279,,40.34,25.577,26.825,,,,39.995,,,,245.901,104.955,30.375,,,64.19,54.814,,42.75,16.553,,,
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.019,,,,,,,,57.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,,44.955,,,,,,,25.007,42.797,18.513,,,,,72.1,168.825,17.618,52.44,126.5,,,,139.88,,22.7,,,,41.79,,48.35,38.778,,,,,,,327.958,,119.476,,,,,97.13,97.515,125.62,,,,,,46.316,90.021,74.001,76.225,62.994,,20.106,98.104,797.576,461.84,346.337,,1048.019,,191.941,,95.412,107.238,960.912,229.085,,71.52,354.957,8.01,46.524,11.0,158.533,74.165,30.82,12.438,12.563,133.292,78.22,244.282,415.902,,,156.439,17.51,46.661,960.136,47.507,53.95,,32.953,84.445,190.095,68.702,37.53,195.378,98.275,13.48,16.05,,,106.743,,188.342,710.162,139.611,7.002,,106.651,43.381,,39.0,23.612,24.947,,,,37.253,,,,238.043,98.61,28.112,,,55.142,51.013,,37.32,16.64,,,
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.037,,,,44.668,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,,46.17,,,,,,,24.471,43.377,17.785,,,,,74.1,168.425,18.07,53.85,123.17,,,,132.24,,23.14,,,,41.55,,47.76,38.87,,,,,,,349.825,,123.231,,,,,96.75,104.702,129.3,,,,,,45.055,92.595,72.886,74.875,62.943,,20.522,104.528,812.375,469.751,380.171,,,,190.099,,101.062,109.07,1001.805,233.94,,71.9,366.132,7.47,42.693,10.56,147.669,66.545,28.76,12.233,12.003,122.209,76.98,244.519,404.486,256.69,,144.343,15.97,43.315,924.201,46.11,51.8,55.055,31.148,80.487,184.713,66.58,38.7,202.57,102.708,13.1,15.79,,,100.352,,181.586,679.544,,6.672,,104.197,,,37.91,23.857,25.746,,,,37.651,,,,250.001,98.529,29.713,,,54.362,48.978,,36.2,16.71,,,
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.332,,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,12.028,,,,,,,,,,,,,,,,,,,,,,,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,,45.178,,,,,,,24.965,45.118,17.723,,,,,77.16,169.625,19.044,52.62,128.51,,,,141.96,,,,,,41.2,,46.04,39.054,,,,,,,344.568,,123.627,,,,,95.07,101.439,121.14,,,,,,44.573,,73.596,79.904,60.783,,20.548,95.731,820.197,466.975,,,1101.873,,185.758,,99.768,112.55,992.941,229.391,,,393.639,7.53,42.571,10.59,150.296,66.605,29.25,,11.983,123.308,76.0,245.862,393.633,272.851,,146.588,16.2,44.836,931.279,46.176,51.78,56.999,30.393,81.707,180.815,66.626,37.92,197.048,95.755,13.37,,,,97.327,,180.569,676.1,146.537,6.862,,103.776,44.603,,37.4,24.314,26.566,,,,37.062,,,,250.912,100.581,31.148,,,54.258,49.786,,37.44,16.588,,,
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.203,,,,,,,,,,
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.098,,,
2011-05-20,,45.785,,,,,,,24.686,43.861,17.827,,,,,73.86,157.025,18.117,51.49,128.3,,,,144.88,,22.93,,,,41.35,,45.16,39.652,,,,,,,349.51,,120.958,,,,,79.545,101.918,121.52,,,,,,46.269,86.932,73.089,79.33,62.842,,22.304,95.753,875.882,485.851,356.538,,1119.824,,185.692,,98.448,112.565,1022.351,222.014,,74.09,398.797,7.47,42.937,10.61,151.131,,29.68,12.002,11.933,124.905,71.14,261.262,388.407,266.954,,149.581,16.42,45.85,967.759,46.875,51.7,56.108,30.825,80.51,179.516,68.518,37.08,194.094,91.593,13.14,15.83,,,97.213,,181.368,665.001,140.705,6.762,,103.936,47.866,,37.7,24.735,27.752,,,,37.534,,,,251.026,100.716,,,,53.894,51.731,,36.06,,,,
2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54,,,,,,,,,,,,,,,,,,,,,,,,,,,93.846,,,,,,,,45.032,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-27,,43.76,,,,,,,22.498,40.669,15.58,,,,,67.56,157.425,19.329,45.375,117.8,,,,142.18,,18.886,,,,38.5,,39.4,36.938,,,,,,,323.752,,113.151,,,,,82.395,92.884,100.52,,,,,,41.242,85.645,61.833,64.986,59.258,,22.25,85.218,845.904,455.039,344.721,,1025.464,,172.801,,91.214,106.422,935.732,190.058,,72.4,420.533,7.26,41.4,10.22,146.571,68.345,,11.618,11.823,122.259,72.94,226.75,369.386,256.69,,140.976,15.34,45.586,927.468,45.279,49.69,54.609,28.667,79.129,176.175,65.98,34.09,182.023,84.1,12.52,15.23,,,,,179.189,609.505,129.332,6.572,,101.148,,,35.33,25.297,25.638,,,,35.47,,,,246.015,88.647,,,,48.33,45.058,,32.1,15.082,,,
2011-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-03,,43.173,,,,,,,22.626,39.025,15.788,43.38,,,,75.36,164.845,19.424,47.1,131.84,,,,141.18,,19.653,,,,40.525,,43.21,35.236,,,,,,,334.896,,114.337,,,,,85.005,95.827,112.1,,,,,,44.9,86.418,,66.168,58.775,,23.255,90.912,921.463,487.516,366.132,,1048.479,,174.774,,91.452,111.595,980.25,200.035,,76.54,447.242,7.41,41.998,10.4,154.976,71.545,29.75,11.49,11.747,122.858,77.08,228.013,391.334,261.625,,143.969,15.16,46.357,879.01,43.915,49.4,54.771,27.632,81.592,175.432,64.075,34.68,182.023,83.02,12.35,15.34,,,102.292,,188.705,667.297,135.966,6.692,,102.585,44.785,,35.4,22.594,25.638,,,,35.249,,,,253.19,88.917,34.819,,,48.434,47.901,,33.76,15.222,,,
2011-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.012,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-10,,42.93,,,,,,,23.013,37.864,15.518,39.47,,,,72.4,163.585,16.906,49.5,131.0,,,,141.56,,18.639,,,,40.195,,,35.282,,,,,,,323.332,,112.162,,,,,82.83,98.222,111.1,,,,,,46.985,89.678,64.267,65.155,66.12,,25.158,95.753,883.197,489.321,368.051,,1017.179,,173.853,,92.772,107.53,,223.007,,74.65,466.03,7.42,42.01,10.87,148.195,67.625,29.38,11.567,11.867,119.514,72.86,240.412,379.419,270.58,,140.166,15.18,44.653,869.209,42.884,49.15,54.528,27.049,79.659,170.978,61.975,33.71,186.004,85.675,12.06,15.3,,,100.18,,183.184,653.902,133.852,,,107.914,44.772,,34.266,22.278,25.659,,,,34.367,,,,249.887,88.863,35.923,,,48.226,47.691,,32.84,15.205,,,
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,139.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-17,,38.86,,,,,,,21.897,35.446,15.497,38.5,,,,71.12,159.025,14.625,48.045,131.3,,,,,,23.254,,,,40.825,,43.195,35.052,,,,,,,309.56,,105.244,,,,,83.265,97.127,108.3,,,,,,48.355,88.82,63.456,65.931,63.807,,23.094,,908.863,487.655,314.422,,1028.226,,173.59,,88.522,103.219,921.631,211.999,,71.78,426.55,7.07,41.327,10.97,145.807,67.725,29.84,11.81,11.807,117.018,78.59,227.776,386.944,272.764,,135.863,14.7,43.862,834.363,42.718,46.84,53.799,26.575,80.993,164.853,60.896,33.2,170.722,83.875,11.64,14.79,,,97.213,,177.082,650.074,127.838,6.662,,105.475,44.265,,32.016,21.26,25.249,,,,32.566,,,,247.723,87.324,31.424,,,47.134,47.063,,33.3,15.135,,,
2011-06-24,,41.614,,,,,,,23.184,37.719,17.14,39.54,,,,76.4,165.825,17.333,53.7,141.38,,,,137.74,,24.814,,,,42.25,,46.24,36.34,,,,,,,313.449,,107.913,,,,,79.92,98.154,115.7,,,,,,49.693,92.938,63.101,69.948,67.67,,24.327,96.559,899.603,502.506,338.055,,1121.665,,187.402,,91.822,107.392,943.991,227.48,,74.82,427.778,7.3,44.072,11.09,149.341,72.885,31.55,12.066,11.857,125.454,85.1,235.437,421.642,278.18,,144.281,15.18,45.464,894.255,44.846,49.41,59.753,28.365,92.453,178.773,64.135,35.555,185.362,86.35,12.42,15.53,,,111.023,,191.683,701.359,137.023,7.042,,111.457,45.552,,33.546,21.365,26.738,,,,33.773,,,,251.709,91.185,33.687,,,48.902,51.432,,36.06,15.443,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.687,,,,,,,,,,
2011-07-01,,41.371,,,,,,,23.506,37.477,17.432,40.75,,,,80.18,185.345,17.428,56.28,152.48,,,28.0,139.96,,24.84,,,,48.385,,53.425,36.478,,,,,,,318.601,,113.151,,,,,81.09,101.302,121.1,,,,,,53.055,93.11,65.179,74.774,68.229,,25.225,99.691,927.733,503.477,351.993,,1131.331,,187.6,,91.452,112.627,952.25,225.492,,77.11,435.33,7.59,45.06,11.28,,76.285,32.82,12.015,11.867,129.298,86.33,246.73,422.478,284.557,,152.324,15.62,47.31,890.988,43.35,49.86,58.7,27.244,93.88,180.072,61.975,35.12,189.985,91.12,12.5,15.25,,,110.167,,192.192,700.594,140.741,7.142,,110.774,45.422,,35.994,21.857,27.342,,,,34.559,,,,252.848,98.286,,,,50.15,52.39,,37.74,15.25,,,
2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-08,,44.408,,,,,,,24.321,39.508,17.473,43.23,,,,83.3,189.825,18.165,60.615,154.94,,,33.07,150.52,,25.984,,,,53.02,,,37.214,,,,,,,332.163,,118.982,,,,,88.44,103.424,119.8,,,,,,58.751,100.06,66.802,76.461,72.753,,26.511,102.396,939.128,524.018,362.295,,1127.189,,184.706,,92.64,117.184,993.747,262.532,,79.0,418.261,8.31,45.841,11.18,,76.165,33.33,11.9,11.917,131.594,85.01,243.334,426.45,288.62,,159.37,15.89,47.249,923.112,44.979,50.21,59.793,29.336,91.579,180.072,64.374,36.92,195.892,98.658,12.47,15.31,,,108.398,,195.679,711.693,152.004,7.272,,115.595,44.915,,36.516,22.313,27.839,,,,34.617,,,,272.664,97.8,36.682,,,50.15,52.001,,40.06,15.32,,,
2011-07-15,,46.616,,,,,,,25.029,39.508,17.764,43.01,,,,90.8,196.025,17.666,62.4,155.12,,,29.81,160.9,,27.817,,,,54.865,,65.5,37.858,,,,,,,360.653,,121.156,,,,,89.73,114.649,131.2,,,,,,58.222,98.601,65.078,77.676,73.998,,29.004,102.776,944.105,528.182,385.726,,1148.362,,193.716,,96.864,123.034,1012.279,265.322,,84.0,433.918,9.015,46.792,11.35,166.627,74.485,32.32,11.862,11.797,130.895,89.42,257.787,434.393,286.523,,160.742,16.79,47.087,948.702,43.649,49.5,58.74,29.25,88.38,179.144,64.075,39.17,190.37,99.85,12.25,15.21,,,108.512,,195.679,712.841,150.473,7.012,,120.392,46.475,,39.27,22.629,30.061,,,,35.076,,,,274.714,103.47,36.765,,,50.618,55.382,,41.1,15.285,,,
2011-07-22,,43.659,,,,,,,24.171,38.686,17.078,43.2,,,,86.9,179.025,17.215,63.84,165.2,,,29.4,158.8,,28.038,,,,50.11,,60.88,37.076,,,,,,,353.294,,116.412,,,,,86.4,114.238,132.14,,,,,,57.911,100.317,69.945,81.456,71.508,,26.873,112.504,995.871,551.082,404.511,,1135.934,,182.272,,97.999,127.946,1058.611,253.549,,85.05,412.612,8.7,45.499,10.961,159.56,72.665,31.9,11.631,11.617,128.0,85.46,258.814,409.101,272.414,,163.859,16.02,45.769,906.233,42.419,48.496,57.89,27.912,88.265,177.845,61.735,36.83,181.766,93.1,11.96,15.08,,,106.629,,188.269,689.112,143.584,6.742,,115.328,47.749,,38.244,22.489,29.802,,,,33.946,,,,281.32,98.367,36.296,,,50.15,54.305,,40.7,15.057,,,
2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-29,,39.933,,,,,,,23.034,38.299,17.931,47.36,,,,93.4,196.585,16.335,67.95,168.5,,,28.17,171.18,,28.038,,,,46.405,,56.2,35.696,,,,,,,345.83,,112.854,,,,,88.5,116.771,133.4,,,,,,55.638,94.912,62.29,80.073,67.238,,27.396,109.515,997.778,535.815,382.696,,1116.602,,173.459,,98.105,126.745,1030.812,281.338,,89.6,413.349,8.655,45.889,10.741,167.009,69.645,31.61,11.49,11.717,123.507,78.17,244.677,406.174,266.649,,168.66,15.6,44.207,913.311,41.454,46.606,56.067,27.33,84.744,170.607,59.936,35.78,182.408,88.195,11.72,14.29,,,,,188.415,662.321,139.32,5.922,,111.959,47.749,,34.716,21.365,29.975,,,,33.448,,,,279.042,101.472,32.404,,,47.394,51.791,,43.1,14.48,,,
2011-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.541,,,,,,,,,,,,,,,,,,,,,
2011-08-05,,41.432,,,,,,,23.334,37.477,19.803,45.18,,,,95.1,208.225,19.091,64.095,161.9,,,28.63,177.6,,25.23,,,,46.225,,56.545,34.086,,,,,,,335.842,,108.012,,,,,81.63,110.816,138.1,,,,,,53.926,98.687,60.363,80.68,68.636,,26.297,118.531,981.22,533.317,395.22,,1065.049,,163.593,,98.474,128.854,1012.279,265.322,,90.98,393.21,8.64,43.767,10.321,165.481,70.025,30.7,11.03,11.217,124.006,80.87,231.251,388.198,264.989,,156.751,14.91,43.68,856.686,39.526,44.446,54.528,26.251,80.349,164.853,57.717,36.44,179.454,88.195,11.25,13.56,,,98.069,,195.17,663.087,134.071,5.502,,107.615,44.98,,34.158,,30.255,,,,32.068,,,,280.864,101.742,33.591,,,47.238,52.18,,40.92,14.129,,,
2011-08-12,,41.938,,,,,,,23.592,40.524,19.012,46.0,,,,95.32,210.305,20.042,69.165,168.5,,,26.88,181.18,,23.254,,,,42.82,,53.29,35.972,,,,,,,351.612,,108.901,,,,,84.72,119.988,138.9,,,,,,56.385,92.08,54.228,82.941,68.026,,24.367,121.711,1044.66,557.467,429.761,,1065.049,,161.62,,101.326,140.894,1050.352,261.079,,93.1,394.56,8.88,42.608,9.801,168.251,65.805,29.56,10.71,11.007,118.365,77.9,225.881,386.108,263.941,,157.437,14.4,41.429,875.198,39.027,43.376,53.961,26.208,77.956,160.77,57.717,35.57,212.458,83.155,10.59,12.93,,,97.784,,189.214,646.63,128.275,5.522,,102.829,44.785,,31.638,19.926,28.874,,,,31.301,,,,284.508,102.66,31.548,,,43.858,53.063,,42.06,14.007,,,
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-19,,43.963,,,,,,,23.678,37.38,18.534,47.9,,,,87.7,197.345,17.999,64.245,163.1,,,26.11,162.4,,23.15,,,,43.39,,56.68,39.468,,,,,,,333.74,,110.186,,,,,93.33,113.622,133.74,,,,,,53.366,88.82,,80.208,65.408,,23.63,116.538,1012.708,558.022,416.429,,998.307,,155.7,,,136.398,1016.308,263.487,,92.85,377.307,8.94,40.765,9.511,161.183,64.185,27.51,10.518,10.847,113.673,71.96,223.354,381.509,254.899,,144.219,13.81,40.05,873.02,38.628,42.416,54.609,26.273,75.493,159.471,57.657,35.105,210.532,81.153,10.33,12.6,,,90.878,,180.569,642.42,119.746,5.172,,98.299,43.745,,31.944,19.681,27.191,,,,30.343,,,,289.178,103.2,30.969,,,42.61,48.574,,43.84,13.832,,,
2011-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-26,,45.907,,,,,,,24.257,38.251,17.952,49.33,,,,90.3,205.665,18.83,64.635,157.1,,,26.08,163.2,,22.773,,,,46.225,,60.55,39.836,,,,,,,334.16,,111.372,,,,,93.96,114.17,132.64,,,,,,54.175,91.137,,82.098,65.408,,24.046,119.433,1026.568,555.385,404.309,,1030.067,,156.884,,98.21,133.689,1005.229,276.675,,92.18,390.14,8.625,42.534,9.751,168.537,66.245,28.76,10.94,11.077,116.968,70.88,224.617,396.35,258.0,,150.329,14.55,41.814,915.489,40.69,44.116,,28.042,80.51,166.523,60.296,38.795,208.862,84.64,10.81,13.45,,,95.044,,180.206,637.062,114.935,5.372,,99.46,43.81,,33.762,20.488,28.465,,,,32.604,,,,291.456,108.438,32.349,,,44.066,50.549,,42.62,13.972,,,
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.666,,,,,,,,,,,,,,890.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-02,,46.899,,,,,,,23.184,36.607,16.641,47.2,,,,86.62,193.825,17.238,61.5,153.56,,,24.07,159.6,,20.446,,,,,,57.475,37.214,,,,,,,321.124,,107.517,,,,,91.845,112.39,129.44,,,,,,50.347,86.16,,78.216,64.57,,23.872,109.799,1021.824,555.246,393.806,,1007.513,,150.044,,94.198,128.346,963.934,277.63,,90.94,372.825,8.19,41.412,9.481,,63.745,28.4,10.774,10.807,113.973,68.99,215.456,383.182,247.997,,142.847,13.92,38.792,,39.991,43.376,54.488,26.942,77.311,160.213,59.276,36.05,199.488,81.513,10.34,12.95,,,91.792,,174.322,625.963,115.7,5.102,,95.557,42.315,,31.188,19.575,26.436,,,,30.65,,,,288.495,102.795,29.285,,,42.35,47.407,,41.3,13.499,,,
2011-09-08,,,,,,,,,,,,,,,,,,,,,,,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-09,,42.242,,,,,,,23.034,34.817,16.184,43.8,,,,86.46,185.425,16.953,63.885,152.72,,,,156.8,,21.447,,,,43.675,,59.995,34.546,,,,,,,322.175,,107.122,,,,,92.625,113.485,126.84,,,,,,48.666,85.474,,72.85,63.985,,23.094,97.319,999.592,539.424,369.162,,961.023,,142.678,,96.072,124.158,937.747,267.463,,86.3,369.325,8.235,40.094,9.251,150.678,60.945,27.71,10.684,10.847,112.026,57.38,204.242,362.697,241.096,,135.863,13.82,38.326,866.487,,42.416,54.893,27.028,74.849,160.213,59.336,34.715,202.056,79.735,10.32,13.25,,,88.824,,169.6,593.431,107.061,4.872,,89.285,41.704,,29.73,19.435,27.17,,,,30.171,,,,279.497,101.85,28.071,,,41.414,47.811,,38.46,13.657,,,
2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.482,,,,,,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-16,,41.654,,,,,,,22.004,34.721,16.163,42.86,,,,86.3,189.105,15.48,62.61,153.2,,,20.79,156.26,,22.721,,,,45.22,,61.84,34.178,,,,,,,319.547,,104.454,,,,,88.98,110.748,124.5,,,,,,49.631,82.728,,75.786,65.459,,21.486,96.844,980.243,536.509,389.16,,,,140.441,,95.359,126.991,913.574,267.501,,85.82,352.563,7.92,39.643,9.021,151.537,60.385,27.65,10.761,10.889,111.926,56.39,207.875,369.595,243.236,,134.367,13.71,37.515,894.799,39.16,41.826,55.298,26.639,76.276,,57.417,34.43,198.075,79.87,10.11,,,,93.104,,171.271,583.863,107.936,4.722,,85.103,41.795,,29.82,19.365,26.674,,,,30.228,,,,283.711,102.12,30.03,,,41.362,48.35,,38.7,13.727,,,
2011-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-23,,41.33,,,,,,,21.361,33.85,16.308,39.34,,,,87.64,182.265,16.882,62.175,147.5,,,19.32,144.2,,22.396,,,,42.745,,60.82,32.614,,,,,,,310.821,,103.07,,,,,84.255,106.983,119.9,,,,,,48.697,83.071,,72.918,62.867,,22.357,96.512,938.989,514.025,376.03,,951.818,,132.549,,95.966,121.079,868.854,256.301,,81.1,349.984,7.455,36.178,8.741,148.386,61.925,27.78,10.646,10.769,111.776,58.04,,370.431,237.47,,126.386,13.62,37.393,874.109,37.663,40.266,54.933,25.971,75.608,162.811,55.918,32.15,190.884,77.148,10.21,13.45,,,91.62,,174.758,587.307,105.202,4.742,,83.059,40.131,,29.01,18.733,27.213,,,,29.117,,,,279.611,103.713,29.258,,,40.634,46.599,,38.46,13.622,,,
